#Classification	SRR5091579_bracken_P.kreport
k__Bacteria	5580114
k__Bacteria|p__Bacteroidetes	4592682
k__Bacteria|p__Firmicutes	876423
k__Bacteria|p__Actinobacteria	16945
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	92574
k__Bacteria|p__Verrucomicrobia	1416
k__Bacteria|p__Kiritimatiellaeota	1
k__Bacteria|p__Spirochaetes	44
k__Bacteria|p__Candidatus_Saccharibacteria	14
k__Bacteria|p__Synergistetes	7
k__Bacteria|p__Fusobacteria	4
k__Eukaryota	89
k__Eukaryota|k__Viridiplantae	87
k__Eukaryota|k__Viridiplantae|p__Streptophyta	87
k__Eukaryota|k__Fungi	2
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Viruses	14564
k__Viruses|k__Heunggongvirae	14528
k__Viruses|k__Heunggongvirae|p__Uroviricota	14528
k__Viruses|k__Sangervirae	32
k__Viruses|k__Sangervirae|p__Phixviricota	32
k__Viruses|k__Loebvirae	4
k__Viruses|k__Loebvirae|p__Hofneiviricota	4
