#Classification	SRR5091462_bracken_P.kreport
k__Bacteria	4282321
k__Bacteria|p__Bacteroidetes	3190769
k__Bacteria|p__Firmicutes	953958
k__Bacteria|p__Actinobacteria	5691
k__Bacteria|p__Proteobacteria	115717
k__Bacteria|p__Verrucomicrobia	16166
k__Bacteria|p__Spirochaetes	11
k__Bacteria|p__Fusobacteria	4
k__Bacteria|p__Synergistetes	2
k__Eukaryota	196
k__Eukaryota|k__Viridiplantae	195
k__Eukaryota|k__Viridiplantae|p__Streptophyta	195
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	12917
k__Viruses|k__Heunggongvirae	12917
k__Viruses|k__Heunggongvirae|p__Uroviricota	12917
