name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stutzerimonas stutzeri_AO	139038	S	99	1687	1786	0.11793
Stutzerimonas stutzeri	139027	S	41	955	996	0.06576
Stutzerimonas stutzeri_G	139046	S	9	113	122	0.00806
Stutzerimonas frequens	139002	S	4	34	38	0.00251
Stutzerimonas stutzeri_U	139055	S	3	204	207	0.01367
Stutzerimonas stutzeri_AN	139037	S	2	5	7	0.00046
Stutzerimonas sp003488145	139015	S	2	54	56	0.00370
Stutzerimonas songnenensis	139012	S	2	8	10	0.00066
Stutzerimonas stutzeri_C	139043	S	1	13	14	0.00092
Pseudomonas aeruginosa	138123	S	75	1680	1755	0.11588
Pseudomonas paraeruginosa	138137	S	3	45	48	0.00317
Pseudomonas_E alcaligenes	138170	S	5	73	78	0.00515
Pseudomonas_E veronii	138942	S	3	46	49	0.00324
Pseudomonas_E benzenivorans	138212	S	3	26	29	0.00191
Pseudomonas_E putida_N	138527	S	2	37	39	0.00258
Pseudomonas_E cremoris	138265	S	2	10	12	0.00079
Pseudomonas_E asiatica	138196	S	1	26	27	0.00178
Pseudomonas_E anatoliensis	138184	S	1	7	8	0.00053
Pseudomonas_E lundensis_A	138429	S	1	2	3	0.00020
Pseudomonas_E putida_H	138523	S	1	35	36	0.00238
Halopseudomonas neustonica	138093	S	1	15	16	0.00106
Acinetobacter sp030053775	137228	S	1	30	31	0.00205
Acinetobacter johnsonii	137103	S	1	31	32	0.00211
Aquabacterium parvum	126468	S	153	1640	1793	0.11839
Aquabacterium sp017989885	126485	S	3	10	13	0.00086
Paraburkholderia phytofirmans	128028	S	13	64	77	0.00508
Paraburkholderia phenoliruptrix	128024	S	6	53	59	0.00390
Paraburkholderia agricolaris	127963	S	3	16	19	0.00125
Hylemonella sp019745555	127248	S	4	40	44	0.00291
Herbaspirillum huttiense	127116	S	3	22	25	0.00165
Acidovorax temperans	126391	S	2	52	54	0.00357
Comamonas aquatica	126835	S	1	8	9	0.00059
Pollutimonas sp013416445	128308	S	3	5	8	0.00053
Tepidimonas sp020723845	129261	S	3	8	11	0.00073
Pandoraea cepalis	127932	S	3	30	33	0.00218
Caballeronia udeis	126787	S	1	0	1	0.00007
Hydrogenophilus thermoluteolus	130841	S	1	4	5	0.00033
Silvania confinis	133499	S	1	11	12	0.00079
Sphingomonas abaci	124997	S	3	25	28	0.00185
Sphingomonas sp946477935	125301	S	2	13	15	0.00099
Sphingobium yanoikuyae_A	124910	S	1	12	13	0.00086
Sphingomonas_B sp018240865	125325	S	1	11	12	0.00079
Novosphingobium clariflavum	124411	S	1	6	7	0.00046
Qipengyuania sp025698865	124734	S	1	10	11	0.00073
Methylobacterium populi_A	118280	S	2	9	11	0.00073
Methylobacterium ajmalii	118241	S	1	1	2	0.00013
Bosea sp001556125	118101	S	1	4	5	0.00033
Bradyrhizobium sp029892425	120642	S	1	2	3	0.00020
Phenylobacterium sp030824495	114718	S	1	0	1	0.00007
Amaricoccus sp946221765	120979	S	1	4	5	0.00033
Paracoccus sp030846195	121907	S	1	3	4	0.00026
Parvibaculum sp019635965	116004	S	1	3	4	0.00026
Cutibacterium acnes	48418	S	352	5473	5825	0.38462
Cutibacterium modestum	48421	S	11	35	46	0.00304
Cutibacterium namnetense	48422	S	7	10	17	0.00112
Cutibacterium granulosum	48420	S	2	2	4	0.00026
Cutibacterium avidum	48419	S	1	1	2	0.00013
Propionimicrobium lymphophilum	48551	S	1	1	2	0.00013
Nocardioides zeae	48315	S	1	0	1	0.00007
Bifidobacterium leopoldii	42795	S	1	310	311	0.02053
Kocuria palustris	45131	S	39	389	428	0.02826
Kocuria rosea	45136	S	5	20	25	0.00165
Rothia terrae	45271	S	1	11	12	0.00079
