intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
243000,0.09057025717480433,0.033670500207842596,0.09057025717480433,0.08692933083176986,2.288065843621399,2.0,1.58936200020042,signatures/ed637ce0849ed00dc0eb3a30f8e4230c.sig.gz,"GCA_021667175.1 Pseudomonas aeruginosa strain=PS07, PDT000866453.1",ed637ce0849ed00dc0eb3a30f8e4230c,0.033670500207842596,243000,0,2440000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/AD_Skin/preproc/SRR20002461/SRR20002461_unmatched_2.fastq,SRR20002461,a60c961c5b2100e581326dfba3d44e71,2683000,31,DNA,1000,2683,true,0.9254530141232143,0.8963795119707136,0.910916263046964,0.9254530141232143,556,556,6396
140000,0.05218039508013418,0.01678743961352657,0.05180767797241893,0.05909943714821764,2.7194244604316546,2.0,1.9711179933160639,signatures/783595459cf65f830f55d50d49021ca2.sig.gz,"GCA_016092185.1 Burkholderia contaminans strain=407H, ASM1609218v1",783595459cf65f830f55d50d49021ca2,0.016908212560386472,139000,1,2301000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/AD_Skin/preproc/SRR20002461/SRR20002461_unmatched_2.fastq,SRR20002461,a60c961c5b2100e581326dfba3d44e71,2683000,31,DNA,1000,2683,true,0.9091368676167292,0.8766815387941236,0.8929092032054264,0.9091368676167292,378,934,6396
138000,0.05143496086470369,0.0328673043904832,0.049944092433842714,0.039399624765478425,1.8805970149253732,1.0,1.5113736764420094,signatures/7b2e6c817a0634c4bc2e68ca6d223d8f.sig.gz,"GCA_003331695.1 Pseudomonas sp., ASM333169v1",7b2e6c817a0634c4bc2e68ca6d223d8f,0.03384841795437822,134000,2,2167000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/AD_Skin/preproc/SRR20002461/SRR20002461_unmatched_2.fastq,SRR20002461,a60c961c5b2100e581326dfba3d44e71,2683000,31,DNA,1000,2683,true,0.9087149870910097,0.8965319144174878,0.9026234507542488,0.9087149870910097,252,1186,6396
