#Classification	SRR5091463_bracken_P.kreport
k__Bacteria	4896200
k__Bacteria|p__Bacteroidetes	3390682
k__Bacteria|p__Firmicutes	1437812
k__Bacteria|p__Actinobacteria	39451
k__Bacteria|p__Proteobacteria	28123
k__Bacteria|p__Verrucomicrobia	121
k__Bacteria|p__Fusobacteria	7
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	6891
k__Eukaryota|k__Viridiplantae	6891
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6891
k__Archaea	1
k__Archaea|p__Candidatus_Thermoplasmatota	1
k__Viruses	13
k__Viruses|k__Heunggongvirae	13
k__Viruses|k__Heunggongvirae|p__Uroviricota	13
