#Classification	SRR5091581_bracken_P.kreport
k__Bacteria	12379008
k__Bacteria|p__Bacteroidetes	10755451
k__Bacteria|p__Firmicutes	826983
k__Bacteria|p__Actinobacteria	484202
k__Bacteria|p__Tenericutes	592
k__Bacteria|p__Proteobacteria	311028
k__Bacteria|p__Verrucomicrobia	652
k__Bacteria|p__Fusobacteria	69
k__Bacteria|p__Candidatus_Saccharibacteria	20
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Synergistetes	3
k__Eukaryota	124
k__Eukaryota|k__Viridiplantae	71
k__Eukaryota|k__Viridiplantae|p__Streptophyta	71
k__Eukaryota|k__Fungi	50
k__Eukaryota|k__Fungi|p__Ascomycota	50
k__Eukaryota|p__Euglenozoa	3
k__Viruses	3198
k__Viruses|k__Heunggongvirae	3198
k__Viruses|k__Heunggongvirae|p__Uroviricota	2075
k__Viruses|k__Heunggongvirae|p__Peploviricota	1123
