#Classification	SRR5091551_bracken_F.kreport
k__Bacteria	6270069
k__Bacteria|p__Bacteroidetes	5798627
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5798627
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	5798627
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	5611570
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	152134
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	21613
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	10998
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2241
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	44
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae	15
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	9
k__Bacteria|p__Firmicutes	450655
k__Bacteria|p__Firmicutes|c__Clostridia	441231
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	441231
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	351168
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	84964
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	1143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	963
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	11
k__Bacteria|p__Firmicutes|c__Negativicutes	5452
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	5352
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	5352
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	51
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	51
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	48
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	48
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	3839
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	3839
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	3839
k__Bacteria|p__Firmicutes|c__Bacilli	132
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	132
