#Classification	SRR5091551_bracken_P.kreport
k__Bacteria	6270075
k__Bacteria|p__Bacteroidetes	5798627
k__Bacteria|p__Firmicutes	450658
k__Bacteria|p__Actinobacteria	5686
k__Bacteria|p__Tenericutes	1
k__Bacteria|p__Proteobacteria	14925
k__Bacteria|p__Verrucomicrobia	171
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	27
k__Eukaryota|k__Viridiplantae	21
k__Eukaryota|k__Viridiplantae|p__Streptophyta	21
k__Eukaryota|k__Metazoa	5
k__Eukaryota|k__Metazoa|p__Chordata	5
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	168
k__Viruses|k__Heunggongvirae	168
k__Viruses|k__Heunggongvirae|p__Uroviricota	168
