#Classification	S-2-POLPIL-B_bracken_O.kreport
k__Bacteria	1949
k__Bacteria|p__Proteobacteria	804
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	724
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	724
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	77
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	77
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1
k__Bacteria|p__Acidobacteria	734
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	734
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	734
k__Bacteria|p__Cyanobacteria	372
k__Bacteria|p__Cyanobacteria|o__Nostocales	372
k__Bacteria|p__Actinobacteria	24
k__Bacteria|p__Actinobacteria|c__Actinomycetia	24
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	24
k__Bacteria|p__Planctomycetes	13
k__Bacteria|p__Planctomycetes|c__Planctomycetia	13
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	13
k__Bacteria|p__Bacteroidetes	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	1
k__Eukaryota	7
k__Eukaryota|k__Fungi	7
k__Eukaryota|k__Fungi|p__Ascomycota	7
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	7
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	7
