#Classification	S-8-POLJUN-G_bracken_O.kreport
k__Bacteria	302035
k__Bacteria|p__Proteobacteria	240935
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	209732
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	161427
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	43119
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	3640
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	1418
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	100
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	25
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	23514
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	23345
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	64
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	23
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	80
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	7465
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	3429
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1225
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2324
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	371
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	10
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	76
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	2
