name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	2630	1078	3708	0.05168
Gilliamella sp946481345	133105	S	1370	3327	4697	0.06546
Gilliamella apicola_N	133081	S	1006	692	1698	0.02367
Gilliamella apis_A	133086	S	949	1360	2309	0.03218
Gilliamella sp946482005	133106	S	729	1691	2420	0.03373
Gilliamella apis	133085	S	680	550	1230	0.01714
Gilliamella apicola_R	133084	S	431	609	1040	0.01449
Gilliamella sp946480175	133104	S	400	184	584	0.00814
Gilliamella sp002142215	133091	S	313	269	582	0.00811
Gilliamella apicola_Q	133083	S	259	202	461	0.00643
Gilliamella apicola_M	133080	S	4	9	13	0.00018
Gilliamella apicola_P	133082	S	3	3	6	0.00008
Gilliamella sp945273075	133100	S	2	24	26	0.00036
Gilliamella apicola_L	133079	S	2	0	2	0.00003
Gilliamella apicola_A	133070	S	1	0	1	0.00001
Gilliamella sp019469185	133095	S	1	0	1	0.00001
Gilliamella apicola_G	133074	S	1	0	1	0.00001
Frischella perrara	133059	S	3812	383	4195	0.05847
Citrobacter braakii	132886	S	37	34	71	0.00099
Citrobacter europaeus	132887	S	2	3	5	0.00007
Citrobacter sp005281345	132895	S	2	3	5	0.00007
Proteus vulgaris_B	133368	S	24	321	345	0.00481
Morganella morganii_A	133231	S	14	8	22	0.00031
Klebsiella oxytoca	133142	S	10	7	17	0.00024
Hafnia paralvei	133110	S	8	2	10	0.00014
Hafnia protea	133111	S	1	0	1	0.00001
CALYPF01 sp945271245	132863	S	4	0	4	0.00006
Pantoea agglomerans	133241	S	2	0	2	0.00003
Pantoea astica	133246	S	1	0	1	0.00001
Serratia_J liquefaciens	133481	S	2	0	2	0.00003
Citrobacter_C amalonaticus_A	132915	S	2	0	2	0.00003
Providencia heimbachae	133374	S	2	0	2	0.00003
Buttiauxella agrestis	132853	S	1	0	1	0.00001
Snodgrassella alvi	130431	S	3509	691	4200	0.05854
