#Classification	S-16-POLPIL-B_bracken_O.kreport
k__Bacteria	477569
k__Bacteria|p__Proteobacteria	340697
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	154567
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	154530
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	32
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	3
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	135917
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	105306
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	27232
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	1587
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	1776
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	13
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	49496
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	28550
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	7747
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	12293
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	143
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	723
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	37
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	710
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	708
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	2
k__Bacteria|p__Proteobacteria|c__Oligoflexia	5
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	5
k__Bacteria|p__Actinobacteria	116898
k__Bacteria|p__Actinobacteria|c__Actinomycetia	115673
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	42922
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	54254
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	8436
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	2820
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	3694
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	1870
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	613
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	677
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	243
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	111
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	28
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	749
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	749
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	379
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	379
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	96
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	96
k__Bacteria|p__Cyanobacteria	971
k__Bacteria|p__Cyanobacteria|o__Nostocales	969
k__Bacteria|p__Cyanobacteria|o__Chroococcales	2
