feature	Acidovorax	Acinetobacter	Actinomyces	Agrobacterium	Alcaligenes	Anoxybacillus	Aquabacterium	Azospirillum	Bacillus	Brevundimonas	Burkholderia	Clostridioides	Corynebacterium	Cupriavidus	Cutibacterium	Dermacoccus	Effusibacillus	Enhydrobacter	Escherichia	Haemophilus	Halomonas	Herbaspirillum	Hydrogenophilus	Klebsiella	Kocuria	Lactobacillus	Lawsonella	Limosilactobacillus	Meiothermus	Microbacterium	Micrococcus	Moraxella	Mycobacteroides	Mycolicibacterium	Neisseria	Paraburkholderia	Paracoccus	Phocaeicola	Prevotella	Propionibacterium	Pseudomonas	Rothia	Salmonella	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus	Streptomyces	Tepidimonas	Thermoflavifilum
SRR20002365	0.00237653017154913	0.0166003110493313	0	0.00271401161596972	0	0	0.0540206312083016	0	0	0	0.00990496239323904	0.0224484160792208	0.00214288917156565	0.00312937339371812	0.0403774128153268	0	0	0	0	0	0	0.00795087402974085	0	0	0	0	0.00431881848454311	0	0.0011516849292115	0.00170392729280881	0	0	0.0119180510092583	0.00227268972711203	0.00135464579788401	0.0321126574421739	0	0	0	0.136392063758033	0.638234051641741	0.00275885180788574	0	0.00294529260585235	0.0031718535755333	0	0	0	0	0
SRR20002368	0.000511880177966013	0.00221171971872301	0	0.000247759355545193	0.00171795402194073	0	0.00619339955052713	0.000179391797529185	0	0	0	0.0374677591451835	0.000167120697372465	0.000395596895528528	0.00158121890590871	0.000287494346528856	0	0	0	0	0.000274638908269436	0.000934940964321484	0	0	0.000141994158956325	0	0.000400271600350135	0	0	0	0.000243084650723586	0	0	0.000198090616815614	0	0.00501128356876315	0	0	0	0.00679293044389828	0.0798124040955089	0	0	0.000248928031750595	0.854980138347889	0	0	0	0	0
SRR20002369	0	0	0	0	0	0	0	0	0	0	0	0.00873759508337111	0	0	0.00056924084428996	0	0	0	0.145425923127298	0.812959044884389	0	0	0	0	0	0.00730441791345524	0	0	0	0	0	0	0	0	0	0	0	0	0.0010729938038386	0	0.00142562087552264	0	0	0	0.0214926200191426	0	0.00101254344869276	0	0	0
SRR20002371	0	0.00392911554807153	0	0	0	0.00857990538048272	0.0157699195466816	0.0113062304546548	0	0	0.00545265014834416	0.105016972710021	0	0	0.0212492983722236	0	0	0	0	0	0	0.00363510009889611	0	0.00713655681180338	0	0	0.00376874348488493	0	0.095394648918825	0	0	0	0	0	0	0.0142731136236068	0	0	0	0.0850506508432898	0.244834683131532	0	0	0	0.167722449415978	0	0.197872397295058	0	0	0.00900756421564697
SRR20002373	0.00356095946773027	0.020217815925337	0	0.00218753019933759	0.0254069772549571	0.0121822297580246	0.0493965989322978	0.0037190941809354	0	0	0.00859198608414524	0.0622055107019131	0.000837528295864192	0.00254479751435658	0.0318758583932927	0.00115379772227445	0.00552592970033472	0	0	0	0.00142614083946105	0.00814393773006404	0.00280249852846864	0	0	0	0.00494317399796768	0	0.0821949098192872	0	0.0010513030007526	0.00114208403981481	0	0.00175412394833095	0	0.0361864935384399	0	0	0	0	0.620933521923621	0	0	0	0.00151692187852326	0	0	0.00182440604308878	0	0.00667387058137934
SRR20002375	0.0045631141921231	0.0154947817475432	0	0.00252913841700312	0	0.00553058581549478	0.0501637845661613	0.0031385693608593	0	0	0.00857012264797745	0.040390035804068	0.00329092709682334	0.00340519539879637	0.0493562885655519	0	0.0035118458139712	0	0	0	0.00153119524643864	0.00772453721337701	0	0	0	0	0	0	0.0546964272110916	0	0.00427363449379142	0	0	0.00179782128437571	0	0.0413879789746324	0	0	0	0	0.68012493334349	0	0	0	0.00230060181305706	0	0.00679515502399634	0.00531728498514512	0	0.00410604098423097
SRR20002377	0	0.00291606895092068	0	0	0	0	0.0173317969099076	0	0	0	0.00270441878512805	0.0342167768031418	0	0	0.0489147049831856	0	0	0	0	0	0	0	0	0	0.00484443712814242	0	0	0	0	0	0	0	0	0	0	0.00907744044399502	0	0	0	0	0.223126308115608	0	0	0	0.656868047879971	0	0	0	0	0
SRR20002378	0	0.00889578208007987	0	0.00228188398046137	0.00369023424965237	0	0.0498270759796057	0.00631083538346347	0	0	0	0.0986023460619674	0	0.00229971119905872	0.0216422433771883	0	0	0	0	0	0	0.00746960459229151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0446571825863729	0	0	0	0	0.750597211823011	0	0	0	0	0	0	0.00372588868684708	0	0
SRR20002379	0.00608220415185853	0.0221509009447366	0	0.00300509542735026	0.00839830749288625	0	0.0622136498285305	0.00167187627726287	0	0	0.00605300957192961	0.0091573665710382	0	0.00370381904031577	0.0132971580049592	0	0	0	0	0	0.00137019895133069	0.0105139413850687	0	0	0.00195214424458051	0	0	0	0	0	0	0.00131764870745863	0	0.00658240462130737	0	0.0550434609979875	0	0	0	0.00143637333250291	0.774905896137362	0	0	0.00117946102912841	0.000702616223622697	0.00285522991704847	0.00484046135221509	0.00156677578951876	0	0
SRR20002380	0	0.000355966695845488	0	0	0	0	0.00145147845580603	0.000220147117975721	0	0	0.000192535445551648	0.0300698575312329	0	0	0.000614919407498285	0	0	0	0	0	0	0.000245520006149194	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000894021177406488	0	0	0	0	0.0185893718941533	0	0	0	0.947366182268381	0	0	0	0	0
SRR20002382	0.00431336080597611	0.0169998219254713	0	0.00106664843950952	0	0.0201134280785758	0.0399444551369105	0.00174656936722385	0	0	0.0302546825506748	0.0895103310207628	0.00222862970750809	0.0022484157662511	0.0137890842112647	0	0.00659775122448723	0	0	0.00073568163871736	0.00145157721869171	0.00661573855061724	0.00413348754467602	0	0.00522351950815455	0	0	0	0.129855903530372	0	0.00167641879531682	0	0	0.00504184751424147	0.00147496074266072	0.0302546825506748	0	0	0	0	0.521105429114646	0	0	0	0.00339600717334566	0	0.00495910581404342	0.040946349202352	0.00148215567311272	0.0128339571937613
SRR20002384	0.000926120684513065	0.00321787695466404	0	0.000602763292971215	0	0.00270929542621958	0.0133298590726863	0.00131226591907275	0.00088216919440058	0	0.00159481121265301	0.0206446427842641	0.7229360851152	0.000580787547914973	0.0129499926224284	0	0.00129970835046918	0	0	0	0	0.00185224136902613	0	0	0	0	0	0	0.0289232198861656	0	0.000640435998781916	0.000448933077577519	0.000480326999086437	0.000998326703983575	0	0.00909481906113338	0	0	0	0	0.168626170600848	0	0	0	0.00124947807605491	0	0	0.00228547748584919	0	0.00241419256403575
SRR20002386	0	0.0140781979906572	0	0	0	0	0.0645677353298778	0	0	0	0.00831893517629743	0	0	0	0.0730786459333205	0	0	0	0	0	0	0.00895885326678185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040122864273373	0	0	0	0	0.790874768029692	0	0	0	0	0	0	0	0	0
SRR20002388	0.00512520885226073	0.0155601340754636	0	0.00146580973174657	0	0.00376702850641164	0.0446610699386	0.0186762610576381	0	0	0.0071650419754605	0.132317516938815	0.00104554260586119	0.00244984983138063	0.0265127053927448	0	0.003341636171674	0	0	0	0.00107116865012249	0.00782106870854987	0	0	0	0	0	0	0.0439435406992835	0.00102504177045215	0.00639113543876913	0.00165031725042795	0.000896911549145628	0.00131717867503101	0	0.0399202517502588	0	0.0014094324343717	0	0	0.609587215679039	0	0	0.00150168619371239	0.00104041739700893	0	0.014919482968931	0.00242422378711933	0.00119417366257675	0.00179894830714352
SRR20002391	0.003212852681255	0.0195621912512894	0	0.00145158049958827	0.00661469669670147	0	0.0476162872414174	0.0099792188940513	0	0	0.0108090337857744	0.0316425490960576	0.00261014502305615	0.0026935235528465	0.0238684937946522	0	0	0	0	0	0.00100927725108134	0.00884685905137467	0	0	0	0	0.0046429929874686	0	0.000281898838815008	0	0.00319458881282473	0.000526475859533382	0	0.00164454223996023	0	0.0395944785943492	0.00208049283857837	0.000700379650238979	0	0.164096093358543	0.609167509054511	0	0	0.000735319224627318	0.000776611448904446	0	0.00264190827250009	0	0	0
SRR20002394	0	0	0	0	0	0	0.00192774663532329	0	0	0	0.00185186381131978	0.00957899563431583	0.959141135594534	0	0	0	0	0	0	0	0	0	0	0	0	0.00224096510035907	0	0	0.000466598641213092	0	0	0	0	0	0	0	0	0	0	0	0.00956769393712381	0	0	0	0.0142030043140193	0	0.001021996331792	0	0	0
SRR20002396	0.00255752755898452	0.0155693132556586	0.000910040481111056	0.00155782791717287	0	0.00376120179139003	0.035991428584237	0.00131574818328126	0	0	0.00938283116731744	0.0274693253596453	0.00179094173499442	0.0021944079581471	0.0220382217002067	0	0.00215630281484935	0.00132695557836883	0.261699399731919	0	0.000703824411499684	0.00600940524595749	0.00127540156096599	0	0.00095262858244384	0	0	0	0.0344649813733094	0.000522264611080976	0.000638821519991751	0.000589508981606423	0.000620889687851632	0.00157127679127796	0.0064016640740226	0.0286640336759808	0	0	0	0	0.500497608341888	0	0	0.0030349625897152	0.00347653395616564	0	0.0161677881533351	0.00159593306047062	0.000598474897676483	0.00249252466747659
SRR20002397	0.00147838222744825	0.0201550874328949	0.00447510295876227	0.00370737164759706	0.0243961607726402	0	0.0626171931857425	0	0	0	0.0137392510481388	0.00849641677821127	0.00404699999714598	0.00369595556862062	0.0371593370682938	0.0011958342727815	0	0	0	0	0.00128430888484887	0.0103772157895788	0	0	0.00500024259167825	0	0	0	0.00058792806728637	0	0.00673548659609627	0	0.00741759731493822	0.00285972778359681	0	0.0431328003927131	0	0	0	0	0.700347905006807	0	0	0	0.00664986600377301	0	0.0304438286104063	0	0	0
SRR20002401	0.00292222269407168	0.0122471476700074	0	0.00122002576298058	0	0	0.027934077911783	0.000437935281127909	0.00106520015854142	0	0.00475801200385029	0.0254205948134307	0.00297265160523187	0.00187471689032331	0.0566298977974067	0.00153940886699507	0	0	0.0153870109280335	0	0.000524637619613838	0.00466600135892645	0	0	0	0.000359195402298851	0.000512251571258706	0	0.000227372459090652	0	0.00112801511805674	0	0	0.00122002576298058	0.0311208312100108	0.024089094615254	0	0.00393257035275466	0	0	0.365509632806749	0	0	0.000387506369967725	0.0118808745257913	0.000617532982277334	0.398889148406093	0.000526407055093143	0	0
SRR20002402	0	0.0093671896330834	0	0	0	0	0.0630710100182723	0	0	0	0.0690147648751391	0	0	0	0.0408711906412114	0	0	0	0	0	0	0.00957721630647092	0	0	0	0	0.00609077352823809	0	0	0	0	0	0	0	0	0.0369436918488648	0	0	0	0	0.76506416314872	0	0	0	0	0	0	0	0	0
SRR20002403	0	0.0136752136752137	0	0	0	0	0.0777777777777778	0	0	0	0.0273504273504274	0.0483974358974359	0	0	0.0138888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011965811965812	0	0.0267094017094017	0	0	0	0	0.780235042735043	0	0	0	0	0	0	0	0	0
SRR20002406	0.00119258915023824	0.00491033185332833	0.00187006937173508	0	0	0.00414326747031125	0.019523748201318	0.00787220819359137	0	0	0.00811296562767703	0.0795003443391208	0.00185887135154505	0.00148933668527404	0.11773598427798	0	0.0020996287856307	0	0	0	0	0.00296747535035806	0.002211608987531	0	0.000727871312351976	0	0.00138855450356377	0	0.0417462192684333	0	0.00255314860332693	0	0	0.00204363868468055	0	0.0144790401057093	0	0	0	0	0.66660694389232	0	0	0	0.00136615846318371	0.00145574262470395	0	0.00855528742518323	0.00068867824168687	0.00290028722921787
SRR20002410	0.000953514042856591	0.00966399367760058	0	0.00115967924131207	0.00260283563050042	0	0.0278237115748874	0	0	0.0030624122187241	0.000996465125868149	0.0110427234422716	0.545087899391383	0.0018082405947866	0.00985297844285144	0.00995606104207918	0	0	0	0	0	0.00407605777779687	0	0	0	0	0.000824660793821916	0	0	0	0.00246109705656228	0.00134866400656293	0	0.00201440579324208	0	0.0213939344480571	0	0	0.00140879552277911	0	0.337256198915056	0	0	0	0.000824660793821916	0	0.00336736490810616	0.00101364555907277	0	0
SRR20002412	0.00219615049605914	0.00597767202736292	0.0108665632767521	0.00107019183786195	0	0	0.0230502857385651	0	0	0	0.00646098447026832	0.0292058804784262	0.0658924815703937	0.00226253956788681	0.0295457925261839	0.000690446347007712	0	0	0.0038319772258928	0.00105956958636953	0.000722313101484991	0.00456756814174332	0.00083915786790168	0	0	0.00190403858001742	0.00283348558560472	0	0	0	0	0	0	0.000778079921820229	0.00678230757791421	0.0223863950202885	0	0	0.00921745873255295	0.00109674746659302	0.300365405451339	0.00960517091202651	0.00109143634084681	0	0.0684789998087995	0	0.382483376176414	0.00347878736376962	0.00125873680185252	0
SRR20002416	0	0.0820696450457812	0	0	0.0214606714570666	0	0.0616183220782966	0	0	0	0	0.0215327677777511	0	0	0.0293432025185648	0	0	0	0	0	0	0.0100454206820312	0	0	0	0	0	0	0	0	0	0	0	0.00540722405133258	0	0.0452043930691404	0	0	0	0	0.706087332676456	0	0	0	0	0.0134579798610944	0	0.0037730407824854	0	0
SRR20002417	0	0.02226047964127	0	0	0	0	0.0665412179204869	0	0	0	0.0265043840333106	0	0	0	0.0313088040997718	0	0	0	0	0	0	0.00768707210633783	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486047163390319	0	0	0	0	0.797093325859791	0	0	0	0	0	0	0	0	0
SRR20002419	0.00560405681850923	0.0143234794133748	0	0.00263635577837324	0.00318739735500043	0	0.0466440487509724	0	0.00188002420261042	0	0.0363615408995304	0.024696026738122	0.00114890367937304	0.00243106577923762	0.155710663554902	0.00271198893594952	0	0.00146944420433918	0.00638199786786527	0	0.00109487999538998	0.00852493733252658	0	0	0.000558244734491601	0	0.0029713026190682	0.0016675310456104	0	0	0	0	0	0.00186921946581381	0	0.0421780908750396	0	0	0	0.0103581410090184	0.611263577952574	0	0.00425706629786498	0.00205650157028841	0.0032486241968479	0	0.0015774915723053	0.00318739735500043	0	0
SRR20002420	0.00415990336340644	0.0139519081952361	0	0	0	0	0.0636065078705976	0	0	0	0.00692310596051489	0.00704390170246499	0	0.00319353742780567	0.0537012570306897	0	0	0	0	0	0	0.00693820542825865	0	0	0	0.00450719112151297	0.00486957834736326	0	0.00172888905666075	0	0.00239326563738628	0	0	0.00525461477482919	0	0.0408214110452607	0	0	0	0	0.780906723038013	0	0	0	0	0	0	0	0	0
SRR20002421	0	0.00773191842356513	0	0	0.0090075284468861	0	0.0298633610367657	0	0	0.00262947833028126	0	0.0283842794759825	0	0	0.0327667433597846	0	0	0	0	0	0	0.00530591163074611	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023594872517256	0	0	0	0	0.357382103895697	0	0	0	0.500273903992738	0	0.00305989889029754	0	0	0
SRR20002422	0.00157345410605843	0.00601486024295318	0.00081780065296933	0.000711867925900764	0	0	0.0149958368438262	0	0.000235170654092217	0.000189972690542962	0.000827687707495729	0.0330495984090317	0.00107486407065572	0.00104520290707652	0.202736171718363	0.000416668726469693	0	0	0.00013912498155005	0.000816388216608415	0.0002733064358369	0.00263136894038318	0	0	0	0	0.00354874635679696	0.000418787381011064	0.000258475854047301	0.000327685235732098	0	0	0.00096186916178258	0.000648308289659624	0	0.0149591134984424	0	0	0	0	0.196948713729517	0.000477403489989004	0.000332628762995297	0	0.453583456980366	0	0.00960809834511894	0.0503773676847273	0	0
SRR20002425	0.00393239384834575	0.0221839866258395	0	0.00143910103580805	0.00101254114794878	0	0.0433094727892133	0.00743822780883223	0	0	0.00744971763746144	0.159543451659418	0.00256654047004889	0.00244733349802088	0.0225258090275584	0.000782744575364658	0	0	0	0	0.00119063349170147	0.00773552712461294	0	0.000462465602325541	0	0	0	0	0.000841629947089339	0	0.00534564276973809	0.0471054249225873	0.000812905375516324	0.00165309909402701	0	0.0378733476190203	0.00588997340104672	0.000844502404246641	0	0	0.601354650795383	0	0	0.000847374861403942	0.00503110871101358	0	0.00600199923018148	0.00237839452624564	0	0
SRR20002427	0.00039673215064513	0.00177695217940821	0	0.000210416350926272	0	0	0.00485579759615541	0.000517234906682202	0	0	0.00124674005284509	0.026032766553255	0.0384236941788363	0.000292450919459202	0.00285637879021722	0.00139551460933702	0	0	0	0	9.54752605524495e-05	0.000865765954912503	0	0	0	0.000808758881864196	0	0.000185852327580254	0	0	0.000104744703324532	0	0	0.000527431293731493	0	0.00432558546959229	0	0	0.846224579132538	0	0.0639619359602007	0.000448177558030188	0	0	0.000141359002274258	0	0.00430565616763231	0	0	0
SRR20002430	0.00172614118966853	0.0081449157295868	0	0.000931515264830791	0	0	0.0189224471807473	0	0	0	0.00429698977002591	0.0590443788562729	0.00459580918293758	0.00106506584043377	0.0537874943241005	0.0117324180667219	0	0	0	0.00887610513101311	0	0.00420183498490879	0	0	0	0	0.00273611741766607	0	0.000604316354603488	0.00106673522262881	0.00170110045674297	0.00290806378375491	0.00133383637383477	0.00165602713747696	0.0412921685942466	0.0126923128288683	0	0.00108843719116429	0	0.00218689067549881	0.704966745906675	0.00958392318170891	0	0	0.0120128742754881	0	0.022134338523999	0.00471099655439515	0	0
SRR20002432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR20002433	0.00488523546065041	0.0170563306842479	0	0.00219065716215412	0	0	0.0416889756753068	0.000752382252177534	0.00186170864259743	0	0.0117336636816338	0.0279903695071721	0.00113032310443416	0.00324224258903482	0.0537218425316438	0	0	0.000859115548416673	0.00303052572272439	0	0.000838118834402416	0.00785102131516418	0	0	0	0	0.0052334309680535	0.00203143208087934	0.000654397586777669	0	0	0	0	0.00159749999125137	0	0.0374843836939519	0.0355106925766118	0	0	0	0.577551363211657	0	0.00386164565245539	0	0.00569185922403144	0	0	0.15155078230257	0	0
SRR20002435	0	0.000419556851672897	0	0	0	0.000682639631615328	0.00180031157254723	0.000374849974035621	0	0	0	0.013709535977	0.908947565710513	0	0.00143749806556779	0	0.000404081394029225	0	0.0387385094726996	0	0	0.000194302968192776	0	0	0	0.0014460955420365	0	0	0.00733020843721951	0	0	0	0	0	0	0.00145813200909269	0	0	0	0	0.0219493574246087	0	0	0	0.00031122864816719	0	0.00042299584226038	0	0	0.00037313047874188
SRR20002439	0	0.0113574165298303	0	0	0	0	0.0801860974274767	0	0	0	0	0	0	0	0.0940065681444992	0	0	0	0	0	0	0	0	0	0.0580186097427477	0	0	0	0	0	0	0	0	0	0	0.0389983579638752	0	0	0	0	0.717432950191571	0	0	0	0	0	0	0	0	0
SRR20002441	0	5.34765957621855e-05	0	0	0	0	0.000824088052642909	0	0	0	0	0.00738891151360248	7.22162575250026e-05	0	0.000149003164260448	0	0	0	0.984485388320072	0	0	0	0	0	0	0.000239959083548268	0	0	0.000666400654882619	0	0	0	0	0	0	0.000115180360103169	0	0	0.000182825968417728	0	0.00314872024107432	0	0	0	0.00255682116832193	0	0.000117008619787346	0	0	0
SRR20002442	0.0053089684539193	0.0225068238508285	0	0.00241680656290577	0	0	0.0653288333028939	0.0014135566335836	0	0	0.0110632697941711	0.00980983285005542	0.00148110712757786	0.00342506023252381	0.0160745157004861	0	0	0	0	0	0.0010332723710974	0.0105904163362113	0	0	0	0	0	0	0	0	0	0	0	0.00122091263219256	0	0.0493443849277335	0	0	0	0	0.79430374204718	0	0	0.00224918126299409	0	0	0	0.00242931591364545	0	0
SRR20002443	0.00208700211632363	0.00913279025283772	0	0.00103487708247453	0.00259409188673615	0	0.0267929676652656	0	0.00100210597486284	0	0.0121977512120998	0.0169150659130462	0.300262686299435	0.00179033735268094	0.109352011714809	0.000482942638488114	0	0	0.00112456642962232	0	0.000567457600223533	0.00523820283245858	0.00199213838376347	0.00288730706010394	0	0	0.00654214795637648	0.000743386704244203	0	0	0.00122977893300723	0	0	0.00120218221080791	0	0.0282831906640289	0	0	0.00176274063048161	0.00185242997762941	0.354447125542664	0	0.00105729941926148	0.000513988950962349	0.104889966694206	0	0.00202145990110025	0	0	0
SRR20002446	0.000949064651434437	0.00781374440295206	0.000710139284639754	0.00106852733483178	0.0607976567615879	0	0.0204568783958374	0	0	0.00148000991097818	0.00627842769410474	0.0122316514167389	0.0379316142505708	0.00167026529564802	0.0880218749446932	0	0	0	0	0	0	0.00418561846273649	0	0	0	0.00140921720970568	0.00192910110967559	0	0	0	0.00798630161230377	0	0	0.00144240128842716	0.000862786046758579	0.0153907757110242	0.00105746597525795	0	0	0	0.25575633152222	0	0	0	0.120305558996867	0.000725625188043113	0.348523529724085	0	0.0010154328088774	0
SRR20002448	0.00486418744472514	0.0136526418903109	0	0.00183621588822482	0.00268095451498915	0	0.0456595108447783	0	0.00121555112255056	0	0.00904028966999671	0.0159568350459451	0.00364863632217459	0.00342852837013036	0.0596353743223253	0	0	0	0.00356733518673483	0.0785210331986246	0.000820943172489282	0.00985726693344015	0	0.000662306810655604	0.00267103974237455	0	0.00241722156344066	0	0	0	0.00467778971957057	0	0	0.00355742041412022	0	0.0406763461286779	0	0	0	0	0.570422646927015	0.00903632376095087	0.000620664765674264	0	0.00662505106107897	0	0.0915311978235091	0.0127166873554922	0	0
SRR20002450	0	0	0	0	0.0024228883150045	0	0.000947876466548666	0	0	0	0	0.0379634197061583	0	0	0.000771358655176083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000645619940225749	0	0	0	0.00672702124984283	0.0136644130420064	0	0	0	0.936857402625037	0	0	0	0	0
SRR20002455	0.00484375922972414	0.0206580424124284	0	0.00232027881150688	0.00103491050859472	0	0.0577399728276921	0	0.00260617874652962	0	0.014200484375923	0.0201122334455668	0	0.00378522062732589	0.0716143895091264	0.00229192509894264	0	0	0.002334455667789	0	0.00105381298363755	0.0108689231496249	0	0	0	0	0.00232264162088723	0.00116250221513379	0	0	0	0.00076555023923445	0	0.00186661941047906	0	0.0577848662059188	0	0	0	0	0.709882450233327	0	0.00354893968929057	0.000947486561521649	0.00240770275857995	0	0.00108216669620178	0.00276448697501329	0	0
