feature	Acidovorax	Acinetobacter	Actinomyces	Agrobacterium	Alcaligenes	Anoxybacillus	Aquabacterium	Azospirillum	Bacillus	Brevundimonas	Burkholderia	Clostridioides	Corynebacterium	Cupriavidus	Cutibacterium	Dermacoccus	Effusibacillus	Enhydrobacter	Escherichia	Haemophilus	Halomonas	Herbaspirillum	Hydrogenophilus	Klebsiella	Kocuria	Lactobacillus	Lawsonella	Limosilactobacillus	Meiothermus	Microbacterium	Micrococcus	Moraxella	Mycobacteroides	Mycolicibacterium	Neisseria	Paraburkholderia	Paracoccus	Phocaeicola	Prevotella	Propionibacterium	Pseudomonas	Rothia	Salmonella	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus	Streptomyces	Tepidimonas	Thermoflavifilum
SRR20002340	0.0708932829235516	0.167053396299974	0	0.0546083338044708	0.0964669608205998	0	0.238344860347945	0.0991558064568054	0	0	0.101061066741407	0.143074796446268	0.0675801219041302	0.0632741288456042	0.218343151204527	0	0	0	0.102995440840874	0	0	0.0983567725623818	0	0	0	0	0	0	0	0	0.0597606740952658	0.057754680721378	0	0.0867113498540367	0	0.187456113510025	0.0512700737953188	0	0	0	1.01742944428067	0	0	0	0	0	0.0589886347593113	0.0657120777022315	0	0
SRR20002343	0.0674392357841929	0.139965851881769	0	0.0398867598434844	0	0.118522629361072	0.200053383617415	0.0522198966374589	0	0	0.0738228325549068	0.246422753807613	0.0735612856390486	0.04759462442321	0.214186461640852	0.0288515884993065	0.0666250694639714	0.0415857812910192	0	0	0.030471161505584	0.0795225021952077	0.0546680286591936	0	0	0	0	0	0.30281307712974	0.0281094645636003	0.0276500106058474	0	0	0.0436608565994242	0	0.16903554464363	0	0	0	0.0320089887986366	0.793482215305581	0	0	0	0.368723743656293	0	0.0587735933654885	0.103261341022796	0.028606350802661	0.0929093342643205
SRR20002345	0.0563022027886842	0.122327828119653	0	0.0367530814936571	0.336997926625263	0.067647691755462	0.178947159917439	0.103873548494699	0	0.0343567729647511	0.078660996200214	0.219910273748679	0.0400060179743764	0.0458797067860451	0.474728338384902	0	0.0563374289332355	0.0489328428616274	0	0	0.0335249455088016	0.0740942120796565	0.0419881184438098	0	0.0235252776921838	0	0.133165857204914	0	0.23088427412084	0.0374341908454417	0.0513647719238564	0.0764829573896872	0	0.0437565745852476	0	0.160395772755845	0	0	0	0	0.704569756237207	0	0	0	0.0596559993098518	0	0.045630567692023	0.0761704931989645	0.0321370277021384	0.0540919110246601
SRR20002351	0.0591967582401446	0.128061078979947	0.101600483659365	0.0411797885818607	0.124357418460489	0	0.202150081666925	0	0.042065994036757	0	0.08995858158954	0.14710362506675	0.116370036682866	0.0502682835013076	0.41259112458253	0.0345405749436445	0	0	0.0618308561894109	0.0429113367056497	0.0308928003624026	0.0882520920828214	0	0.0227561484940036	0	0.0298059308834667	0.0900127473632008	0.0402017663567382	0	0	0.0297407619934274	0	0	0.0608483802994759	0.125424297223287	0.194771250810878	0.0285762872235804	0	0	0.0356193801509156	0.775938427853681	0.115136113796974	0.0741081800426498	0.0669786517606313	0.103419744327618	0	0.269176248084447	0.151792392306098	0	0
SRR20002352	0.0198239769098238	0.0584328664693827	0	0.0183842649382995	0	0	0.0926277007689519	0	0	0	0.0430239658745192	0.15246565790318	0	0.0226050191588962	0.110604205810393	0.0156432064957863	0	0	0.017150364360649	0	0	0.040165538846884	0	0	0	0	0.0285305845044189	0	0	0	0.0199042468331944	0	0	0.0159710080920614	0	0.0885357699992297	0	0	0	0	0.325149281108939	0	0.0186853486131856	0	1.13859660422464	0	0.096888250103238	0.044222233280128	0	0
SRR20002353	0.073569812239217	0.164065352111094	0	0.0513275478246479	0.0964829866627213	0	0.262109619565531	0.0417043919060139	0	0	0	0.103224489264517	0	0.0638314223374541	0.198214474823769	0.0453362839327494	0	0	0	0	0.0335933335201042	0.109459493868239	0	0	0.0399205377698116	0	0	0	0.0221275249143591	0	0.0351428414821943	0	0	0.0434560620163385	0	0.229255455096868	0	0	0	0	1.05312577799852	0	0	0	0	0.08123151721508	0	0	0	0
SRR20002355	0.0567555605841345	0.0994885993293384	0	0.0489646598509673	0.0745178508221294	0	0.23175745003845	0	0	0	0.0937340784770023	0.278273138068824	0	0.0585988351021806	0.30574023537171	0	0	0	0	0	0	0.0956592436885312	0	0	0.0426864512964134	0	0.0411020529898292	0	0	0	0.0542825151319021	0	0	0.0390030781375915	0	0.209461273462132	0	0	0	0	0.977748537012485	0	0	0	0	0	0	0	0	0
SRR20002356	0	0.025154565722072	0.061993435489171	0	0	0.0332256358503313	0.0493846200428828	0	0	0	0.021038410677983	0.122928015247292	0.0270571117781166	0	0.103311613660028	0	0	0	0.041950952700246	0	0	0.0223465802464065	0	0.0671904211556726	0	0	0	0	0.112276292366606	0	0	0	0	0	0	0.049269410875215	0	0	0	0	1.3025231535014	0	0	0	0	0	0.107819388607387	0.0321398654727395	0	0.0323599299891412
SRR20002360	0.0611922830575873	0.101571640995206	0.0354926599974215	0.0340427914645989	0.036282800374631	0	0.196560926772972	0.0650428986832546	0	0	0	0.443162684153299	0.0519944164847026	0.0475601623343722	0.259743854680605	0	0	0	0	0	0	0.0774563392391341	0	0	0.038556355405102	0	0.0329135709305102	0	0	0	0.0808901162994538	0	0	0.0650914162915791	0	0.190031677175233	0	0	0	0	0.907092085518309	0	0	0	0.038719466467372	0	0	0.0901032907109053	0	0
SRR20002363	0.0210494757890562	0.0435233652423356	0	0.0169881476909361	0.0153394787697737	0	0.0867954174386337	0	0	0	0.045895143832659	0.142798363667284	0	0.025281287821844	0.0572981360976289	0	0	0	0	0	0	0.0385256374536653	0	0	0	0	0.0150120946728249	0	0.00966866801842882	0	0	0.0133224417972836	0	0.0389863632687717	0	0.0780989379941363	0	0	0	0	0.300838781823094	0	0	0	1.16925633925667	0	0.137213173497094	0	0	0
