#Classification	GQ48_bracken_O.kreport
k__Bacteria	23456540
k__Bacteria|p__Firmicutes	10196296
k__Bacteria|p__Firmicutes|c__Clostridia	8264502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	8262283
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	1825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	319
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	53
k__Bacteria|p__Firmicutes|c__Clostridia|o__Koleobacterales	17
k__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales	3
k__Bacteria|p__Firmicutes|c__Negativicutes	1326926
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	1285590
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	38741
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2594
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	342771
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	342771
k__Bacteria|p__Firmicutes|c__Bacilli	254174
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	103901
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	150272
k__Bacteria|p__Firmicutes|c__Tissierellia	7857
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	7857
k__Bacteria|p__Firmicutes|c__Limnochordia	65
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	65
k__Bacteria|p__Actinobacteria	1903417
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1488885
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	1469724
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	11370
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	3209
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2551
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	805
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	711
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	152
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	151
