name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Burkholderia contaminans	126608	S	1	139	140	0.02770
Aquabacterium parvum	126468	S	14	198	212	0.04195
Paraburkholderia phytofirmans	128028	S	5	45	50	0.00989
Hylemonella sp019746735	127249	S	2	24	26	0.00514
Hylemonella sp019745555	127248	S	1	18	19	0.00376
Tepidimonas aquatica	129256	S	1	21	22	0.00435
Polynucleobacter sp903944725	128462	S	1	0	1	0.00020
Stutzerimonas stutzeri_AO	139038	S	28	440	468	0.09260
Stutzerimonas stutzeri	139027	S	6	136	142	0.02810
Stutzerimonas stutzeri_G	139046	S	2	23	25	0.00495
Pseudomonas aeruginosa	138123	S	19	429	448	0.08864
Pseudomonas paraeruginosa	138137	S	3	41	44	0.00871
Pseudomonas_E alcaligenes	138170	S	2	35	37	0.00732
Pseudomonas_E palmensis	138476	S	1	5	6	0.00119
Thiopseudomonas sp012719655	139069	S	1	2	3	0.00059
Acinetobacter ihumii	137101	S	2	14	16	0.00317
Acinetobacter bereziniae	137066	S	1	20	21	0.00416
CU05-9 sp943913335	140813	S	1	4	5	0.00099
Haematobacter massiliensis	121344	S	2	3	5	0.00099
Paracoccus sp947496875	121915	S	1	5	6	0.00119
Endobacter medicaginis	113784	S	1	1	2	0.00040
Staphylococcus warneri	57142	S	117	1897	2014	0.39850
Staphylococcus hominis	57097	S	5	54	59	0.01167
Staphylococcus capitis	57076	S	2	25	27	0.00534
Streptococcus sp000187445	56205	S	4	42	46	0.00910
Cutibacterium acnes	48418	S	61	1035	1096	0.21686
Cutibacterium namnetense	48422	S	4	5	9	0.00178
Desertihabitans aurantiacus	48427	S	2	4	6	0.00119
Lawsonella clevelandensis_A	46365	S	13	17	30	0.00594
Mycobacterium gordonae	46461	S	1	9	10	0.00198
Corynebacterium sp027886475	46180	S	2	1	3	0.00059
Corynebacterium jeddahense	46069	S	1	1	2	0.00040
Gordonia sputi	46350	S	2	0	2	0.00040
UBA3913 sp002391425	44759	S	4	3	7	0.00139
Microbacterium lacticum	44190	S	2	16	18	0.00356
Microbacterium sp947488465	44447	S	1	2	3	0.00059
Actinomyces dentalis	42428	S	1	0	1	0.00020
SXXK01 sp005791255	113033	S	1	0	1	0.00020
Cuspidothrix issatschenkoi	96758	S	1	2	3	0.00059
