feature	Acidaminococcaceae	Actinomycetaceae	Aeromonadaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteroidaceae	Bacteroidales.unclassified	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Chromatiaceae	Clostridia.unclassified	Clostridiaceae	Clostridiales.unclassified	Coprobacillaceae	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII.Incertae.Sedis	Eubacteriales.unclassified	FGB1011	FGB10477	FGB1126	FGB12107	FGB1226	FGB1227	FGB1249	FGB1292	FGB1311	FGB1354	FGB1359	FGB1473	FGB14936	FGB1507	FGB15209	FGB28775	FGB2881	FGB2898	FGB2918	FGB2949	FGB2954	FGB2960	FGB2982	FGB3004	FGB3009	FGB3047	FGB3048	FGB3068	FGB3069	FGB3070	FGB38642	FGB40183	FGB45503	FGB4806	FGB4881	FGB540	FGB618	FGB6261	FGB72924	FGB72926	FGB75721	FGB76046	FGB76101	FGB76388	FGB76465	FGB76763	FGB76783	FGB8822	FGB9119	FGB9581	FGB9718	FGB9989	Firmicutes.unclassified	Flavobacteriaceae	Fusobacteriaceae	Helicobacteraceae	Lachnospiraceae	Lactobacillaceae	Methylobacteriaceae	Micrococcaceae	Muribaculaceae	Nanogingivalaceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Ruminococcaceae	Saccharibacteria.unclassified	Sacchiramonaceae	Sanguibacteraceae	Selenomonadaceae	Sphingobacteriaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Turicibacteraceae	Veillonellaceae
NS10	0.0177697359755074	0	0	0	0	0	0.0646812640016926	0	0.0113230618453432	0.298140797333295	0	0	0	0	0	0	0.0697847485876498	0.210477305405974	0	0	0.383858014914175	0	0.0046803055227462	0.0309489097170841	0.00670731075260798	0	0.0626757711219236	0.195963554935713	0.0238349483847258	0.146899632680785	0	0	0	0.100017551451364	0	0	0	0.00408470542061251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105313528558618	0	0	0	0.244337212076853	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408012100945938	0	0	0.00585585908576675	0	0.0837704276217585	0	0	0	0.704907338392086	0	0	0	0	0	0	0.220543391482572	0	0	0.0201511044271012	0	0	0.0721263638085289	0	0.0175625520246266	0.0434162582560926	0	0	0	0	0	0	0.00370355777360101	0.0178989023711106	0	0.0111980616129911	0	0	0.306879914446252
NS11	0.118739866031454	0	0	0.0493164450293411	0	0	0.460827850502402	0	0	0.189054496190864	0	0	0	0	0.0126719992377264	0.0106554469157039	0.0381535152150933	0.167737572556968	0.0115125758656909	0	0.150448583807536	0	0.0963089553130321	0.0107058635347913	0.0217233258503087	0.0365372076497587	0.137355383069347	0.0642274889136472	0.033565615203148	0.111412992330819	0.0107291907326201	0	0	0	0.013379239292196	0.0180571816934749	0	0	0	0.260015064174604	0.0173831262607697	0.0292499300338071	0	0	0	0	0.00835964426679087	0	0	0	0	0	0	0	0.00099998162871143	0.00352458051000302	0	0	0	0.031856617889697	0	0	0	0.00726946527665906	0	0	0	0	0	0	0	0	0	0	0	0.00270322754693915	0.129108444772602	0	0	0.00703281736505212	0.00335117813378631	0	0.0216470385775501	0.038339729417638	0	0	0.256473011599448	0.054564685166976	0	0	0	0	0.0842813633533128	0.267162749438103	0	0.0104366179015193	0.0126795853971479	0	0	0.573814872674818	0	0.133614193757342	0.144670553045098	0	0	0	0.00892700789424589	0	0	0.00600312904180183	0.0259587584033141	0.0646363097024489	0.204321973947232	0	0	0.199896557359989
NS13	0	0.010673231282079	0	0	0	0	0.308235051371601	0	0	0.00570452928228226	0	0	0	0	0	0	0	0.146201323289157	0.0115333837968791	0	0	0	0	0.0684335673325142	0.00681465128493826	0	0.268136824992505	0.0816776946183661	0.0506801784223253	0.181483147953203	0	0	0	0	0.00350752231714278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437031179546978	0	0	0.0136268325034364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943204900786254	0	0	0	0	0.00319597907136649	0	0.283485951594985	0	0.0228573950102338	0.02923865440396	0	0	0.0178284170008127	0	0.114787649163689	0.12598452197707	0	0	0	0	0	0.0378488990060575	0	0.0582173666307369	0	0	0.021179769848124	0.0147985060585962	0
NS21	0	0.00266431349092644	0	0	0	0.00376791273109984	0.5179008700017	0	0	0.0503580916979868	0	0	0	0	0	0.00330398193716046	0.0345640336537968	0.301402961531232	0	0.0307854991597262	0.130859119394893	0.00980924265101951	0.0312292173585091	0.0329693631904618	0.0269906286741224	0	0.0605123245356451	0.0653308618764842	0	0.160249476825132	0	0	0	0	0	0	0	0.00402436551258586	0	0	0	0	0.0987083765222218	0	0	0	0	0	0	0	0	0	0	0	0	0.0215160085020706	0	0	0	0	0	0	0	0.00460503215306153	0	0	0	0	0.0364116393193694	0	0	0.013365537180188	0	0	0	0	0.0757620681001056	0	0	0.0442921501527088	0	0	0	0	0	0	0.587172163312524	0	0	0	0	0	0.0717015712343567	0.510884154779751	0.00757732394136628	0	0.0509089140684878	0	0	0.0168761412505798	0	0.00462764572617445	0.0550603094044106	0	0	0	0	0	0	0	0.061562107182296	0	0.0802210406697612	0	0	0.149108005975942
NS25	0.173846077362137	0	0	0	0	0	0.548252579399759	0	0	0.0750845755658038	0	0	0	0	0	0.0453366045486108	0.207033924517517	0.362592502930221	0.0250806055926531	0	0.124882778158904	0	0.0609909220379816	0.019881015029021	0	0	0.0886864406849467	0	0.0257593797189528	0.235905817382126	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0433159968978726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281172341085128	0	0	0	0	0	0	0	0.0185592005329454	0	0	0	0	0	0.00331526554194634	0	0.00312908708688031	0	0	0	0	0	0	0.350960732912042	0	0	0	0	0	0.0254053881695125	0.563884339747757	0	0	0.0334140673769005	0	0	0.0132209707431371	0	0.110128862516381	0.0858673974725497	0	0	0	0	0	0	0	0.048573234978637	0.0248923151623934	0.0938157031615819	0	0.00737554521150606	0.00357640697314029
NS27	0	0	0	0.0834869097472779	0.0335704549348458	0	0.340380926938319	0	0	0.437810424644217	0	0	0	0	0	0	0.0744605191215316	0.143029110413863	0	0	0.345227772203375	0	0.020330543203126	0.0207042490475774	0.00230268002934488	0.0195735219992377	0.17641051689187	0.162523545148696	0.0139521247368159	0.0916790003943147	0	0	0	0	0.0124670637633927	0.0055233953106601	0	0.0248503661917251	0	0	0.00870467593095511	0	0.127252757785261	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00686624603597	0.0234554805400642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152433517243245	0	0	0	0.513856951767894	0.0481618368177248	0	0	0	0	0	0.433587548637294	0.0144247388354647	0	0.058772563577342	0	0	0.0480450391323645	0.00631835947422381	0.0877600348068259	0.0613902990724228	0	0	0.0190158022760375	0.0135440376622351	0	0	0	0.137914143222161	0.00519724613682764	0.086238189685797	0	0	0.104932858827865
NS28	0.0601301586262393	0	0.0127535432313787	0.181771354878024	0.0302514237983614	0	0.155941289398702	0	0.107093033792478	0.119317478013823	0	0	0.0270576398116862	0	0.00259050962217396	0.00715469497581803	0.0197207586407218	0.279487146696076	0.00624838876955414	0	0.11030834964512	0.00421797702349554	0.102382527717798	0.02271867845832	0.0107672446153433	0	0.0634980884210573	0.161085882846211	0.00805268487093617	0.0664829336146261	0	0.0121176240018264	0.00225789257667859	0.00894631967206757	0.0144148105636493	0	0	0	0	0.089874960904839	0.0504252918995296	0.0161494448985981	0	0.0262065647334482	0.0105894157433012	0	0.0171464336467829	0	0	0.00793718495444197	0.0312726362769911	0.0116290588534357	0.131310351122647	0	0	0.00369534942897654	0.00596295733564775	0.0504908701960983	0.0202152315763962	0	0.0521400963614045	0	0.002811980050008	0.00624838876955414	0	0	0.00255003033062723	0	0.00525827753440055	0.051616724546309	0.0238506774295754	0	0	0	0.0199854784878925	0	0.0200342372799661	0	0.0426223308343785	0.00273698020957978	0.0117215222004932	0.0306471747023092	0.0270696592861242	0.0135496783904925	0.00538052369978846	0.0267412930780119	0.267415271590347	0.295787134121791	0	0	0.0256900978024664	0	0.0796988043388849	0.349126328978085	0.0066672865369757	0.00343639953999	0.0130937165921124	0	0.012710637405916	0.688742154782617	0.0291110873035346	0.117117712901174	0.0203326541599377	0	0	0	0.0410100378404868	0.00587285298887804	0.0440614331356036	0	0.0352652558080917	0.0554138741415522	0.0829912933508917	0.00539982627622986	0	0.142367236526331
NS29	0	0.00957805880604647	0	0	0	0	0.163896898910962	0.0738813272651002	0	0.446436218528783	0	0	0	0	0.0186310775495975	0	0.0468113368841517	0.183434897000659	0.0218334746125131	0.0403831196718255	0.147883008267622	0	0.0178099686834064	0.0848865557361966	0	0	0.209980206614696	0.0754910058413324	0.102196488386716	0.170704080663057	0.0301960144306175	0	0.0317170481195986	0	0	0.0264167917346943	0	0.00374096809398799	0	0.0223566271817101	0	0	0.00563999704292941	0	0	0	0	0	0	0	0	0	0	0	0.0399491228411438	0.00374096809398799	0	0.0396536475608785	0	0	0	0	0	0	0	0	0	0.0644621157423551	0	0	0	0.0105888099886217	0	0	0	0	0	0	0	0.00576384543548861	0	0	0.00404996606167097	0	0	0.00627829593860986	0.523383037941682	0.00583029040109035	0	0	0.00994149606282868	0	0	0.539329999930196	0	0.0141268269604899	0.142168077680851	0	0	0.01484809876946	0	0.224389139324637	0.079996842411069	0.0043811863704748	0	0	0	0	0	0	0.0800055055687854	0	0	0	0.00360552240916427	0.13716796070568
NS30	0	0.0110315299409337	0	0	0	0	0.122493690237031	0	0	0.291713317922748	0	0	0	0	0	0	0.00541629030259165	0.179767292441288	0	0	0.174593228785341	0	0	0.0395686669686374	0.063754649346025	0	0.0721458325760105	0.14161957648931	0	0.0925853463626296	0	0	0	0	0	0	0	0	0	0.0222014256586469	0	0	0.0127391169134005	0.00789418809782308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00845170522359483	0	0	0	0.0528047900871993	0	0	0	0	0	0	0	0	0.00790528035063361	0	0	0	0	0	0.147308011742793	0	0	0	0.958844154249545	0.00505478507855462	0	0	0	0.0205830174474165	0	0.283336374989654	0	0	0.0734972779977471	0	0	0.0298666015598887	0	0.0276611092069326	0.0145418295666404	0.0271841384506502	0	0	0	0	0	0	0.0510721224410395	0.112543822996303	0.00496382574501322	0.00492483726100805	0	0.0611658372613749
NS32	0.0365119332824229	0.00331660927580843	0.00774083615110639	0.0528782740078703	0	0	0.218529513221705	0	0.0289727804156591	0.116535731309454	0	0	0.025670535898155	0	0.019325613314721	0.0153292723839451	0.0463790066051375	0.16548850152865	0.00695651649100954	0.0308553606529498	0.0984730622099069	0	0.0559183835897054	0.011047972195373	0.013071974495135	0.0284739256976629	0.0238140588141881	0.133266829253387	0.0162248731284251	0.0815193660204741	0.00310876856994994	0.0307663363617675	0	0	0.0278319604166112	0.00429947626857696	0	0.0138754250446258	0.0158478747921742	0.16295381895319	0.0108974287373394	0	0.00300530505231152	0.0166862566364006	0.00885476024350826	0	0	0.0105233390560483	0.0242992502557161	0	0.0195848922974178	0.00808069895116836	0.0279341044093731	0.00378198311860773	0	0.011265339286012	0.00419605800793289	0.0293346202543093	0.0346677882198426	0	0.0302179654566353	0	0.0164036987649115	0.386236324694814	0.0265081003458136	0	0	0	0	0.0657523534419301	0.0193927972449869	0	0	0	0.0406094531995271	0.0104074780454799	0.0914687935273405	0	0.140776784955775	0.00709656339115833	0.0109521194653231	0.0289648905790452	0.11202491818874	0	0	0	0.415471919345804	0.211972843160374	0.01460599452154	0	0	0.00541709819251593	0.0604449202190732	0.466900590794419	0	0	0.0250311883549865	0	0.00805456128489291	0.347920090011556	0.0516004421499188	0.078889363391967	0.0604568670405808	0	0	0	0.0407853751129953	0.00336395440695109	0.0405795531586956	0.00294625580344885	0.0280596957541268	0.0247458406050655	0.0518950299979786	0.00657471649607054	0.0106791565108477	0.301624825953833
NS34	0.129147051203968	0.0862570509481575	0.00483325175908944	0.103234324333408	0.0105368995012141	0	0.71837384408701	0.00914816997865955	0	0.170591901896952	0	0	0.0328295815653326	0	0.0119203087676731	0.00968990769162655	0.031229065292706	0.302421655056599	0.0270412216560986	0.082428679714356	0.144619867777274	0	0	0.0632929377736114	0.0944646480418915	0.00792639888892982	0.0479911586478532	0.0317545183931069	0.0239897382965359	0.141848341453099	0.0209471718416761	0	0.0133077689150366	0	0	0.0871279339198656	0	0	0	0	0	0	0	0.033045615661153	0	0	0	0	0	0	0	0	0	0.00230819428159328	0.0122392507520352	0.00267039458861378	0	0.0158002030763283	0	0	0	0.0225530617241425	0	0.130031830275349	0	0	0.0813518895049216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263212583649996	0	0.0594719928883768	0	0.375417494366901	0	0.00653487446975757	0	0.0138673418012221	0	0.0854978797841231	0.266346479279359	0	0.114206144491161	0.0816735813168214	0	0.0781625686493052	0.0391195209952642	0	0.153413158817472	0.0828046643913332	0	0	0	0	0	0	0.0107066801693383	0.0272444018532185	0.015688254277898	0.182822717679696	0.0521853704969802	0.0507240367282201	0.0325069426627725
