feature	Acidaminococcaceae	Actinomycetaceae	Aeromonadaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteroidaceae	Bacteroidales.unclassified	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Chromatiaceae	Clostridia.unclassified	Clostridiaceae	Clostridiales.unclassified	Coprobacillaceae	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII.Incertae.Sedis	Eubacteriales.unclassified	FGB1011	FGB10477	FGB1126	FGB12107	FGB1226	FGB1227	FGB1249	FGB1292	FGB1311	FGB1354	FGB1359	FGB1473	FGB14936	FGB1507	FGB15209	FGB28775	FGB2881	FGB2898	FGB2918	FGB2949	FGB2954	FGB2960	FGB2982	FGB3004	FGB3009	FGB3047	FGB3048	FGB3068	FGB3069	FGB3070	FGB38642	FGB40183	FGB45503	FGB4806	FGB4881	FGB540	FGB618	FGB6261	FGB72924	FGB72926	FGB75721	FGB76046	FGB76101	FGB76388	FGB76465	FGB76763	FGB76783	FGB8822	FGB9119	FGB9581	FGB9718	FGB9989	Firmicutes.unclassified	Flavobacteriaceae	Fusobacteriaceae	Helicobacteraceae	Lachnospiraceae	Lactobacillaceae	Methylobacteriaceae	Micrococcaceae	Muribaculaceae	Nanogingivalaceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Ruminococcaceae	Saccharibacteria.unclassified	Sacchiramonaceae	Sanguibacteraceae	Selenomonadaceae	Sphingobacteriaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Turicibacteraceae	Veillonellaceae
NS36	0.137085356298614	0	0	0.418492517324988	0	0	0.328891380836068	0	0.109832455862203	0.141270270695013	0	0	0	0	0.044014353691464	0	0.0360526646341051	0.151649005508036	0.020326559126852	0.0303288513733966	0.22984528959672	0	0.0743594537419719	0.0364716560717389	0.00338322201993646	0.00588868395210689	0.0919352537309635	0.0181137721800514	0.027395795834622	0.186463444155422	0.0411670291403615	0	0.028755258666934	0	0	0.0386789753179373	0	0	0	0	0	0	0	0.0180868126621104	0	0.0105736053000206	0	0	0.0136313749409653	0	0	0	0	0	0.0130100891715036	0	0	0	0	0.0218443091207323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110546115743539	0.00479244485305236	0	0	0.00810407643979755	0	0	0	0	0	0.292878933213385	0.0111101678948128	0	0	0	0	0.0699766452961632	0.465158666726793	0.0131820460302759	0.0146966397488083	0.0582793424799066	0	0.0272783629051404	0.00931292276287977	0	0.412261757790628	0.242057245874192	0	0.00604280825506868	0	0	0	0	0.0115035128791435	0.0256503654654641	0.0236458567429234	0.134672947452534	0.00968239405022361	0.0257701108150027	0.00635756088268227
NS38	0	0	0.0319150030074032	0.334910585618461	0	0	0.395661919608078	0	0.086206631645691	0.434421646637155	0	0	0	0	0.0169677115597527	0	0.0834619330140406	0.156073581713023	0.0145699375076876	0.0725329440166044	0.173696920811261	0	0.0487998863178967	0.0554446808744322	0.024527562204661	0.0886568916886022	0.0599946205581854	0.127342355535737	0.0382197468018207	0.0950364435663918	0.0119099040606871	0.0484258911853981	0.00589735411654637	0	0.00886917469231438	0.0588516708338667	0.00153101253771277	0	0.014948564290602	0.271057665290147	0.0356730602861376	0	0	0.0283575771478755	0.0441402747490212	0	0.00927185046900401	0.0313563444584869	0.0220230185141375	0	0.00435547319051332	0	0.0590731426349617	0.00460490510876359	0	0	0	0.0491954686501552	0.0392230949954858	0.0299414864163916	0.140908096436974	0	0.0187200778249466	0	0.0199236359672688	0	0	0	0	0.0550238930264465	0.00965493050893195	0	0.0134167063252927	0	0	0.0503761028014715	0.0103366573309929	0	0	0.00836627099787124	0	0	0.0388428467527773	0	0	0	0.323181942195061	0.148196159741177	0	0	0	0	0.0644775874068081	0.35865758271802	0.00847953333885955	0	0.0418841408772936	0	0	0	0	0.189309702677286	0.127294313192755	0	0	0.0379705234733134	0.0332633100260203	0	0	0.00512589576683071	0.0207376208135299	0.0163924251393102	0.110255398297726	0	0	0.0915157207878933
NS39	0.0544375779870591	0	0	0.0492382416244538	0	0	0.250418241181874	0	0.0670311673643117	0.253371081328738	0	0	0	0	0.0194536082174061	0	0.016855327723706	0.132122106763175	0	0.0116015177249728	0.0933732196992457	0.106083179166804	0.0694700153198685	0.224223948235066	0.00320569032476944	0	0.110717971489583	0.107762984042439	0.0222911460770003	0.191082088039247	0.0188978312534343	0	0	0.0149302114163665	0.0295302559035661	0	0.00234450363648071	0	0.0555634352092527	0.00879510809570411	0	0	0.116696053292841	0.00988880461383974	0	0	0	0	0	0	0.0107310779795561	0.0191699401481848	0	0.00374440930848365	0.0060993997914169	0	0	0.054493633749753	0.0568681228200248	0	0.0263608500076553	0	0.0117142777047235	0	0	0.00797068987638877	0	0	0	0.0407607319389363	0	0	0	0.0177026477759454	0.0232757493183292	0	0.0804477474239023	0	0.195614508507187	0.0132988857900505	0	0	0.111129800132417	0	0	0	0.35310144229195	0.166733570763401	0	0	0	0	0.0569698112043662	0.582510931637782	0.0228925583543098	0.0192228637000028	0.0313190337080341	0	0	0.140870404788721	0.013481845948777	0.234065139651589	0.209758409896795	0.00739520464836325	0	0	0.0995143425869828	0	0	0	0.0428911437589145	0.0214735993879086	0.0594376344487034	0	0.00227553238442145	0.202395158712705
NS4	0	0	0	0	0	0	0.459130088411476	0	0	0.242748547259252	0	0	0	0	0	0.00467907407622131	0.0115026198537054	0.174876142694012	0.00124818689517043	0	0.0692846308894101	0	0.110987368006954	0.0116724692912053	0.0615899778566639	0	0.0344312266498947	0.0473371282351276	0	0.114632413867522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105117516160044	0	0	0	0	0	0	0	0.00366712406169293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292858583606491	0	0	0	0.695116773060811	0	0	0	0	0	0.0303250224721069	0.472744015272119	0.0421039886088642	0.00717606319482537	0.0105914122825134	0	0	0.0148412900520936	0	0.0777675883993545	0.0665386515127362	0	0	0	0	0	0	0	0.0521376200544948	0.187802946577595	0.0426194936951312	0	0.00558208903234471	0.0803156901355765
NS40	0.0345159020013047	0.00127102135569106	0.0112180119118898	0	0.0801789604830901	0	0.148185525773245	0	0.0653692769403672	0.258305698454066	0	0	0	0	0.0194608676123521	0.0299756680086071	0.0433831509101642	0.146374801773636	0.0238588317705041	0	0.217726212559441	0	0.0320775521021505	0.0511608072958659	0.00764846676086508	0	0.0760603682780219	0.0538488153196249	0.0437255410184181	0.119631055930126	0.0344620333431422	0	0	0	0.00660661231522672	0	0	0	0	0.459819044452109	0	0.0698084040092686	0.0043771359701544	0	0	0	0	0	0	0	0	0	0	0	0	0.0182257170642586	0.00745517981197683	0.0330199400185813	0	0	0	0	0	0	0	0	0.00200613320522363	0	0	0	0	0	0	0	0.0273779095184178	0	0.00279685795390391	0	0	0.0186660230786559	0.0168257744092425	0.0498228766060056	0.113919595532229	0.0690481024607658	0	0	0.453915474345888	0.11133132552602	0	0	0	0	0.0181399684243393	0.445437800140007	0	0.0144776996871851	0.0160656317580171	0	0.0142268735011304	0.121960861531222	0	0.289109986706569	0.259048427862751	0.00683849698742114	0	0	0.0818904332177615	0	0.00595213638243611	0.0104202763867835	0.0372491750877758	0.0259491584341158	0.0767103581077793	0.00865831869598559	0	0.0827357634041871
NS41	0.0435953037813056	0	0	0.0421962722012116	0.0192237679274368	0	0.271653314302069	0	0.0979214460598839	0.079751472629607	0	0	0.00994678314908947	0	0.0151769008675473	0.0248551316280874	0.0326001859321317	0.119589217646863	0.0122273223588555	0.0366327063761179	0.102611441384883	0	0.0208410425756345	0.0151108844930246	0	0.00817930424946151	0.13332422088909	0.051338865184329	0.0175465542243548	0.0685603247701589	0.0267723145224066	0	0.0102200203021165	0	0.0267873432682306	0	0	0	0	0.12837582912842	0.0147821550575202	0.0383048990758595	0.20113420934249	0.0196360672969434	0	0	0	0	0	0.0297267591736987	0	0	0.0185990084000886	0.00319615047736632	0	0.0137683972388229	0	0.0159432148161346	0.0258357484953373	0.0134712101833516	0.00997248790639581	0	0	0	0	0	0.000840849978261105	0	0	0.0297927467145185	0.0302119004819768	0	0	0	0.0351499205031609	0	0.157765222917127	0.00249338881741809	0	0.00416347079145479	0	0	0.0952712616751872	0	0	0.00847358741196903	0.429663114582003	0.0514336850823277	0.0189985503040372	0	0	0	0.0485533431267376	0.460490281164629	0	0.0146287765540729	0.0123246468882062	0	0.00588598314062869	0.580826681350194	0	0.215824909756009	0.0546811495296522	0	0	0	0.057366161822838	0	0.0119459050518771	0.00319615047736632	0.0244963321252487	0.0760293210113268	0.129641832768883	0	0	0.0340053546590638
NS46	0.00364316539970971	0.00135124416635148	0.00841361074987984	0.0389329266208635	0	0	0.248562995301796	0	0	0.191780439906067	0	0	0.00938243505375114	0	0.043043888939364	0.00867660581892605	0.08806307681682	0.0845924528566418	0.0115528896128429	0.069433598450228	0.0813882645021409	0.199184309295575	0.021647560637557	0.111117463479842	0.0217906810805517	0.0207071770639053	0.0602432279966823	0.136011563681047	0.022596243946872	0.111661617402525	0.0384720389827667	0	0.0249985060711105	0	0.0382640950280059	0	0.00935995249096129	0	0.0058750461887383	0.277183534232543	0.0243860818711318	0	0	0.00929028879646674	0.0351060509454278	0	0.0162015522740266	0.0385222532797346	0	0.0213074050717581	0	0	0	0.00382190379360736	0	0	0.00680804391568207	0.0135323256212148	0.0123775794842917	0	0.0697353162177002	0	0.0365494181624006	0.169715175482744	0.0127548382002191	0	0.0277065767410234	0	0	0	0	0	0	0	0	0.0530740565369522	0.0940768796215262	0	0	0.00825987293934597	0.00351563884471775	0	0.0101154267163079	0	0.00457463736249305	0	0.546435977945213	0.0544304908013336	0	0	0	0	0.041628102114557	0.40590591275408	0	0.0139765730135956	0.0493257997940041	0	0.0213600890636274	0.0633748101826131	0.0365523026891877	0.309945177626784	0.33399633503773	0	0.00131168693436242	0	0	0.033083919083104	0.0267971239011222	0.0155478361924134	0.0185851593808842	0.0088111383168223	0.042196771155831	0.00767595236723332	0.0547781008452222	0.089000796762484
NS51	0.0207102353629923	0.0112971971165054	0	0	0	0	0.119002907927891	0.00533661460280392	0.0150315641707172	0.351671851778722	0.0058748885526684	0.0259492922187893	0	0	0.00241384556904552	0.0200759441134229	0.0080503351659155	0.224236869532976	0	0	0.212835991614059	0	0.00212570574041958	0.0339561143203058	0.0523064137264984	0	0.0322554778854759	0.107600283013365	0.0314736102920821	0.257251172300127	0	0	0	0	0	0	0	0	0	0.00739192808174906	0	0	0.0166700637341774	0.016975828924898	0	0.0140522139351462	0	0	0	0	0	0	0	0	0	0	0	0.0431653075914079	0	0	0	0	0	0.125214381229185	0	0	0.00806877851122615	0	0	0	0	0	0	0	0	0.0143815930968767	0.0243059047632417	0.031057356665196	0	0	0	0	0.0872277669589762	0	0.010753855478803	0	0.701517656605812	0.0429679907223446	0.00449941493576723	0.000895907071371919	0	0	0	0.420219888078443	0.03502359600602	0.0460688419347294	0.205665723514448	0.023493355906118	0.0514134381869542	0.0209557427596408	0	0.00975812520062171	0.14027529745619	0.00749378222534378	0	0	0	0	0.0056214706032355	0	0.079562150996981	0.0116176615482941	0.0195110846034477	0.0279426997090548	0.0112523701283878	0.0151684114838649
NS55	0	0.00524101877069941	0	0.00707656544675752	0	0	0.145447344272518	0	0	0.12334130205236	0	0	0	0	0.0049249962146833	0.00779488187207493	0.0125693925452782	0.146875419089335	0	0	0.124676015398738	0	0.0253856711171629	0.0452704548390766	0.0123160132591886	0.0280395657812566	0.257570960722608	0.158041758253672	0.0183160238192292	0.0869882252032158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223456154088659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10039745611189	0	0	0	0.905516557642456	0.00562893807702602	0	0	0	0.00190110976404119	0.0129610972109713	0.398682141667126	0	0.00286921572563715	0.0791332826450232	0	0	0	0	0.0132854996303542	0.186267907903453	0.00765713577250073	0	0	0	0	0	0.00409708554562669	0.0575474072344273	0	0	0.0063812770591077	0.0073137760891346	0.0293132125661614
NS58	0.0110412456065557	0.0353200714402907	0	0	0	0.0185518244706993	0.021897907227948	0	0	0.194335179319031	0	0.021870504619736	0	0.0181430042352897	0	0	0	0.0706474685464148	0	0.00218996590112187	0.168409212539813	0	0.026523796838289	0.0398778143764906	0.0104122057664444	0.010276266916088	0.173498752260142	0.0396855430374471	0.00658981883764923	0.266327521087849	0	0	0	0	0	0	0	0.00305098643297075	0	0.00662610900699496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477294660243082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0282325960921161	0	0.00359242287104097	0	1.06956635140805	0.00238531824833142	0	0.00301504883359395	0	0.0184569670204885	0	0.101545920575436	0.0129395267970096	0	0.120254806863862	0.0034783480204144	0	0.0553621627425532	0	0	0.00313207845502019	0.0139286912408584	0.00446131095284743	0	0	0	0	0	0.109770171594234	0.00418393284191341	0.00330150117583843	0	0.102723109234906	0.0119588091903837
