feature	Acidaminococcaceae	Actinomycetaceae	Aeromonadaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteroidaceae	Bacteroidales.unclassified	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Chromatiaceae	Clostridia.unclassified	Clostridiaceae	Clostridiales.unclassified	Coprobacillaceae	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII.Incertae.Sedis	Eubacteriales.unclassified	FGB1011	FGB10477	FGB1126	FGB12107	FGB1226	FGB1227	FGB1249	FGB1292	FGB1311	FGB1354	FGB1359	FGB1473	FGB14936	FGB1507	FGB15209	FGB28775	FGB2881	FGB2898	FGB2918	FGB2949	FGB2954	FGB2960	FGB2982	FGB3004	FGB3009	FGB3047	FGB3048	FGB3068	FGB3069	FGB3070	FGB38642	FGB40183	FGB45503	FGB4806	FGB4881	FGB540	FGB618	FGB6261	FGB72924	FGB72926	FGB75721	FGB76046	FGB76101	FGB76388	FGB76465	FGB76763	FGB76783	FGB8822	FGB9119	FGB9581	FGB9718	FGB9989	Firmicutes.unclassified	Flavobacteriaceae	Fusobacteriaceae	Helicobacteraceae	Lachnospiraceae	Lactobacillaceae	Methylobacteriaceae	Micrococcaceae	Muribaculaceae	Nanogingivalaceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Ruminococcaceae	Saccharibacteria.unclassified	Sacchiramonaceae	Sanguibacteraceae	Selenomonadaceae	Sphingobacteriaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Turicibacteraceae	Veillonellaceae
NS10	0.000315730282505671	0	0	0	0	0	0.00417783481292559	0	0.00012820625023127	0.0862852630523559	0	0	0	0	0	0	0.0048620109219442	0.0436503641031916	0	0	0.140250626073855	0	2.19050998399136e-05	0.000957529235759216	4.49873428955236e-05	0	0.00392311125707687	0.037912660989049	0.000567997191643368	0.0214247230476299	0	0	0	0.00997019831638836	0	0	0	1.66847255789996e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110499969061605	0	0	0	0.0585220332293199	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166381516517699	0	0	3.42906936746312e-05	0	0.00700108486542361	0	0	0	0.41985637931526	0	0	0	0	0	0	0.047855887371756	0	0	0.000406012049135596	0	0	0.00519319760667336	0	0.000308411522512429	0.00188378740609276	0	0	0	0	0	0	1.37162774698525e-05	0.000320336495088831	0	0.000125391342541562	0	0	0.0912558270508432
NS11	0.0140330181604036	0	0	0.00243014066709219	0	0	0.197748975768745	0	0	0.0353178059090424	0	0	0	0	0.000160570969599435	0.000113534252037732	0.00145498451518951	0.0278730050162755	0.000132533547602312	0	0.0224645132388168	0	0.00924677254274111	0.000114611135187142	0.000471828659891226	0.00133437360245566	0.0187481510300926	0.00411950110772816	0.00112622747371982	0.0123615801321828	0.000115111116649367	0	0	0	0.000178993363476831	0.000326026373483691	0	0	0	0.0660978954472611	0.00030214264363429	0.000855314441418403	0	0	0	0	6.98820243741732e-05	0	0	0	0	0	0	0	9.9996292445157e-07	1.24226163306868e-05	0	0	0	0.0010145008469686	0	0	0	5.28441945460176e-05	0	0	0	0	0	0	0	0	0	0	0	7.30742137099224e-06	0.0165765776991961	0	0	4.94597046478738e-05	1.12303528438407e-05	0	0.00046852109021804	0.00146921475680671	0	0	0.0643487295317204	0.00297435125866872	0	0	0	0	0.00708654494502588	0.0696938390438139	0	0.000108919038540263	0.000160763270161829	0	0	0.294675112815048	0	0.0177467650814793	0.0207839601639385	0	0	0	7.96893530562944e-05	0	0	3.60371253927354e-05	0.000673705790293006	0.00417203762137435	0.041169742783383	0	0	0.03942923039315
NS13	0	0.000113913540306389	0	0	0	0	0.0920378118530304	0	0	3.2541301347525e-05	0	0	0	0	0	0	0	0.0212229658962226	0.00013301304389776	0	0	0	0	0.00467584706013644	4.64387532649045e-05	0	0.0701907136694691	0.00665642381426352	0.00256628220720243	0.0325761209196787	0	0	0	0	1.230266235309e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90995035913712e-05	0	0	0.000185679070699414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.655199851244105	0	0	0	0	1.02142474474729e-05	0	0.078234414548764	0	0.000522369524664996	0.000854655321738732	0	0	0.000317818777454824	0	0.0131184351864041	0.0157883027729252	0	0	0	0	0	0.0014318552304712	0	0.00338543447554567	0	0	0.000448515579366354	0.000218979795648981	0
NS21	0	7.09854958140032e-06	0	0	0	1.41970991628006e-05	0.245081808696117	0	0	0.00253379446465841	0	0	0	0	0	1.09162569192963e-05	0.00119419675079701	0.0881259876826445	0	0.000947447588246902	0.0170265869911145	9.62181552504094e-05	0.000974947011415184	0.00108658512521006	0.000728317152219388	0	0.00365727415218861	0.00426205268102077	0	0.0254608271015226	0	0	0	0	0	0	0	1.61954303474806e-05	0	0	0	0	0.00971174042835153	0	0	0	0	0	0	0	0	0	0	0	0	0.000462867188881309	0	0	0	0	0	0	0	2.1206171228469e-05	0	0	0	0	0.00132522165966714	0	0	0.000178626947239523	0	0	0	0	0.00572891724809156	0	0	0.00196051202136389	0	0	0	0	0	0	0.306926013070398	0	0	0	0	0	0.00513231099902959	0.2390708284926	5.74147392613261e-05	0	0.00258947930528225	0	0	0.000284777106736178	0	2.14149520985102e-05	0.00302857530081744	0	0	0	0	0	0	0	0.00378510769633097	0	0.00642162234904964	0	0	0.0220689134351564
NS25	0.0299192171944491	0	0	0	0	0	0.271646013402012	0	0	0.00562710691923073	0	0	0	0	0	0.00205399986425218	0.0422541216259298	0.125811637392901	0.000628904892200465	0	0.0155148013111319	0	0.00371528232460594	0.000395202685887095	0	0	0.00784468547299544	0	0.000663398892215548	0.0546268194835138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187510241075781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90576770532029e-06	0	0	0	0	0	0	0	0.000344404379032584	0	0	0	0	0	1.09909453464209e-05	0	9.79115404154843e-06	0	0	0	0	0	0	0.118198533066591	0	0	0	0	0	0.000645294898418812	0.285661611203171	0	0	0.00111608443651287	0	0	0.000174783883306241	0	0.012079413158077	0.00735510634607329	0	0	0	0	0	0	0	0.00235750421469546	0.000619499385364054	0.00877559497650809	0	5.43976807691279e-05	1.27906323037296e-05
NS27	0	0	0	0.00695388521017613	0.00112655215025839	0	0.111453277632783	0	0	0.179739897090306	0	0	0	0	0	0	0.00553412980416666	0.0203182056437189	0	0	0.114522017985336	0	0.000413274042570915	0.000428604680632071	5.30232594596377e-06	0.000383073838269991	0.030799175019559	0.0261821554907852	0.000194649153929365	0.00838151725980098	0	0	0	0	0.00015541962645959	3.05075855151828e-05	0	0.00061741359149052	0	0	7.57694693147866e-05	0	0.0161060455967756	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71445937369387e-05	0.000550058682916067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000232341775327847	0	0	0	0.241611316915642	0.00231776962346647	0	0	0	0	0	0.176508436807456	0.000208058659401404	0	0.00345023886209934	0	0	0.00230655020914602	3.99211352018576e-05	0.00768207130675516	0.00376403665920576	0	0	0.000361557153271877	0.00018342973960892	0	0	0	0.0189000255664325	2.70111242029893e-05	0.00741860718348361	0	0	0.0109705508048508
NS28	0.00361128046877276	0	0.0001626440464944	0.032678526095877	0.000914869510210706	0	0.0241212071397953	0	0.0114251395206565	0.0141692278400413	0	0	0.000731937225068356	0	6.71072509124505e-06	5.11887867425204e-05	0.000388857907419045	0.0761002467882158	3.90418541161195e-05	0	0.0121186591451056	1.77912246605101e-05	0.0104456077523961	0.000516049557404271	0.000115929076479377	0	0.00402659111812125	0.0257249924049158	6.4844331986333e-05	0.00441347222280023	0	0.000146829624573947	5.09807022435671e-06	8.00345004099265e-05	0.000207772372204905	0	0	0	0	0.00805578329247941	0.002540555668846	0.000260781898313267	0	0.000686626825421267	0.000112131534373478	0	0.000293971375896324	0	0	6.29975820581222e-05	0.000977659007769875	0.000135228913757299	0.0171435356469555	0	0	1.36555452438126e-05	3.55564387586511e-05	0.00254716235168777	0.000408599924257242	0	0.00271612696483788	0	7.90721096022673e-06	3.90418541161195e-05	0	0	6.50264059229172e-06	0	2.76492277984244e-05	0.00266192095286054	0.000568746956764203	0	0	0	0.000399366174616188	0	0.000401316966793876	0	0.00181556326393022	7.49104196232006e-06	0.000137387790433939	0.000938955290964555	0.000732587489127585	0.00018358254920158	2.89497559168827e-05	0.000714926317278921	0.0698224935181679	0.0849681058484229	0	0	0.000659835946181025	0	0.00633846192261754	0.117016656123719	4.44520510889062e-05	1.18087953156018e-05	0.000171435616575179	0	0.000161551602874895	0.403944865931157	0.000847216037488503	0.0136539585995081	0.0004133598571708	0	0	0	0.00168088057198267	3.44900057015153e-05	0.00194015385767853	0	0.00124312280730959	0.0030675556730077	0.00687175648287256	2.91578404158361e-05	0	0.0201318631469867
NS29	0	9.1736405165485e-05	0	0	0	0	0.0266225274824038	0.00544852618307223	0	0.186411328322604	0	0	0	0	0.000347076889102306	0	0.00218970112805606	0.0332726465022045	0.000476624870644607	0.00162991004824988	0.0217104249533293	0	0.000317161448369544	0.00718843646242852	0	0	0.0434474592418169	0.00568807439572094	0.0104078129373368	0.0288579363224807	0.000911522195202744	0	0.00100563386068392	0	0	0.000697684570565774	0	1.39947769951545e-05	0	0.000499735511554037	0	0	3.18092293628396e-05	0	0	0	0	0	0	0	0	0	0	0	0.00159508359632387	1.39947769951545e-05	0	0.00157158777806595	0	0	0	0	0	0	0	0	0	0.00414961186962517	0	0	0	0.000112118706523107	0	0	0	0	0	0	0	3.32215463073048e-05	0	0	1.640213542322e-05	0	0	3.94164819955268e-05	0.249813188985982	3.39919010042857e-05	0	0	9.88300880001849e-05	0	0	0.263745117877108	0	0.000199553964630448	0.0200759569731223	0	0	0.000220449835786057	0	0.0495110815523161	0.00638585526062383	1.91946711997761e-05	0	0	0	0	0	0	0.00638723547945592	0	0	0	1.2999735511554e-05	0.0186973430466501
NS30	0	0.000121689716388307	0	0	0	0	0.0149298070793904	0	0	0.0827100678367595	0	0	0	0	0	0	2.93359137721811e-05	0.0319696619686095	0	0	0.0301743180653045	0	0	0.00156486245890124	0.00405915115604705	0	0.00519599667470232	0.0199223800461671	0	0.0085475810120722	0	0	0	0	0	0	0	0	0	0.000492822322043773	0	0	0.000162276321105374	6.23169112149796e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14296203915233e-05	0	0	0	0.00278575519526941	0	0	0	0	0	0	0	0	6.24921556222209e-05	0	0	0	0	0	0.0215431454709783	0	0	0	0.669988284210398	2.55506345757706e-05	0	0	0	0.000423600781183489	0	0.0781540987861836	0	0	0.0053921302152867	0	0	0.000891748690687698	0	0.000764941837607948	0.000211449901777262	0.000738795372047557	0	0	0	0	0	0	0.00260609462896571	0.0126127255268469	2.46393636581162e-05	2.42538259621856e-05	0	0.00373659630007885
NS32	0.00133252897320098	1.0999856755859e-05	5.99193475039603e-05	0.00279350675292804	0	0	0.0469997873126738	0	0.000839187154866316	0.0135192105293862	0	0	0.000658831676045011	0	0.000373432836702101	0.00023496818616509	0.00214947041136934	0.0271373494829505	4.83923410633157e-05	0.000951751184224195	0.0096656409036667	0	0.00312360788554076	0.00012205272368402	0.000170866784495164	0.000810545355326299	0.000567002200955364	0.0176551566695892	0.000263223409269597	0.00663069959510687	9.66441088773553e-06	0.000946268827502425	0	0	0.000774418030262328	1.84853822798141e-05	0	0.000192515064883692	0.000251134109831848	0.0263197403218481	0.00011874925232603	0	9.03183126599284e-06	0.000278405320191421	7.84047297837744e-05	0	0	0.00011073657711729	0.000590337360335205	0	0.000383518967337665	6.52962742887732e-05	0.000780111246858012	1.43033281138486e-05	0	0.000126902500784047	1.76067994718382e-05	0.000860273142257739	0.00120137413162632	0	0.00091284753748702	0	0.000269057199114557	0.141906410828976	0.000702514813257576	0	0	0	0	0.00431714505851994	0.00037603344181371	0	0	0	0.0016482213477629	0.000108311688567276	0.00834323320441361	0	0.0196875295643115	5.03603665531819e-05	0.000119944124944878	0.000838730291806168	0.0124971727205239	0	0	0	0.162910514302696	0.0442635290155135	0.000213319905776562	0	0	2.9344665786397e-05	0.00364914097795966	0.202608716188092	0	0	0.000626429542086858	0	6.48745545409447e-05	0.116242304141752	0.00266024331261424	0.00621063158295741	0.00365058185376474	0	0	0	0.00166252467587674	1.13161465667303e-05	0.00164579645921288	8.68039814280246e-06	0.00078713990932182	0.000612231643909966	0.00269067742108253	4.32262741524171e-05	0.000114040048475279	0.0882518156089443
