name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	30	481	511	0.27577
Methylobacterium sp022829365	118326	S	9	152	161	0.08689
Methylobacterium sp008039875	118308	S	4	96	100	0.05397
Methylobacterium sp022829585	118333	S	2	31	33	0.01781
Methylobacterium sp022829515	118331	S	1	18	19	0.01025
Methylobacterium sp022829545	118332	S	1	12	13	0.00702
Lichenihabitans flavocetrariae	118233	S	6	13	19	0.01025
Lichenicoccus roseus	113922	S	40	268	308	0.16622
Acidisoma sp009765865	113615	S	8	31	39	0.02105
Caballeronia sp001557535	126764	S	10	388	398	0.21479
Caballeronia sordidicola_A	126761	S	1	12	13	0.00702
Bog-1198 sp030776345	139669	S	1	77	78	0.04209
NSF051 sp029379215	96827	S	1	7	8	0.00432
NSF051 sp029379285	96829	S	1	14	15	0.00809
Stigonema sp903903925	96940	S	1	10	11	0.00594
Acidisarcina polymorpha	40108	S	13	27	40	0.02159
EB88 sp003858395	40122	S	3	8	11	0.00594
Terriglobus roseus_B	40382	S	1	2	3	0.00162
Silvibacterium bohemicum	40370	S	1	7	8	0.00432
CAHJWL01 sp937873265	40115	S	1	2	3	0.00162
Occallatibacter gabretensis	40248	S	1	43	44	0.02375
Granulicella_B arctica	40194	S	1	3	4	0.00216
Granulicella_C pectinivorans	40196	S	1	3	4	0.00216
