#Classification	SRR20002443_bracken_C.kreport
k__Bacteria	2354139
k__Bacteria|p__Firmicutes	782621
k__Bacteria|p__Firmicutes|c__Bacilli	782135
k__Bacteria|p__Firmicutes|c__Clostridia	446
k__Bacteria|p__Firmicutes|c__Negativicutes	26
k__Bacteria|p__Firmicutes|c__Tissierellia	12
k__Bacteria|p__Actinobacteria	741183
k__Bacteria|p__Actinobacteria|c__Actinomycetia	741148
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	30
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	4
k__Bacteria|p__Deinococcus-Thermus	38
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	38
k__Bacteria|p__Tenericutes	9
k__Bacteria|p__Tenericutes|c__Mollicutes	9
k__Bacteria|p__Proteobacteria	780518
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	748036
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	23847
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	4824
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	1179
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	2629
k__Bacteria|p__Fusobacteria	49074
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	49074
k__Bacteria|p__Bacteroidetes	623
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	371
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	246
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	5
k__Bacteria|p__Synergistetes	56
k__Bacteria|p__Synergistetes|c__Synergistia	56
k__Bacteria|p__Spirochaetes	8
k__Bacteria|p__Spirochaetes|c__Spirochaetia	8
k__Bacteria|p__Chlamydiae	4
k__Bacteria|p__Chlamydiae|c__Chlamydiia	4
k__Bacteria|p__Verrucomicrobia	2
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2
k__Eukaryota	6298
k__Eukaryota|k__Fungi	5205
k__Eukaryota|k__Fungi|p__Basidiomycota	2847
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	2834
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Tremellomycetes	12
k__Eukaryota|k__Fungi|p__Ascomycota	2357
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	2332
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	25
k__Eukaryota|k__Metazoa	1004
k__Eukaryota|k__Metazoa|p__Chordata	1004
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	1004
k__Eukaryota|k__Viridiplantae	87
k__Eukaryota|k__Viridiplantae|p__Streptophyta	87
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	87
k__Eukaryota|p__Euglenozoa	1
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	1
k__Viruses	7
k__Viruses|k__Heunggongvirae	7
k__Viruses|k__Heunggongvirae|p__Uroviricota	7
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	7
