#Classification	S-19-POLPIL-G_bracken_O.kreport
k__Eukaryota	191
k__Eukaryota|k__Fungi	191
k__Eukaryota|k__Fungi|p__Basidiomycota	191
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	191
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales	191
k__Bacteria	100
k__Bacteria|p__Proteobacteria	78
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	44
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	44
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	34
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	34
k__Bacteria|p__Cyanobacteria	22
k__Bacteria|p__Cyanobacteria|o__Nostocales	22
