#Classification	SRR20002384_bracken_P.kreport
k__Bacteria	1692268
k__Bacteria|p__Actinobacteria	1357035
k__Bacteria|p__Firmicutes	22924
k__Bacteria|p__Deinococcus-Thermus	3992
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Proteobacteria	307879
k__Bacteria|p__Bacteroidetes	420
k__Bacteria|p__Chlamydiae	10
k__Bacteria|p__Planctomycetes	1
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Nitrospirae	2
k__Eukaryota	4340
k__Eukaryota|k__Metazoa	1993
k__Eukaryota|k__Metazoa|p__Chordata	1993
k__Eukaryota|k__Fungi	1593
k__Eukaryota|k__Fungi|p__Basidiomycota	1584
k__Eukaryota|k__Fungi|p__Ascomycota	8
k__Eukaryota|k__Viridiplantae	753
k__Eukaryota|k__Viridiplantae|p__Streptophyta	753
k__Archaea	3
k__Archaea|p__Euryarchaeota	3
k__Viruses	65
k__Viruses|k__Heunggongvirae	65
k__Viruses|k__Heunggongvirae|p__Uroviricota	65
