name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apis	1970738	S	250	366	616	0.06530
Gilliamella apicola	1196095	S	96	447	543	0.05756
Gilliamella sp. wkB7	3120264	S	74	409	483	0.05120
Frischella perrara	1267021	S	964	1724	2688	0.28493
Bartonella apihabitans	2750929	S	375	230	605	0.06413
Bartonella choladocola	2750995	S	5	4	9	0.00095
Commensalibacter melissae	2070537	S	64	96	160	0.01696
Snodgrassella alvi	1196083	S	534	747	1281	0.13579
Paramuribaculum intestinale	2094151	S	1	0	1	0.00011
Lactobacillus panisapium	2012495	S	274	176	450	0.04770
Lactobacillus apis	303541	S	258	166	424	0.04494
Lactobacillus sp. IBH004	2879107	S	98	180	278	0.02947
Lactobacillus helsingborgensis	1218494	S	94	1358	1452	0.15391
Lactobacillus kullabergensis	1218493	S	85	192	277	0.02936
Limosilactobacillus fermentum	1613	S	2	29	31	0.00329
Bifidobacterium asteroides	1684	S	58	20	78	0.00827
Bifidobacterium coryneforme	1687	S	23	23	46	0.00488
Mesotoga infera	1236046	S	2	0	2	0.00021
Apis mellifera filamentous virus	1100043	S	2	0	2	0.00021
