feature	Actinomycetaceae	Alcaligenaceae	Alicyclobacillaceae	Azospirillaceae	Bacillaceae	Bacteroidaceae	Burkholderiaceae	Caulobacteraceae	Chitinophagaceae	Comamonadaceae	Corynebacteriaceae	Dermacoccaceae	Enterobacteriaceae	Halomonadaceae	Hydrogenophilaceae	Lactobacillaceae	Lawsonellaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	Neisseriaceae	Oxalobacteraceae	Pasteurellaceae	Peptostreptococcaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhizobiaceae	Rhodobacteraceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Streptomycetaceae	Thermaceae	Xanthomonadaceae
SRR20002340	0	0.0987594776230447	0	0.101512653145379	0	0	0.244687535851981	0	0	0.0725755499633682	0.0691835144477447	0	0.10544421180074	0	0	0.055162019981138	0	0	0.0611780556072785	0.181170538669321	0.0887707502385675	0	0.100694498906453	0	0.146488168906276	0	0.223602229194605	1.05705706108255	0.0559032501022989	0.0524856820489964	0	0	0.0603876609650364	0.0672710150740427	0	0
SRR20002343	0	0	0.0677561159958706	0.0531058771869551	0.120541354180447	0	0.208821122238501	0	0.094488859965753	0.0685841466543193	0.0748104995736919	0.0293407771740951	0	0.0309878275783627	0.0555956281415558	0	0	0.0660992638675868	0.0281188152264628	0.142354365267323	0.0444014135376546	0	0.0808733717720851	0	0.250688703156683	0	0.220371220441541	0.810863420446258	0.0405632291676458	0	0	0.375281706811734	0.0597710145410385	0.105018083237562	0.308113192218094	0
SRR20002345	0	0.341280636629298	0.0570263013441939	0.105146973331925	0.0765460587516135	0	0.19923038293464	0.0347765898712448	0.054753270350311	0.062405941042243	0.0404949346610966	0	0	0.0339345901806362	0.0425012868697744	0	0.134802266678457	0.0378916460793843	0.0571953736508708	0.146251045848961	0.059691286504154	0	0.075000921688021	0	0.22264134556318	0	0.481015888044045	0.715000053109918	0.0372022056908492	0	0.029588986752234	0.060385545402453	0.0461883137127978	0.0771027097802996	0.236816636842873	0.0341284509885734
SRR20002351	0.103169344890804	0.126281072323409	0	0	0.0427136572890898	0	0.236976067981729	0	0	0.0694840940762124	0.11816894723511	0.0350722694935401	0.100780533582342	0.0313683047742045	0	0.0508261712883755	0.0914016199453526	0	0.120787485673714	0.130042660511037	0.0617858426253066	0.139131949763858	0.0896136518995455	0.0435720313607122	0.149383975303574	0	0.421091533483921	0.791821040712633	0.0418137915285241	0.029016115008062	0.0680108366707785	0.105016901835585	0.273423602631529	0.154146563569339	0	0
SRR20002352	0	0	0	0	0	0	0.107177904414665	0	0	0.0198886316663695	0	0.0156942233765325	0.0254469919787283	0	0	0	0.0286236484859973	0	0.0199691634548191	0.0586236350371542	0.016023094206515	0	0.040296590015455	0	0.152966758404081	0	0.110966372856059	0.326248818210691	0.0184442230523502	0	0	1.14572107553476	0.0972052012091662	0.0443665370955557	0	0.0296836814926152
SRR20002353	0	0.0995098825878627	0	0.0430092928586302	0	0	0.262105180615718	0	0	0.075874719085004	0	0.0467549809419447	0	0.0346442209194272	0	0	0	0	0.0548627292594225	0.169244500164927	0.0448158423710815	0	0.112896715968037	0	0.106464412132284	0	0.204499177331856	1.11101005381499	0.052934053140937	0	0	0	0	0	0.0228195773637284	0.0837775188604804
SRR20002355	0	0.076273421796479	0	0	0	0	0.259313826063832	0	0	0.0580915904740008	0	0	0	0	0	0	0.0420690861242276	0	0.0707089879669021	0.101835989459802	0.0399206741071018	0	0.0979156969395573	0	0.284997226819264	0	0.313170871625622	1.01359770116862	0.0501169632709197	0	0	0	0	0	0	0
SRR20002356	0.0618007246051767	0	0	0	0.0331224455950805	0	0.056921150693569	0	0.0322594302871715	0	0.026973089738904	0	0.120553359010489	0	0	0	0	0	0	0.0250764543461544	0	0	0.0222771914569313	0	0.122544447398426	0	0.102989731313468	1.29145227024062	0	0	0	0	0.107483354991322	0.0320400496918123	0.111926253664092	0
SRR20002360	0.0360215594499952	0.0368234846854231	0	0.0660131288538621	0.0593756962921582	0	0.213346983022666	0	0	0.0621049229685693	0.0527696011479902	0	0	0	0	0	0.0334040081746816	0	0.0909844448738299	0.103089919374417	0.0660623722820145	0	0.0786124363957923	0	0.450244680011153	0	0.263704323823159	0.92637730124593	0.0345500680325593	0	0	0.0392964978079494	0	0.0914491286289037	0	0
SRR20002363	0	0.0153758748250199	0	0	0	0	0.0994373883595779	0	0	0.0210994234539068	0	0	0	0	0	0	0.0150477138238343	0	0	0.045627243249286	0.0578562731631296	0	0.0386170856331137	0	0.143139485484065	0	0.0574342264554878	0.301574952813536	0.0170284562696303	0	0	1.1748811519739	0.137540780183348	0	0.00969160782527356	0
SRR20002365	0	0	0	0	0	0	0.238416049970937	0	0	0.0498937627064308	0.0473758173330112	0	0	0	0	0	0.0672828822837847	0.042242448816006	0.0537610569234586	0.137444177399092	0.122173740235853	0.0376625691772154	0.091349464118495	0	0.153887273167438	0	0.444634900055275	0.956718942961848	0.05332195434458	0	0.0555497348693435	0.0576489678520441	0	0	0.0347255007194024	0
SRR20002368	0	0.0415722032523022	0	0.0134303248820621	0	0	0.0791422039490201	0	0	0.0226878627655133	0.0129628189145925	0.0170023029613647	0	0.0166177871653864	0	0	0.0200622064061305	0	0.0196777305691486	0.0471735222269056	0.0141129739792255	0	0.0306642487394589	0	0.195328754977594	0	0.0918869497126491	0.287206674483381	0.0157835698001329	0	0.0158207545047585	1.18673456501202	0	0	0	0
SRR20002369	0.0308054157321398	0	0	0	0	0	0	0	0	0	0	0	0.391057809265879	0	0	0.0855295792761816	0	0	0	0	0	0	0	1.12256413732898	0.0935672225799732	0.0327468952162208	0.0238497098551531	0.0377484452802369	0	0	0	0.14706359426397	0.0318107554088394	0	0	0
SRR20002371	0	0	0	0.10738549144508	0.0935030857863067	0	0.142046341365157	0	0.0958120288261439	0	0	0	0.0852554764005777	0	0	0	0.0619195118516826	0	0	0.0632249454011266	0	0	0.0608103588327111	0	0.332755985341456	0	0.334861459192701	0.522162948767814	0	0	0	0.425533999080052	0.464949871675685	0	0.316586774595502	0
SRR20002373	0	0.163615575622799	0.0760378779296429	0.0623603923072395	0.113030923524072	0	0.238503089290499	0	0.0835801946284342	0.0680738634619006	0.0295782042251054	0.0347184894874363	0	0.0386009326283956	0.0541244492673821	0	0.0719094608554681	0	0.0331399753748208	0.149911949643153	0.0428125947472839	0	0.092351395712424	0	0.257715957424982	0	0.183475912050164	0.93609870359556	0.0478135785694875	0	0	0.0398111815025364	0	0.0436623877204495	0.297337339562691	0
SRR20002375	0	0	0.0605783206762738	0.0572647150964655	0.0760480550462293	0	0.254138043332035	0	0.0655097842318383	0.0690652903293767	0.0586397226955583	0	0.0340770189103748	0.0399866369769641	0	0	0	0	0.0668353025716626	0.127512901519427	0.043330432148319	0	0.0899094548123042	0	0.206785694699639	0	0.228958184674584	1.00193721254156	0.0513997964525545	0	0	0.0490205897962859	0.0843137123814752	0.0745643663279025	0.241259621927029	0
SRR20002377	0	0	0	0	0	0	0.109717308235028	0	0	0	0	0	0	0	0	0	0	0	0.0702709287761146	0.0545017530516196	0	0	0	0	0.187702165477326	0	0.22500227280288	0.496680663559396	0	0	0	0.957213169329615	0	0	0	0
SRR20002378	0	0.0620623870333245	0	0.0811976435900981	0	0	0.2373929197762	0	0	0.0562364458631268	0	0	0	0	0	0	0	0	0	0.0964468952591709	0	0	0.0883561334888446	0	0.326365022006304	0	0.15077192161766	1.08554480317394	0.0487912314526573	0	0	0	0	0.0623618720061601	0	0
SRR20002379	0	0.0941791422022595	0	0.0419707010452106	0	0	0.283234908903217	0	0	0.0918634181287949	0	0	0	0.0379938190735346	0	0	0	0	0.0453546165764102	0.159858359858462	0.0833512119500694	0	0.105415399836951	0	0.0983563479542519	0	0.124881899464325	1.12744462300709	0.0562827216970685	0	0.0352491282204494	0.0272037827595381	0.0714545109776725	0.0406293206706618	0	0.0548599049781968
SRR20002380	0	0	0	0.0148340201131096	0.0349604769137571	0	0.0355952858499884	0	0	0	0	0	0	0	0.0143743021030592	0	0	0	0	0.0188632653032029	0	0	0.0156656219022889	0	0.174241614805231	0	0.024793625084673	0.136732857013194	0	0	0	1.33820728295744	0	0	0	0.0190990937720087
SRR20002382	0.0454648497256881	0	0.0826013583457055	0.0424637838011847	0.144561282805661	0	0.267066652474035	0	0.11532904834446	0.0667614563072014	0.0479712222997963	0	0	0.0387100546780223	0.0653525815663844	0	0	0	0.0844762271238918	0.147289755930076	0.07218839071522	0.0390207571314982	0.0827141361145755	0.0275546666670973	0.308784435124002	0	0.119563380566876	0.823104241684905	0.0331807034370804	0	0	0.0592288766453556	0.0715925763813249	0.207018592964831	0.374747895982712	0
SRR20002384	0	0	0.0362466950134027	0.0364214559888784	0.0602766587487686	0	0.116206791719291	0	0.0494097930252481	0.0305951020125261	1.02492188622532	0	0.0194300513578604	0	0	0	0	0	0.0254410525615142	0.0609064244962137	0.0386626659842336	0	0.0432747638281118	0	0.144935776624231	0	0.114640167260323	0.42549806446452	0.0246812896828751	0	0	0.0355390735263524	0	0.0480735422915743	0.171795608264063	0.0248734043411149
SRR20002386	0	0	0	0	0	0	0.249637599133533	0	0	0	0	0	0	0	0	0	0	0	0	0.12238365181	0	0	0.0975394445319812	0	0	0	0.281855155650303	1.1554973281625	0	0	0	0	0	0	0	0
SRR20002388	0	0	0.0589704098765325	0.139785805334437	0.0707871064924479	0.0508005135240025	0.242148754982913	0	0.0432561248099467	0.07305416413533	0.0329725388538681	0	0	0.0333743163045548	0	0	0	0.0326475622884748	0.0815969393678741	0.134153626603865	0.0479918185858866	0	0.0902871784467535	0	0.379936267775545	0	0.166780428928582	0.920681135362195	0.0390437903401275	0	0.0395189564505269	0.032891595298296	0.124855783840992	0.0502194257472232	0.215383978564935	0
SRR20002391	0	0.0831195765141655	0	0.102153212027903	0	0.0270189059915527	0.252324716283161	0	0	0.057894352385915	0.052176813289483	0	0	0.0324361692256391	0	0	0.0696142269320087	0	0.0577293803992348	0.145194686445086	0.0414090051555933	0	0.0961639460123063	0	0.182599674453275	0	0.458467387574953	0.921881103949271	0.0389025680593268	0.0465788028744492	0.0363376258593388	0.0284517280083239	0.0524936172073715	0	0.0171402071928799	0
SRR20002394	0	0	0	0	0	0	0.0430881575494113	0	0	0	1.37198913620167	0	0	0	0	0.047402277583092	0	0	0	0	0	0	0	0	0.0981242034412432	0	0	0.0980661144622836	0	0	0	0.119576150690202	0.0320049993456291	0	0.0216234301791001	0
SRR20002396	0.0306072107120543	0	0.0471238984383989	0.0368052721036831	0.062254316072573	0	0.218313704725623	0	0.050667696134357	0.0625138162076709	0.0429437345339661	0	0.54562414656318	0.0269159796161424	0.0362363217464266	0.0250047679870155	0	0.034102983880369	0.0492572223855922	0.129312789035419	0.047514457877886	0.0812549877208322	0.0787208869138661	0	0.168934073579445	0	0.151171269703058	0.800454934065035	0.0400499000003442	0	0.0559150329641007	0.0598491690004697	0.129348860805533	0.0405370249555673	0.189459279373097	0.0336258144448577
SRR20002397	0.0686705899094101	0.160903024209858	0	0	0	0	0.27059015109555	0	0	0.0873570291292968	0.0652984925379251	0.035477620636848	0	0.0367671930133608	0	0	0	0	0.111347560548854	0.146139350893549	0.104172647062713	0	0.104679525322903	0	0.0946880001357786	0	0.199036683388445	1.03212352957038	0.062494769998573	0	0	0.0837417513213921	0.179938307096574	0	0.024873377333124	0
SRR20002401	0	0.0526782451766806	0	0.0210861303978043	0.0328892255633629	0.0632247856569049	0.188288952791934	0	0	0.0581589234319379	0.0549604661783675	0.039541205479503	0.125306613815279	0.0230795856718394	0	0.0190964006564981	0.0228054702987401	0	0.0338454361886777	0.114115221345734	0.0351992915674853	0.178689470222509	0.0688772198993122	0	0.161338626017506	0	0.242121985800182	0.654961642864761	0.0351992915674853	0	0.0702501536788015	0.110042589468746	0.689737948266006	0.0231184798777306	0.0151930642591313	0.0419357889253398
SRR20002402	0	0	0	0	0	0	0.355642614941488	0	0	0.0626009668152422	0	0	0	0	0	0	0.0801631824273383	0	0	0.0994705588506555	0	0	0.100583252000809	0	0	0	0.20895224123407	1.11401122947319	0	0	0	0	0	0	0	0
SRR20002403	0	0	0	0	0	0	0.244543878598816	0	0	0	0	0	0	0	0	0	0	0	0	0.12207549074957	0.114155530312437	0	0	0	0.231135809755221	0	0.123030312460172	1.16757873433793	0	0	0	0	0	0	0	0
SRR20002406	0.0436152784257062	0	0.0462165971945989	0.0895779960367258	0.064945478399452	0	0.166575669904777	0	0.0543258133573413	0.0465239086188508	0.0434844150686808	0	0	0	0.0474339327385399	0	0.037579913994519	0	0.0577854161847574	0.0707114090028307	0.0455957788373908	0	0.0549520940799696	0	0.28826238359933	0	0.353262462558252	0.967029962040883	0	0	0	0.0372754765942642	0	0.0933944206133224	0.207492032381394	0.0384788039774119
SRR20002410	0	0.0516627565468648	0	0	0	0	0.170454636399496	0.0560428459672214	0	0.031260453696498	0.843987597739315	0.101168628713612	0	0	0	0	0.0290709913658243	0	0.0502351892606116	0.106420950942618	0.0454447764989338	0	0.0646671757886761	0	0.106566674006734	0.0380005168881681	0.100641743697548	0.62835580447913	0.0344759285934132	0	0	0.0290709913658243	0.0587700577170742	0.0322314062116619	0	0
SRR20002412	0.140854572884407	0	0	0	0	0	0.187723684171546	0	0	0.0471057692961059	0.260878172186712	0.0264057109838126	0.0705628390348466	0.027008345062859	0.0291115685966168	0.0438590826552921	0.0535118812249031	0	0.0986369033976582	0.0777653777551418	0.0393423835867947	0.0828453366123951	0.0679609291141934	0.0327133207868294	0.172574013901299	0.09661931386953	0.176811295510498	0.583190939343061	0.0328769472222357	0	0	0.266070975121017	0.672134595756111	0.0592994856183256	0	0.0213509979427059
SRR20002416	0	0.150897887107602	0	0	0	0	0.237089673891577	0	0	0.0658293833319459	0	0	0	0	0	0	0	0	0	0.298377978662086	0.0755287446112876	0	0.103030257613122	0	0.151153087328554	0	0.176696564386206	1.03972716798834	0	0	0	0	0	0.0630733409669208	0	0.119325466652781
SRR20002417	0	0	0	0	0	0	0.301681682114012	0	0	0	0	0	0	0	0	0	0	0	0	0.154380123133054	0	0	0.0904838149030152	0	0	0	0.183386723089212	1.1684287690428	0	0	0	0	0	0	0	0
SRR20002419	0	0.0576387384275369	0	0	0.044256734602439	0	0.30568397721669	0	0	0.0886855001575308	0.0345926868708124	0.0531623795019387	0.105441754309312	0.0337692699024533	0	0.0416791233613299	0.0556485025139575	0	0.0241107245625071	0.122423701958462	0.0441292939726955	0	0.0943508917228206	0	0.161045397300505	0	0.428838496025217	0.92426244298723	0.0524151402679794	0	0.0462887538596473	0.0581903173211635	0.0405376288167366	0.0576387384275369	0	0
SRR20002420	0	0	0	0	0	0	0.253747742234453	0	0	0.0663961778893723	0	0	0	0	0	0.0691164042530694	0.0718458498175474	0	0.0503455687802764	0.121807377989346	0.0746373234107326	0	0.0857904132324595	0	0.0864430269129274	0	0.240700093125329	1.14096897370673	0	0	0	0	0	0	0.0427856754578523	0
SRR20002421	0	0.0962464858906548	0	0	0	0	0.172829709223037	0.0519447270952116	0	0	0	0	0	0	0	0	0	0	0	0.0891518645699744	0	0	0.0738220135616716	0	0.171427105442349	0	0.184327480970748	0.650155085139423	0	0	0	0.798297048311765	0.0560392376324168	0	0	0
SRR20002422	0.0287671305873408	0	0	0	0.0154248767361114	0.0147378752913581	0.139138166707595	0.0207745713858107	0	0.0399075659633638	0.032981349977178	0.0205323606789613	0.0218476708869393	0.0166286832564885	0	0.0205845027624709	0.0599529553119602	0.0182081302530249	0.02197812684518	0.0780849094137736	0.0465820700830647	0	0.0516174634537492	0.0287422709210863	0.183884994571106	0	0.469987564876841	0.463108704606417	0.0268389035644006	0	0	0.744214612017851	0.0987501376782423	0.227714385502574	0.0161711846064173	0
SRR20002425	0	0.0321409594370683	0	0.0986630396638212	0.0481875868757548	0.0293521911897051	0.236976902722769	0	0	0.0716938131841671	0.0511848492229289	0.028258268921761	0.0217195880439244	0.0348541665027889	0	0	0	0	0.131526548238559	0.26906934753056	0.050171474388656	0	0.0889396448569673	0	0.41521060205597	0	0.152158079165919	0.899709954500839	0.0383203668100815	0.0775836414116359	0.0379744450171666	0.0716938131841671	0.0783194749649713	0.0492714567972954	0.0293022156606451	0
