feature	Actinomycetaceae	Alcaligenaceae	Alicyclobacillaceae	Azospirillaceae	Bacillaceae	Bacteroidaceae	Burkholderiaceae	Caulobacteraceae	Chitinophagaceae	Comamonadaceae	Corynebacteriaceae	Dermacoccaceae	Enterobacteriaceae	Halomonadaceae	Hydrogenophilaceae	Lactobacillaceae	Lawsonellaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	Neisseriaceae	Oxalobacteraceae	Pasteurellaceae	Peptostreptococcaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhizobiaceae	Rhodobacteraceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Streptomycetaceae	Thermaceae	Xanthomonadaceae
SRR20002340	0	0.00972176580129258	0	0.0102694709168584	0	0	0.0586866031328733	0	0	0.00525796910943148	0.00477872713331143	0	0.0110773359623179	0	0	0.00303976339139008	0	0	0.00373808741373644	0.0324652207251616	0.00785956840836893	0	0.0101051593821886	0	0.0213057289955088	0	0.0491702267499178	0.75848942929127	0.00312191915872494	0.00275221820571804	0	0	0.00364223901851243	0.00451856720341768	0	0
SRR20002343	0	0	0.00458387012632786	0.00281758394824543	0.0144599785238667	0	0.0429760995263864	0	0.00890160567859682	0.00469641459794481	0.00558617795002231	0.000860634194717825	0	0.000959938140262189	0.0030876906801261	0	0	0.00436275334091574	0.00079045940653314	0.020128247735539	0.00197019027960019	0	0.00652625530117563	0	0.0615393170801462	0	0.0477824104907336	0.525454249348235	0.00164447333821467	0	0	0.134347645900667	0.00356832177656083	0.0109883125876357	0.0919673700475467	0
SRR20002345	0	0.112020170364939	0.00324847540722575	0.0110152018101402	0.00584786425165897	0	0.0391703456690206	0.00120892372320109	0.00299492596863492	0.00388944838798338	0.00163894357105115	0	0	0.00115111445120238	0.00180527200276673	0	0.0180618478074566	0.00143508982242412	0.00326774516455866	0.0212373009763682	0.00355881992006093	0	0.00561459876815541	0	0.0487555286455085	0	0.214072805199995	0.429834249661004	0.00138336573695159	0	0.000875252662015556	0.00364198413591873	0.00213184367967172	0.00593305686302549	0.0550415263270524	0.00116429902200911
SRR20002351	0.0106062029793334	0.0158623212889785	0	0	0.00182334724168748	0	0.0551142690916652	0	0	0.00482027434178564	0.0138990241493545	0.0012295598175853	0.0101223761893242	0.000983647854068243	0	0.00258107597480102	0.00833101749573653	0	0.0145188022687878	0.0168159798792032	0.00381263507664256	0.0192331145449929	0.00800913273048249	0.00189732075916822	0.0221500702748416	0	0.167082184577921	0.506422700673159	0.0017473744399505	0.000841698671875469	0.00461834663190578	0.0109880662722745	0.0729158961091929	0.0235735606652818	0	0
SRR20002352	0	0	0	0	0	0	0.011443185993489	0	0	0.000395505517021178	0	0.000246288425406697	0.000647409639424118	0	0	0	0.000819089519023575	0	0.000398714486733317	0.00343279534956109	0.00025671757697115	0	0.00162293643191449	0	0.0232168958673284	0	0.0122630777549406	0.102715109273441	0.000340150789486773	0	0	0.829935034408178	0.00941912834755709	0.00196709843354143	0	0.000880862185982258
SRR20002353	0	0.0098695752234425	0	0.00184865896769374	0	0	0.0671402754879139	0	0	0.00574593389346442	0	0.00218443580060138	0	0.0011997419422992	0	0	0	0	0.00300690040255492	0.0283712559939937	0.00200711545063892	0	0.0126916097292281	0	0.0112919107965456	0	0.0412401860731843	0.803080092206582	0.00279939786536481	0	0	0	0	0	0.000520642729677013	0.00700226743681548
SRR20002355	0	0.00580636199472149	0	0	0	0	0.0657498726675001	0	0	0.00337083854239015	0	0	0	0	0	0	0.00176876418021021	0	0.00499143399546233	0.0103347687178775	0.00159281381673381	0	0.00955688290040283	0	0.0790480159281382	0	0.0949113302773533	0.72035930916331	0.00250960781590036	0	0	0	0	0	0	0
SRR20002356	0.00381446961111017	0	0	0	0.00109669525404424	0	0.00323651967003287	0	0.00104030989393914	0	0.00072737114535582	0	0.0144628448669587	0	0	0	0	0	0	0.000628696765171891	0	0	0.0004961911689249	0	0.0149421204278521	0	0.0105694357517014	0.923975618970291	0	0	0	0	0.0115082519974514	0.00102621355391286	0.0124752609232539	0
SRR20002360	0.00129699162791904	0.0013553562511754	0	0.00435140691166839	0.0035213322698002	0	0.0448305156190217	0	0	0.00385206513491955	0.00278204704188634	0	0	0	0	0	0.00111541280001038	0	0.0082553517117047	0.010589936641959	0.00435789186980798	0	0.00616719519075504	0	0.189386717508738	0	0.067942906428539	0.639118564489666	0.00119323229768552	0	0	0.00154342003722366	0	0.00833965616751944	0	0
SRR20002363	0	0.000236398896139665	0	0	0	0	0.00985524764712769	0	0	0.000445119610581596	0	0	0	0	0	0	0.000226416601101138	0	0	0.00208040103416577	0.00334361509722302	0	0.00149053814552553	0	0.0203493621767211	0	0.00329506484408109	0.0882235235505027	0.000289940296800856	0	0	0.85127197125825	0.0187984765202808	0	9.39243214988688e-05	0
