#Classification	GQ27_bracken_P.kreport
k__Bacteria	2389565
k__Bacteria|p__Firmicutes	956744
k__Bacteria|p__Actinobacteria	329735
k__Bacteria|p__Tenericutes	109
k__Bacteria|p__Proteobacteria	572633
k__Bacteria|p__Bacteroidetes	468974
k__Bacteria|p__Fusobacteria	51644
k__Bacteria|p__Candidatus_Saccharibacteria	6345
k__Bacteria|p__Spirochaetes	2664
k__Bacteria|p__Synergistetes	710
k__Bacteria|p__Acidobacteria	2
k__Eukaryota	21390
k__Eukaryota|k__Viridiplantae	13882
k__Eukaryota|k__Viridiplantae|p__Streptophyta	13878
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	4
k__Eukaryota|k__Metazoa	7433
k__Eukaryota|k__Metazoa|p__Chordata	7433
k__Eukaryota|k__Fungi	73
k__Eukaryota|k__Fungi|p__Basidiomycota	69
k__Eukaryota|k__Fungi|p__Ascomycota	3
k__Eukaryota|p__Apicomplexa	1
k__Viruses	3493
k__Viruses|k__Heunggongvirae	3492
k__Viruses|k__Heunggongvirae|p__Uroviricota	3442
k__Viruses|k__Heunggongvirae|p__Peploviricota	50
k__Viruses|k__Bamfordvirae	1
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota	1
