#Classification	SRR5091509_bracken_P.kreport
k__Bacteria	13227960
k__Bacteria|p__Bacteroidetes	11093251
k__Bacteria|p__Firmicutes	2100424
k__Bacteria|p__Actinobacteria	10691
k__Bacteria|p__Proteobacteria	23457
k__Bacteria|p__Verrucomicrobia	95
k__Bacteria|p__Fusobacteria	36
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	841
k__Eukaryota|k__Viridiplantae	839
k__Eukaryota|k__Viridiplantae|p__Streptophyta	839
k__Eukaryota|k__Fungi	2
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Viruses	1408
k__Viruses|k__Heunggongvirae	1408
k__Viruses|k__Heunggongvirae|p__Uroviricota	1408
