name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	84	1023	1107	0.32996
Methylobacterium sp022829365	118326	S	23	351	374	0.11148
Methylobacterium sp008039875	118308	S	4	66	70	0.02086
Lichenihabitans flavocetrariae	118233	S	5	10	15	0.00447
Lichenicoccus roseus	113922	S	46	250	296	0.08823
Sphingomonas_N sp937859915	125357	S	1	7	8	0.00238
Caballeronia sp001557535	126764	S	43	900	943	0.28107
Stigonema ocellatum	96939	S	2	390	392	0.11684
Mucilaginibacter sp010093045	89899	S	2	4	6	0.00179
Mucilaginibacter frigoritolerans	89852	S	1	1	2	0.00060
Mucilaginibacter sp013286985	89905	S	1	9	10	0.00298
Bog-950 sp028288545	84029	S	1	0	1	0.00030
Mycobacterium madagascariense	46516	S	1	19	20	0.00596
Acidisarcina polymorpha	40108	S	4	9	13	0.00387
Granulicella sp937871785	40193	S	1	0	1	0.00030
C-114 sp015478725	96013	S	1	89	90	0.02683
