feature	X1XD42.69.sp014287635	AF33.28.sp003477885	Acetatifactor.intestinalis	Acetatifactor.sp003447295	Acetatifactor.sp900066565	Acidaminococcus.intestini	Actinomyces.graevenitzii	Acutalibacter.ornithocaccae	Acutalibacter.sp900548545	Acutalibacter.timonensis	Adlercreutzia.equolifaciens	Adlercreutzia.hattorii	Agathobacter.faecis	Agathobacter.rectalis	Agathobaculum.butyriciproducens	Agathobaculum.sp003481705	Agathobaculum.sp900291975	Akkermansia.muciniphila	Alangreenwoodia.sp905206455	Alistipes.A.ihumii	Alistipes.A.indistinctus	Alistipes.A.pullistercoris	Alistipes.communis	Alistipes.finegoldii	Alistipes.onderdonkii	Alistipes.putredinis	Alistipes.shahii	Amedibacillus.dolichus	Anaerobutyricum.hallii	Anaerobutyricum.soehngenii	Anaerofustis.stercorihominis	Anaeromassilibacillus.stercoravium	Anaerostipes.caccae	Anaerostipes.hadrus	Anaerotardibacter.sp000435675	Anaerotardibacter.sp000436075	Anaerotignum.faecicola	Anaerotignum.sp001304995	Anaerotruncus.colihominis	Anaerotruncus.massiliensis	Anaerotruncus.rubiinfantis	Angelakisella.sp900547385	Avimicrobium.caecorum	Avimicrobium.sp934845495	Avimonas.A.narfia	Bacteroides.caccae	Bacteroides.cellulosilyticus	Bacteroides.faecis	Bacteroides.finegoldii	Bacteroides.fragilis	Bacteroides.nordii	Bacteroides.ovatus	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Bacteroides.xylanisolvens	Bariatricus.comes	Barnesiella.intestinihominis	Bianquea.renquensis	Bianquea.sp019423265	Bifidobacterium.adolescentis	Bifidobacterium.angulatum	Bifidobacterium.bifidum	Bifidobacterium.catenulatum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Bifidobacterium.sp002742445	Bilophila.wadsworthia	Bittarella.massiliensis	Blautia.A.caecimuris	Blautia.A.faecis	Blautia.A.hydrogenotrophica	Blautia.A.intestinalis	Blautia.A.luti	Blautia.A.massiliensis	Blautia.A.obeum	Blautia.A.sp000285855	Blautia.A.sp000436615	Blautia.A.sp003471165	Blautia.A.sp003474435	Blautia.A.sp900066205	Blautia.A.sp900066335	Blautia.A.sp900066355	Blautia.A.sp900066505	Blautia.A.sp900120195	Blautia.A.sp900548245	Blautia.A.sp900551715	Blautia.A.sp934394595	Blautia.A.wexlerae	Blautia.sp001304935	Blautia.sp900541955	Blautia.stercoris	Bradyrhizobium.sp003020075	Bulleidia.sp900539965	Butyribacter.intestini	Butyribacter.sp003529475	Butyricimonas.virosa	Butyrivibrio.A.crossotus	CAG.103.sp000432375	CAG.103.sp900317855	CAG.103.sp900543625	CAG.103.sp900757655	CAG.170.sp000432135	CAG.170.sp002404795	CAG.170.sp003516765	CAG.170.sp900545925	CAG.170.sp900549635	CAG.170.sp900553545	CAG.177.sp003514385	CAG.194.sp000432915	CAG.217.sp000436335	CAG.238.sp900542245	CAG.245.sp000435175	CAG.273.sp003534295	CAG.274.sp000432155	CAG.302.sp000431795	CAG.302.sp934162325	CAG.317.sp000433215	CAG.317.sp900543415	CAG.41.sp900066215	CAG.417.sp000432835	CAG.95.sp000438155	CAG.95.sp900066375	CAJFUH01.sp934717555	CAJFUR01.sp904420575	CAKTFW01.sp019421975	CAKTXU01.sp934615635	COE1.sp001916965	Campylobacter.B.hominis	Catenibacillus.scindens	Catenibacillus.sp018369015	Catenibacterium.mitsuokai	Catenibacterium.sp000437715	Choladocola.sp003480725	Choladocola.sp003481535	Choladocola.sp018223365	Choladousia.sp902363135	Choladousia.sp902363665	Christensenella.hongkongensis	Christensenella.massiliensis	Christensenella.minuta	Christensenella.sp022846035	Clostridium.A.leptum	Clostridium.AP.sp000509125	Clostridium.AQ.innocuum	Clostridium.AQ.sp000165065	Clostridium.AQ.sp003481775	Clostridium.Q.fessum	Clostridium.Q.sp000435655	Clostridium.Q.symbiosum	Clostridium.saudiense	Clostridium.sp000435835	Clostridium.sp001916075	Clostridium.sp900540255	Collinsella.aerofaciens	Collinsella.sp018380015	Collinsella.sp018382125	Collinsella.sp022713905	Collinsella.sp022720335	Collinsella.sp900549655	Collinsella.tanakaei	Coprobacillus.cateniformis	Coprococcus.A.catus	Coprococcus.eutactus	Copromonas.sp000435795	Copromonas.sp900066055	Copromonas.sp900066535	Copromonas.sp900066785	Dialister.hominis	Dialister.invisus	Dialister.sp900541485	Dielma.fastidiosa	Diplocloster.agilis	Diplocloster.modestus	Dorea.A.longicatena	Dorea.formicigenerans	Dysosmobacter.faecalis	Dysosmobacter.sp001916835	Dysosmobacter.sp019417795	Dysosmobacter.sp900542115	Dysosmobacter.welbionis	ER4.sp000765235	ER4.sp900317525	Egerieenecus.sp900553315	Egerieimonas.sp900552095	Egerieisoma.sp900552695	Eggerthella.lenta	Eisenbergiella.porci	Eisenbergiella.sp900066775	Eisenbergiella.tayi	Emergencia.sp904420065	Enterenecus.sp900549885	Enterocloster.aldenensis	Enterocloster.asparagiformis	Enterocloster.bolteae	Enterocloster.citroniae	Enterocloster.clostridioformis	Enterocloster.excrementigallinarum	Enterocloster.lavalensis	Enterocloster.pacaense	Enterocloster.sp000431375	Enterocloster.sp001517625	Enterocloster.sp900541315	Escherichia.coli	Eubacterium.F.sp003491505	Eubacterium.F.sp900539115	Eubacterium.G.sp000432355	Eubacterium.G.sp000435815	Eubacterium.G.ventriosum	Eubacterium.I.ramulus	Eubacterium.I.sp900546495	Eubacterium.R.sp000434995	Eubacterium.R.sp000436835	Eubacterium.R.sp900542875	Evtepia.gabavorous	Ezakiella.coagulans	Ezakiella.sp900540185	Faecalibacillus.faecis	Faecalibacillus.intestinalis	Faecalibacterium.duncaniae	Faecalibacterium.longum	Faecalibacterium.prausnitzii	Faecalibacterium.sp900539885	Faecalibacterium.sp900539945	Faecalibacterium.sp900758465	Faecalimonas.phoceensis	Faecalimonas.sp900556835	Faecalimonas.umbilicata	Faecalitalea.cylindroides	Faecivicinus.avistercoris	Faecivicinus.sp900553265	Faecousia.sp000434635	Faecousia.sp003525905	Faecousia.sp900544975	Faecousia.sp900546075	Faecousia.sp934615645	Fenollaria.massiliensis	Fenollaria.sp900539225	Fenollaria.sp900539725	Fenollaria.timonensis	Fimadaptatus.sp900553645	Fimenecus.sp000432435	Fimisoma.avicola	Fimisoma.sp000435715	Flavonifractor.plautii	Flemingibacterium.sp900546315	Fournierella.sp900543285	Frisingicoccus.caecimuris	Fusicatenibacter.saccharivorans	Geddesella.stercoravicola	Gemella.sanguinis	Gemmiger.formicilis	Gemmiger.qucibialis	Gemmiger.sp900539695	Gemmiger.sp900540595	Gemmiger.sp900540775	Gordonibacter.pamelaeae	Gordonibacter.urolithinfaciens	Guopingia.tenuis	HGM11616.sp900761075	HGM13006.sp900756575	HGM13222.sp900757485	Haemophilus.D.parainfluenzae	Heritagella.sp019418545	Holdemanella.biformis	Holdemanella.porci	Holdemanella.sp900556915	Holdemania.filiformis	Holdemania.massiliensis	Holdemania.sp900120005	Hominisplanchenecus.faecis	Hungatella.A.hathewayi	Hungatella.effluvii	Hungatella.hathewayi	Hydrogeniiclostridium.mannosilyticum	Instestinimonas.A.gabonensis	Intestinibacter.bartlettii	Intestinibacter.sp900540355	Intestinimonas.butyriciproducens	JAGTTR01.sp018223385	JAGZHZ01.sp018366495	JAGZMM01.sp018364155	JAHZGC01.sp019421015	JAHZIE01.sp019419895	JANFXS01.sp024460105	KLE1615.sp900066985	KLE1615.sp934292725	Lachnoclostridium.A.edouardi	Lachnoclostridium.B.sp900066555	Lachnospira.eligens	Lachnospira.rogosae	Lachnospira.sp000436475	Lachnospira.sp000437735	Lachnospira.sp003451515	Lachnospira.sp900316325	Lactococcus.lactis	Lawsonibacter.asaccharolyticus	Lawsonibacter.sp000177015	Lawsonibacter.sp014287875	Lawsonibacter.sp900066645	Lawsonibacter.sp900066825	Lawsonibacter.sp900754605	Lawsonibacter.sp902363045	Lentihominibacter.excrementipullorum	Lentihominibacter.faecis	Lentihominibacter.hominis	Lentihominibacter.sp900066305	Ligaoa.zhengdingensis	Ligilactobacillus.ruminis	Limiplasma.merdipullorum	Limiplasma.sp900548145	Limivivens.sp900066135	Limivivens.sp900543575	Limivivens.sp905214955	Longibaculum.muris	Longicatena.caecimuris	Luoshenia.tenuis	Marvinbryantia.sp900066075	Massiliimalia.timonensis	Massilimicrobiota.merdigallinarum	Massilimicrobiota.sp002160865	Massilioclostridium.coli	Massilistercora.timonensis	Mediterraneibacter.A.butyricigenes	Mediterraneibacter.faecis	Mediterraneibacter.lactaris	Mediterraneibacter.massiliensis	Mediterraneibacter.sp014287475	Mediterraneibacter.sp900120155	Mediterraneibacter.sp900541505	Mediterraneibacter.torques	Megamonas.funiformis	Megasphaera.sp001546855	Merdibacter.merdigallinarum	Merdibacter.merdipullorum	Merdimonas.faecis	Merdisoma.faecalis	Merdisoma.sp014290175	Merdisoma.sp900066385	Merdisoma.sp900553635	Merdivicinus.sp934869045	Mesorhizobium.terrae	Metalachnospira.sp900548595	Monoglobus.pectinilyticus	Muricomes.contortus	Muricomes.sp000509105	NSJ.51.sp900549795	Negativibacillus.faecipullorum	Negativibacillus.sp000435195	Neoanaerotignum.A.sp944377425	Neobittarella.massiliensis	Odoribacter.splanchnicus	Oliverpabstia.faecicola	Oliverpabstia.intestinalis	Onthomonas.sp003150485	Onthomonas.sp900758315	Oxalobacter.sp900760095	Parabacteroides.distasonis	Parabacteroides.goldsteinii	Parabacteroides.merdae	Paralachnospira.sp934351765	Paraprevotella.clara	Pararuminococcus.gallinarum	Parasutterella.excrementihominis	Paratractidigestivibacter.faecalis	Pauljensenia.sp000278725	Pauljensenia.sp902373545	PeH17.sp000435055	Peptoniphilus.A.grossensis	Peptoniphilus.A.lacrimalis	Phascolarctobacterium.A.succinatutens	Phascolarctobacterium.faecium	Phil1.sp001940855	Phocaeicola.dorei	Phocaeicola.massiliensis	Phocaeicola.vulgatus	Phocea.massiliensis	Porphyromonas.A.bennonis	Porphyromonas.sp900538385	Porphyromonas.sp900546675	Porphyromonas.sp900548415	Prevotella.bivia	Prevotella.buccalis	Prevotella.copri	Prevotella.corporis	Prevotella.sp000436035	Prevotella.sp015074785	Prevotella.sp900551275	Prevotella.timonensis	Pseudobutyricicoccus.lothianensis	Pseudoflavonifractor.A.gallinarum	Pseudoflavonifractor.A.sp018374635	Pseudoflavonifractor.sp014287675	Pseudolachnospira.sp022867805	Pseudomonas.aeruginosa	Pseudoruminococcus.B.merdavium	Pseudoruminococcus.massiliensis	Pseudoscilispira.sp018369915	Pullichristensenella.excrementipullorum	Pullichristensenella.stercorigallinarum	Pullichristensenella.stercoripullorum	QAMM01.sp003150405	QANA01.sp019420265	QANA01.sp900554725	QAND01.sp003150225	RUG115.sp900066395	RUG472.sp900545265	Ralstonia.sp001078575	Romboutsia.timonensis	Roseburia.hominis	Roseburia.intestinalis	Roseburia.inulinivorans	Rothia.mucilaginosa	Ruminiclostridium.E.siraeum	Ruminococcus.B.gnavus	Ruminococcus.C.callidus	Ruminococcus.C.sp000433635	Ruminococcus.C.sp000437175	Ruminococcus.C.sp000980705	Ruminococcus.D.bicirculans	Ruminococcus.E.bromii	Ruthenibacterium.lactatiformans	Ruthenibacterium.merdipullorum	Ruthenibacterium.sp018380115	SFEL01.sp004557245	Sarcina.perfringens	Scatomonas.hejianensis	Scatomorpha.intestinigallinarum	Schaedlerella.glycyrrhizinilytica	Schaedlerella.sp900066545	Sellimonas.intestinalis	Senegalimassilia.anaerobia	Slackia.A.isoflavoniconvertens	Slackia.A.piriformis	Slackia.A.sp900553655	Staphylococcus.aureus	Streptococcus.mitis	Streptococcus.parasanguinis	Streptococcus.salivarius	Streptococcus.sanguinis	Streptococcus.sp000314795	Streptococcus.sp001556435	Streptococcus.sp004166885	Streptococcus.sp900766505	Streptococcus.thermophilus	Streptococcus.xiaochunlingii	Sutterella.wadsworthensis	Terrisporobacter.sp900557165	Thomasclavelia.ramosa	Thomasclavelia.spiroformis	Turicibacter.bilis	Turicibacter.sanguinis	UBA11524.sp000437595	UBA11774.sp003507655	UBA1417.sp003531055	UBA3402.sp003478355	UBA3818.sp900557155	UBA4285.sp900545225	UBA644.sp900547165	UBA737.sp900549055	UBA738.sp003522945	UMGS1071.sp900542375	UMGS1312.sp900550625	UMGS1590.sp900552455	UMGS1623.sp934647945	UMGS1696.sp900753285	UMGS1766.sp900554855	UMGS1975.sp900546685	UMGS1975.sp900751745	UMGS856.sp900546265	UMGS911.sp900545935	Veillonella.atypica	Veillonella.nakazawae	Veillonella.parvula	Veillonella.rogosae	Ventricola.sp900542395	Ventricola.sp900542445	Ventricola.sp900548125	Ventrimonas.sp003478505	Ventrimonas.sp003480315	Ventrimonas.sp900538475	Ventrisoma.faecale	Vescimonas.coprocola	Vescimonas.sp000435555	Vescimonas.sp000435975	Vescimonas.sp001916855	Vescimonas.sp900545585	Wujia.chipingensis	Yeguia.hominis	Zhenpiania.hominis
NS10	0	0	0	0	0.000202548097261064	0.000180394399123136	0	0	0	0	0	6.01314663743785e-05	0	0.0399779306969026	0.00221115006176662	0.00415118105584525	0.000147691320919526	0	0	0	0	0	0	0	9.4944420591124e-05	0.000271119067687987	0	0.000507425181159229	0.0169855568437521	0.000560172081487631	0	0	0	0.0314466470377868	0	0.00875387557850163	0	0.00188095446571082	0	0	0	0	0	0	0	0.000579160965605856	0	0	0.00131339781817721	5.90765283678105e-05	0	0.0001023289866371	0.000266899315661715	0.00010760367666994	0.000100219110623964	0	0.0439044099573489	0.000200438221247928	0	0	0.0305562793602434	0	0.0279463627319941	0	0.0100451196985409	0.0012279478396452	0	7.2790722453195e-05	0	0.00080386276100485	0.00560172081487631	0	0	0	0.0545687782657452	0.0134789429099199	0.000781709062866921	0	0	0	0.000406151132528697	0	0.000417755450600945	0.000423030140633786	0	0	0	0.000272174005694555	0.09509316685005	0.00032386596801639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000482106669001596	0.00290951902211467	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00060975416779633	0.000263734501642011	0	0.000863994227379228	0	0	0	0	0	0.000365008550272543	0.00200016246045301	0.000200438221247928	0	0	0.00263945489243325	0.00456577169242649	7.80654124860353e-05	0	0	0	0	0.016504505112757	0	0	0.00431047669483703	0.00405412675924099	0	0	0	0.00151172616341201	0	0	0	0.00412058785365478	0	0	0.0281773941554325	0	0	0	0	0.0626010762477543	0.0182103398693776	0	0	0	0	0	0.00281984929155638	0	0	0	0	8.86147925517157e-05	0	0.0080713306882521	0	0	0	0	0	7.2790722453195e-05	0	0	0	0	0	0.0156542250794632	0.00594457566701093	0.0110420361147477	0.000290107951806212	0	0	0	0	0.00235989632069271	0.0357360249724925	0	0	0	0	0.000830236211169051	0	0	0	0.00166258229835124	0.0247256369979418	0.000234196237458106	0.0169644580836207	0.000185669089155976	0.000872433731431772	0.000495820863086981	0	0.00063612761796053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384451057733592	0	0	0.000611864043809466	0	0	0	0.0394926592138813	0	0	0.0218962932643263	0.0025518950378881	0	0.000121317870755325	0.000208877725300473	0	0.000924125693753607	0	0	0	0	0	0.000144526506899822	0	0	0	0	0	0	0.000206767849287337	0	0	0	0	0	0	0	0	0.000278503633733964	0	0	0	0	0	0.00394968789659076	0.000165625267031183	0	0	0	0	0	0	0	0	7.70104744794672e-05	0	0.00047999679298846	0	0	0	0	0	0	0.000314371525957277	9.4944420591124e-05	0	0	0	0	0	0	0.00128280461598674	6.01314663743785e-05	9.705429660426e-05	0.000459952970863667	0	0	0	0.000278503633733964	0	0	0	0	0.0387257192831063	0	0.000103383924643668	0.000220482043372721	0	0	0.000766939930774968	0	0.0348456572949491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00663766993732613	0	0.000835510901201891	0	0	0.0268323481970582	0	0	0	0.000168790081050887	0	0.000446238776778283	0	0.000511644933185501	0	0	0	0	0	0	0	0	0	0.000126592560788165	0	0	0	0.0369017314697502	0	0	0	0	0	0	0	0.00580743372615708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236306113471242	0	0.000404041256515561	0.000458898032857099	0.00148007802321497	0.00226389696209502	0	0	0.000715247968453134	0	0	0	0	0	0.000541183197369407	0.001379858912591	0	7.49005984663311e-05	0	0	6.01314663743785e-05	0	0.00108975096078479	0	0	0.00160878046001627	0	0	0	0	0	0	0	0	0	0	0	0	0.000129757374807869	0	0	0	0	0.000629797989921122	0	0	0	0.000374502992331656	0.0423525961496873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209932663307041	0.00167840636844976	0	0	0	0	0	0	0	0	0
NS11	0	7.64225054856703e-05	0.000405143967437731	0	0.00342749702685047	0	0	0	0	0.000509832331116732	0	0	0.00167082628431685	0.015713723388218	0.00184460896802399	0	0.000190532821895781	0.00235130064823035	9.73601782214703e-05	0.00604575300246227	0	0.00121333813503961	0.00128033868779417	0.00166035744794895	0.000174829567343931	0	0.00688849433007822	0	0.00241097301552738	0.000564270280229812	0	0	0	0.00282135140114906	0	0	0	0	6.70005527545602e-05	0	0	0	0	6.17661345706102e-05	0.000224033098273061	0.027707869214921	0	0.0105557277097536	0	0.00014551682551381	0	0.043002839148423	0.0591290346895362	0.0019796569571699	0.0074255456357515	0.0185109964657208	0.00233664427731529	0	0.000354893552871811	0	0.0137455821510527	0.00293546171755917	0.00483660240196982	0.000835413142158423	0.00176818646253832	0.000319299509220951	0	0.000461675683824392	0	0	0.00320137016130383	0	0	0	0.00115575953501616	0.00192521900805682	0.000310924440126631	0	0	0	0	0.00200896969900002	7.64225054856703e-05	9.94539454950503e-05	0	8.16569236696203e-05	0	9.31726436743103e-05	0.00606878444247165	0	0	0	0	0	0	0	0	0.000262767792834291	0.0100867238404717	0	0	0	0	0	0	0	0	0	0.044273755883486	0	0	0.0001151572000469	0	0	0	0	0	0.00014761059278739	0	0.000231361283730591	0.00303177501214385	0	0	0.000176923334617511	0	0	0.000211470494631581	0	0	0	0	0	0.0093308738547093	0.000961039178573223	0.000673146178455972	3.66409272876501e-05	0.000244970771008861	0	0	6.90943200281402e-05	5.33910654762902e-05	0	0.000829131840337683	0	0	0	0	0.00295849315756855	0.00011829785095727	0	0	0	0	0	0.00521033986030385	0.000793537796686823	0	0	0.000517160516574262	0	0	0	9.00319927639403e-05	0	0.000676286829366342	0	0.00013714175641949	0.000408284618348101	0	0	0	0	4.92035309291302e-05	8.68913418535703e-05	0.00437597360178221	0.00198698514262743	0.00011829785095727	0	0.000339190298319961	0	0.00200478216445286	0.00822850538516943	0	0	0	0	0.00010364148004221	0	0.000350706018324651	0.00014237617460344	0	0	0	0.0001360948727827	0.000162266963702451	0	0	0	0	8.89851091271503e-05	0.00214297080450914	0.00013714175641949	0.00114424381501147	0.00136932379692132	0.000219845563725901	0	0	0	0.0034243563759401	0.00011829785095727	0	0	0	0	0.000775740774861393	0	0	0	0	0.00739832666119495	0.000385253178338721	0.0300340446558684	0.000496222843838462	0.000760037520309543	0.00012457915277801	0	0	0	0.00010782901458937	0	0	0	0.000512972982027102	0	0	0	0	0	0	0	0	0.00011411031641011	0.0001256260364148	6.28130182074002e-05	0.000373737458334031	0	5.65317163866602e-05	0	0.00133687040418083	0	0	0.00898226160365823	0.0196301150734494	7.43287382120902e-05	0	0.000213564261905161	8.27038073064103e-05	0	0	0	0	0	0	0	0	0	0.00248425487010268	0.000226126865546641	0	0.00010573524731579	0	0	7.11880873017202e-05	4.39691127451801e-05	0.000236595701914541	0	0	0	0	0.00014865747642418	0	0	8.06100400328303e-05	0.000187392170985411	0	0.000168548265523191	0	0	4.92035309291302e-05	6.90943200281402e-05	0.000406190851074521	0	0	0.000394675131069831	0	6.90943200281402e-05	0.000206236076447631	0.0011201654913653	0	0	0	0	0.000589395487512772	0	0.000182157752801461	0	5.44379491130802e-05	0	0.00182367129528819	0	0	0	0.000340237181956751	0	0	0	6.59536691177702e-05	0	0	0	0	0	0	0.00010259459640542	0.00417287817624495	0	0	5.86254836602402e-05	0	0	0.00255858360831477	0	0	0	0	0	0	0	0.00010364148004221	0	7.11880873017202e-05	0	0	0	0	0.000202048541900471	0	0	0.000430269174720691	0	0	0.00486172760925278	0	0.00170013902614697	0	0	0.000590442371149562	0.0383672384047168	0	0.029767089328487	0	0	0	0.0001256260364148	0	0	0	0	0	0	0.00891840170181404	0	0	0.00198907890990101	0	0.119486063885027	0.000104688363679	0	0	0	0	0	0	0.276868268538215	0	0	0.0187277013785364	0	0	0	0	6.38599018441902e-05	0	6.49067854809802e-05	0	0	0	0.00011096966549974	0	0	0	0	0	0	0	0.00277005410294635	0.00145307448786452	0	0.000168548265523191	0.000504597912932782	0	0.000984070618582603	0	0.0019796569571699	0	0	0	0	0	0	0	0.00349240381233145	5.23441818395002e-05	0.000811334818512253	0	0	5.12972982027102e-05	0	0	7.64225054856703e-05	0	0.000399909549253781	0	0	0	0	0	0	0.000239736352824911	0	0	0	0	0	0	0	0.00247483291737157	0	0	0.00015075124369776	0	0	0	0	0.00923246679285104	0.000279517931022931	7.95631563960403e-05	0.000292080534664411	0	0.000218798680089111	0	0	0	0.000846928862163113	0.000372690574697241	0	0.00015075124369776	4.50159963819702e-05	0	0.000198907890990101	0	0	0	0	0	0	0	0	6.59536691177702e-05	0	0	5.33910654762902e-05	0.000493082192928092	0	0.0125489941542018	0	0	0	8.16569236696203e-05	6.59536691177702e-05
NS13	0	0	0.000114978758665533	0	0.00769762965341834	0	0	0	0	0	0	0	0.0133514127519373	0.0214405649025357	0.00210629191520911	0	0	0	0	0	0	0	0	0	0.011297654235084	0.0464722336209785	0	0	0.0609119797954568	0.00278724370144378	0	0	0.000347909864582776	0.060167591452717	0	0	0	0	0.000144714644527308	0	0	0	0	0	0	0	0	0	0	0.0215139134209947	0	0.0734971978883556	0.000163547372239766	0.00251169115912465	0.0235230681090554	0.00413824411576379	0.00727637127037652	0	0	0	3.66742592295234e-05	0	0	0	0	0	0	0	0	0	0.0299935968725778	0	0	0	0.0864402378077912	0.00478053925037814	0	0	0	0	0	0.000301323643399327	0	0.000429187952604963	0.000450003072708206	0	0	0	0.208889642197997	0	4.3612632597271e-05	0	0	0	0	0.000431170344995748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165926243108708	0	0	0	7.83044994360094e-05	0.000296367662422365	0	0	0	0	0	0	0.00199131315654358	0.0358664343302785	0	9.51548347576823e-05	0	0.000363769003709056	0	0	0	0	0	0.0016830511397765	0.00183272176528078	0.00192589420764767	0.000812780880221869	0	0.00225298895212721	0	0.00108139504917324	0	0	0	0	0	0	0	0	0	0	0	0	0.0013262205094352	0	0	0	0.000174450530389084	0.000233922302112636	0	0	0.000175441726584477	0	3.56830630341308e-05	0	0.0340416421345608	0.00703055461391917	0	0	0	0	0.000401434459133972	0	0	0	0	0	0.00331158648880642	0.00130441419313656	0	0.000165529764630551	0	0	0.000150661821699664	0.000199230435273897	0.000230948713526458	0	0	0	0	0.000140749859745738	0.00707020246173487	0	0.0012062857697927	0	0	0	0	0	0.000830622411738935	0.00560025850396776	0	0	0	0	0	0.000152644214090449	0	0	0.000799895329681767	0.0110171457117879	0.00212215105433539	0.0162853534902992	0.0084449915847443	0.00737747328230655	0.00996152176369486	0	0	0	0	0	0	0	0	0	0	0	8.5242872803757e-05	0	0	0	0	0	0	0	0.00190408789134904	0	0	0	0.0377417775319611	0	0	0.0279527239062646	0.0128072460406668	0	0	0.000378636946639944	0	0	0	0	0	0	0	0	0	0	0	0	0.000757273893279888	0	0	0.000163547372239766	0.000270596561342159	0.000346918668387383	0	0	0.000656171881349851	0	0	0	0	0	0	0	0	0	0	8.22692842175795e-05	0	0	0	0	3.17182782525608e-05	0	0	0	0.000140749859745738	0	0	0	0	0	0	0.000602647286798654	0.000483703743351552	0	0	0	0	0	0	0	0.00357326228439005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146697036918093	0	0	0.00150661821699664	0	0	0	0	0	0	0	0	0	0	0	0	0.000797912937290981	0.000197248042883112	0	0	0	0	0	0	0	0	0.00221036751572533	0	0	0	0	0	0.000147688233113486	0	0	0	0	0	0	7.43397146544393e-05	0	0	0.000108040385297785	0	0	0	0	0	0.0346789812881982	0	0	0	0	0	0	0	0.000426214364018785	0	3.17182782525608e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000881173417703954	0	0	0	0.000134802682573383	0.0025582773803081	0	0	0.00183569535386695	0	0	0	0	0	0	0.00032610354828414	0	0	0	0	5.64981831373738e-05	0	0	5.64981831373738e-05	0	0	0	0	0	0	0	0.00011795234725171	0.00146597917298554	0	0	0	0	0	0.000324121155893355	0	0	0	8.5242872803757e-05	0.00120132978881574	0.00020022163146929	0	0	0	0	0.00043216154119114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000681942982430056	0	4.65862211834486e-05	0	0	0.000189318473319972	0	0	0	0	0	0	0.000111013973883963
