#Classification	SRR20002450_bracken_P.kreport
k__Bacteria	719068
k__Bacteria|p__Firmicutes	715768
k__Bacteria|p__Actinobacteria	425
k__Bacteria|p__Proteobacteria	2873
k__Bacteria|p__Bacteroidetes	1
k__Eukaryota	117
k__Eukaryota|k__Metazoa	107
k__Eukaryota|k__Metazoa|p__Chordata	107
k__Eukaryota|k__Fungi	8
k__Eukaryota|k__Fungi|p__Basidiomycota	8
k__Eukaryota|k__Viridiplantae	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2
k__Viruses	3
k__Viruses|k__Heunggongvirae	3
k__Viruses|k__Heunggongvirae|p__Uroviricota	3
