feature	Acetobacteraceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Akkermansiaceae	Alcaligenaceae	Alicyclobacillaceae	Atopobiaceae	Aurantimonadaceae	Azospirillaceae	Bacillaceae	Bacteroidaceae	Bifidobacteriaceae	Boseaceae	Bradyrhizobiaceae	Brevibacteriaceae	Brucellaceae	Burkholderiaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Caulobacteraceae	Chromatiaceae	Chromobacteriaceae	Chroococcidiopsidaceae	Clostridiaceae	Clostridiales.Family.XVII..Incertae.Sedis	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Cytophagaceae	Deinococcaceae	Dermabacteraceae	Dermacoccaceae	Dietziaceae	Ectothiorhodospiraceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erwiniaceae	Erysipelotrichaceae	Erythrobacteraceae	Eubacteriales.Family.XIII..Incertae.Sedis	Flavobacteriaceae	Fusobacteriaceae	Geodermatophilaceae	Gordoniaceae	Halieaceae	Halomonadaceae	Hydrogenophilaceae	Hymenobacteraceae	Intrasporangiaceae	Kytococcaceae	Lachnospiraceae	Lactobacillaceae	Lawsonellaceae	Leptotrichiaceae	Listeriaceae	Methylobacteriaceae	Methylococcaceae	Microbacteriaceae	Micrococcaceae	Micromonosporaceae	Miltoncostaeaceae	Moraxellaceae	Morganellaceae	Mycobacteriaceae	Mycoplasmataceae	Nakamurellaceae	Neisseriaceae	Nocardiaceae	Nocardioidaceae	Nocardiopsaceae	Odoribacteraceae	Ornithinimicrobiaceae	Oscillospiraceae	Oxalobacteraceae	Paenibacillaceae	Parachlamydiaceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Pseudonocardiaceae	Rhizobiaceae	Rhodanobacteraceae	Rhodobacteraceae	Rhodocyclaceae	Rikenellaceae	Selenomonadaceae	Shewanellaceae	Sinobacteraceae	Sphingobacteriaceae	Sphingomonadaceae	Staphylococcaceae	Stappiaceae	Streptococcaceae	Streptomycetaceae	Sutterellaceae	Synergistaceae	Tannerellaceae	Thermaceae	Thermoactinomycetaceae	Thioalkalispiraceae	Treponemataceae	Tsukamurellaceae	Veillonellaceae	Vibrionaceae	Weeksellaceae	Xanthobacteraceae	Xanthomonadaceae	Yersiniaceae	Zoogloeaceae
SRR20002340	0	1.16073915869626e-05	0.0004497864239948	0.000127681307456588	0.000101564676385923	0	0.00408870368650757	2.90184789674064e-06	0	3.77240226576284e-05	0.00257684093230569	0.000957609805924413	0.000177012721701179	0.000142190546940292	0	5.80369579348129e-05	0.000362730987092581	0	0.0156786841860897	0	5.80369579348129e-06	5.22332621413316e-05	0.00017991456959792	2.90184789674064e-06	2.03129352771845e-05	2.90184789674064e-06	0	0	0.00628540254434024	5.22332621413316e-05	0.00354315628192033	0	3.48221747608877e-05	8.70554369022193e-05	0.000380142074473024	0	6.67425016250348e-05	4.35277184511097e-05	0.00520881697464946	0.00164824960534869	0.000278577398087102	2.61166310706658e-05	8.70554369022193e-06	0	8.70554369022193e-06	0	0	0.000130583155353329	0	0.00062970099359272	7.54480453152568e-05	0	1.45092394837032e-05	8.1251741108738e-05	0.000188620113288142	0.00174401058594113	2.90184789674064e-06	0	0.00282059615563191	0.000557154796174204	2.90184789674064e-06	8.1251741108738e-05	0.00240853375429473	0	0	0.0837821524746959	0.000177012721701179	0.00143641470888662	0	0	0.000113172067972885	0.000124779459559848	7.25461974185161e-05	0	0	8.1251741108738e-05	0.000206031200668586	0.00170918841118024	0	1.16073915869626e-05	0.000420767945027393	0.000356927291299099	0	0	0.000243755223326214	0	4.64295663478503e-05	0.0222020382579627	0.747968706472282	5.22332621413316e-05	0.00142190546940292	0	0.00072256012628842	5.80369579348129e-06	8.70554369022193e-06	0	5.80369579348129e-06	2.90184789674064e-05	1.74110873804439e-05	0.00325297149224626	0.0805436902219333	0	0.00192392515553905	0	0	0	2.90184789674064e-06	0.000124779459559848	0	1.16073915869626e-05	0	0	7.83498932119974e-05	0	0.000266970006500139	5.80369579348129e-06	0.00111721144024515	8.70554369022193e-06	0
SRR20002343	4.03248020818957e-05	0.000172942284985032	0.000178053879615131	3.80529822462959e-05	0.000483897624982748	2.01624010409478e-05	0.000144544537040035	4.25966219174955e-06	5.67954958899939e-06	5.96352706844936e-06	0.00141761557741425	0.00158743411012533	0.000307547610244317	0.0004677109086541	2.8397747944997e-07	4.00408246024457e-05	0.000406939728051807	3.7769004766846e-05	0.00833786277413056	0	0	0.000313795114792217	0.000214119019505277	3.97568471229958e-06	2.55579731504973e-06	2.8397747944997e-07	0	1.41988739724985e-06	0.002324355669298	7.83777843281916e-05	0.00346793297904303	2.55579731504973e-06	5.08319688215446e-05	0	0.000429089971448904	3.09535452600467e-05	5.67954958899939e-06	1.47668289313984e-05	0.000616799085365334	0.00334724255027679	0.000227465961039426	2.75458155066471e-05	0	0	2.64099055888472e-05	0	0	0.000827794352596662	0	0.000420002692106505	0.00074714474843287	1.41988739724985e-06	1.9026491123148e-05	0.000292780781312919	0.000775258518898417	0.000483045692544398	1.98784235614979e-06	1.05071667396489e-05	0.000148520221752334	0.000331401718518115	0	0.000142272717204435	0.0019134402565339	0	0	0.0856725978203025	3.60651398901462e-05	0.000664791279392379	0	0	0.000120122473807337	8.66131312322408e-05	9.65523430129897e-06	0	0	5.02640138626446e-05	0.000491848994407348	0.000979722304102396	7.09943698624924e-06	7.38341446569921e-06	8.4057333917191e-05	6.73026626296428e-05	2.27181983559976e-06	4.82761715064949e-06	2.01624010409478e-05	5.96352706844936e-06	8.06496041637914e-05	0.0711059730119163	0.563001539725894	3.94728696435458e-05	0.00118730984158032	5.45236760543942e-05	7.15623248213924e-05	0	5.08319688215446e-05	0	0	7.95136942459915e-05	8.23534690404912e-06	0.00363377582704181	0.233589935383764	5.45236760543942e-05	0.00114414526470393	2.95336578627968e-05	0	0	2.52739956710473e-05	0.00596693479820276	1.98784235614979e-06	3.40772975339964e-06	2.8397747944997e-07	2.27181983559976e-06	7.26982347391922e-05	0	0.000204179807724528	1.98784235614979e-06	0.000273470312710321	7.38341446569921e-06	0
SRR20002345	3.51014282151704e-05	0	3.64779548118437e-05	0	0.000226897467351657	8.02973848059453e-06	0.0651792226157814	6.19436968503007e-06	2.29421099445558e-07	1.37652659667335e-05	0.00468248463968384	0.000817656798423969	9.58980195682433e-05	0.000225062098556092	0	1.83536879556446e-05	0.000170001034689159	1.05533705744957e-05	0.0107630614593889	2.7530531933467e-06	0	0.000170001034689159	0.000586400330182846	5.09314840769139e-05	1.60594769611891e-06	2.06478989501002e-06	6.88263298336674e-07	5.04726418780228e-06	0.00171239908626165	3.25777961212692e-05	0.00184156316524949	9.17684397782232e-07	3.41837438173881e-05	9.63568617671344e-06	0.000138340922965671	1.28475815689512e-05	0	1.10122127733868e-05	0.00422272475639494	0.000880977021870943	0.000424658455073728	7.80031738114897e-06	1.51417925634068e-05	0	1.00945283756046e-05	0	0	6.14848546514095e-05	1.83536879556446e-06	0.000618060441906333	0.000677251085563287	0	1.83536879556446e-05	2.52363209390114e-05	0.000331284067599386	0.000895889393334904	0	0	0.000293429586190869	0.000125263920297275	0	0.000131917132181196	0.00179017283897369	3.67073759112893e-06	0	0.0836875403924523	0.000103239494750501	0.000402404608427509	0	6.88263298336674e-07	2.93659007290314e-05	1.72065824584169e-05	4.12957979002004e-06	0	0	0	0.000120216656109472	0.000870194230197002	4.81784308835672e-06	5.04726418780228e-06	7.82325949109353e-05	0.00016220071730801	6.88263298336674e-07	3.67073759112893e-06	6.76792243364396e-05	2.29421099445558e-07	2.61540053367936e-05	0.202664175459421	0.520953831986211	2.34009521434469e-05	0.000517574000349179	0.000414793347797569	9.81922305626988e-05	0	1.58300558617435e-05	2.52363209390114e-06	0	5.87318014580629e-05	1.05533705744957e-05	0.00262411853545829	0.0809404521476912	0.000125722762496166	0.000690786930430575	5.50610638669339e-06	0	2.29421099445558e-06	0	0.00235500758580865	0	0	2.52363209390114e-06	4.58842198891116e-07	1.30770026683968e-05	8.7180017789312e-06	9.45214929715699e-05	8.25915958004009e-06	0.000451959565907749	0.00489607568326765	0
SRR20002351	3.47894710581355e-05	4.57756198133362e-07	0.00119520143332621	3.61627396525356e-05	0.000481101764238163	1.0070636358934e-05	0.00543265055944674	4.57756198133362e-06	1.37326859440009e-06	6.31703553424039e-05	1.23594173496008e-05	0.000689838590586976	0.000336450805628021	0.000118101099118407	4.57756198133362e-07	1.41904421421342e-05	0.000125882954486674	7.32409917013379e-05	0.0103544452017766	8.1022847069605e-05	6.86634297200043e-06	0.000447227805576294	0.000215603169320813	1.51059545384009e-05	1.23594173496008e-05	2.74653718880017e-06	0	0	0.00269023317642977	3.66204958506689e-06	0.00458625934909815	0	0	2.74653718880017e-05	0.000459129466727762	0	1.41904421421342e-05	4.39445950208027e-05	0.0102427526894321	0.00635182500529853	0.000328668950259754	0	0	0	0.00016753876851681	3.02119090768019e-05	0	2.60921032936016e-05	1.37326859440009e-06	0.000404198722951758	0.000193173115612279	4.57756198133362e-07	2.70076156898683e-05	3.66204958506689e-06	0.00026412532632295	0.00299601431678285	2.28878099066681e-06	0.000369867008091756	0.00144055875552569	0.000112608024740807	0	3.84515206432024e-05	0.00294932318457325	0	0	0.0726724585032563	0.000769030412864048	0.0005406100699955	0	0	0.00350595472150342	2.60921032936016e-05	8.23961156640051e-06	0	0	6.40858677386706e-06	0.000249477127982682	0.00137006430101315	0	5.9508305757337e-06	0.0021583204741988	0.000281520061852017	0	9.15512396266724e-07	2.88386404824018e-05	3.20429338693353e-06	0.000160214669346677	0.140711966525205	0.527253201890167	5.9508305757337e-06	0.000436699413019227	0	9.1093483428539e-05	2.60921032936016e-05	2.28878099066681e-06	0	0.00112333371021927	1.78524917272011e-05	3.20429338693353e-06	0.00323038549022713	0.168644707491501	1.09861487552007e-05	0.012219343952972	0	0	0	1.6479223132801e-05	1.28171735477341e-05	0	0	0	0	0.000252223665171482	0.00987380119373661	0.000230251367661081	1.83102479253345e-06	0.00043166409483976	4.11980578320026e-05	3.47894710581355e-05
SRR20002352	3.99584779294559e-06	0	9.20782317504854e-06	1.56359261463088e-06	6.08063794578677e-06	1.73732512736765e-07	2.36276217322e-05	1.56359261463088e-06	8.68662563683824e-07	0	5.03824286936618e-06	4.22170005950339e-05	1.38986010189412e-06	8.68662563683824e-06	3.4746502547353e-07	1.38986010189412e-06	1.12926133278897e-05	0	0.000895591103158023	0	1.38986010189412e-06	2.43225517831471e-06	1.66783212227294e-05	3.4746502547353e-07	1.73732512736765e-07	0	0	0	6.34123671489192e-05	0	8.80823839575398e-05	0	1.56359261463088e-06	1.73732512736765e-07	4.27381981332441e-05	0	1.21612758915735e-06	3.99584779294559e-06	0.000180855545758972	1.32036709679941e-05	9.55528820052207e-06	0	2.43225517831471e-06	0	0	0	0	4.34331281841912e-06	0	3.75262227511412e-05	2.60598769105147e-06	0	7.47049804768089e-06	1.38986010189412e-06	0	5.19460213082927e-05	0	0	1.61571236845191e-05	6.04589144323942e-05	0	1.68520537354662e-05	0.000109277750511425	1.73732512736765e-07	0	0.00366315003105469	0	3.37041074709324e-05	1.73732512736765e-07	0	5.55944040757647e-06	5.55944040757647e-06	8.68662563683824e-07	0	0	2.25852266557794e-06	1.21612758915735e-06	9.72902071325883e-05	0	1.04239507642059e-06	6.60183548399706e-06	4.34331281841912e-06	0	0	7.12303302220736e-06	3.4746502547353e-07	5.55944040757647e-06	0.00309243872671441	0.0350505344446423	6.94930050947059e-07	5.68105316649221e-05	0	2.55386793723044e-05	0	6.94930050947059e-07	0	5.38570789483971e-06	1.21612758915735e-06	3.4746502547353e-07	0.000190758298984968	0.955382884741508	2.43225517831471e-06	0.000392114281246878	0	0	0	0	1.38986010189412e-06	0	0	1.73732512736765e-07	0	1.04239507642059e-06	0	2.05004365029382e-05	3.4746502547353e-07	0.000187109916217496	1.91105764010441e-06	1.38986010189412e-06
SRR20002353	1.75586767078886e-06	0	1.31690075309164e-05	0	1.58028090370997e-05	5.26760301236658e-06	0.00253108324744214	0	0	4.47746256051159e-05	0.000337126592791461	0.00126334678913258	6.58450376545822e-05	7.28685083377376e-05	0	8.77933835394429e-06	5.26760301236658e-05	0.000137835612156925	0.0118055762845489	3.51173534157772e-06	0	1.40469413663109e-05	0.000150126685852447	0	8.77933835394429e-06	0	0	0	0.00324835519095939	5.17980962882713e-05	0.000240553870898074	8.77933835394429e-07	1.75586767078886e-06	0	0.0006303564938132	0	8.77933835394429e-06	4.38966917697215e-06	0.00053905137493218	0.000460915263582075	0.000409995101129199	0	7.90140451854986e-06	0	2.63380150618329e-06	0	5.5309831629849e-05	2.37042135556496e-05	0	0.000275671224313851	0	0	9.65727218933872e-06	1.75586767078886e-06	8.95492512102318e-05	0.000317812048412783	8.77933835394429e-07	0	0.000181732303926647	0.000314300313071206	0	2.4582147391044e-05	0.000787506650348803	0	0	0.0470844695260386	0.000157150156535603	0.000215093789671635	0	0	5.5309831629849e-05	3.95070225927493e-05	1.40469413663109e-05	0	0	5.26760301236658e-06	9.48168542225984e-05	0.00150741239537224	0	1.14131398601276e-05	1.49248752017053e-05	5.26760301236658e-06	0	7.90140451854986e-06	0.000173830899408097	1.75586767078886e-06	6.145536847761e-06	0.0141988239198341	0.873355410442847	1.14131398601276e-05	0.000542563110273757	0	0.000189633708445197	1.75586767078886e-06	7.02347068315544e-06	0	9.65727218933872e-06	7.46243760085265e-05	0	0.00197535112963747	0.0331174201387487	0	0.000216849657342424	0	0	0	9.65727218933872e-06	1.8436610543283e-05	0	0	0	0	6.145536847761e-06	6.145536847761e-06	0.000162417759547969	6.145536847761e-06	0.00226858103065921	0.000205436517482296	0
SRR20002355	0	0	0.000106082505668784	0.000101662401265918	6.18814616401239e-05	0	0.00324214657950221	1.1050261007165e-05	0	0	0.000296146994992022	0.000249735898761929	3.9780939625794e-05	7.73518270501549e-05	0	3.0940730820062e-05	0.000141443340891712	0.000108292557870217	0.0180870672165277	0	0	1.3260313208598e-05	0.000342558091222115	4.420104402866e-06	2.210052201433e-06	0	0	0	0.00273825467757548	1.3260313208598e-05	0.00103872453467351	0	1.1050261007165e-05	2.210052201433e-06	0.000234265533351898	5.74613572372579e-05	3.3150783021495e-05	0	0.000223215272344733	0.000183434332718939	4.1990991827227e-05	0	0	0	0	0	0	4.6411096230093e-05	0	0.00074478759188292	5.9671409438691e-05	0	1.7680417611464e-05	0	1.5470365410031e-05	0.00141222335671569	0	0	0.000548092945955383	0.000201114750330403	0	1.7680417611464e-05	0.00257913091907231	0	2.210052201433e-06	0.093807875742025	0.000262996211970527	0.000304987203797754	0	0	5.0831200632959e-05	5.9671409438691e-05	8.84020880573199e-06	0	0	4.420104402866e-06	6.85116182444229e-05	0.00194705598946247	0	4.420104402866e-06	1.9890469812897e-05	8.84020880573199e-06	0	4.420104402866e-06	0	1.5470365410031e-05	1.5470365410031e-05	0.0547761438125169	0.671681275111718	4.420104402866e-06	0.00102325416926348	0	0.000196694645927537	0	1.1050261007165e-05	1.1050261007165e-05	0	5.9671409438691e-05	2.8730678618629e-05	0.00407312620724101	0.136724879441652	0	0.000143653393093145	0	0	0	1.1050261007165e-05	1.3260313208598e-05	0	0	0	0	1.3260313208598e-05	0	0.000601134198789775	4.420104402866e-06	0.000881810828371766	1.9890469812897e-05	0
SRR20002356	0	0	2.83447053899568e-05	2.23139170091149e-05	0	6.03078838084187e-07	6.63386721892606e-06	0	0	3.61847302850512e-06	4.70401493705666e-05	6.57355933511764e-05	1.26646555997679e-05	8.44310373317862e-06	0	0	4.22155186658931e-06	0	0.000517441643076233	0	0	1.08554190855154e-05	0.000194191385863108	0	0	0	4.10093609897247e-05	0	0.000225551485443486	2.41231535233675e-06	0.000717060738482099	1.20615767616837e-06	0	1.08554190855154e-05	4.8246307046735e-06	3.31693360946303e-05	0	0	0.00774654767519139	0.000556641767551705	6.63386721892606e-06	0	4.8246307046735e-06	0	0	0	6.03078838084187e-07	1.08554190855154e-05	0	1.80923651425256e-05	5.36740165894927e-05	0	0	5.42770954275769e-06	3.01539419042094e-06	3.49785726088829e-05	1.20615767616837e-06	0	4.8246307046735e-06	1.80923651425256e-06	0	1.08554190855154e-05	0.000205046804948624	0	0	0.0126369139732161	1.56800497901889e-05	8.02094854651969e-05	1.26646555997679e-05	0	0	1.20615767616837e-05	0	0	0	1.80923651425256e-06	5.12617012371559e-05	5.72924896179978e-05	0	0	2.11077593329466e-05	5.42770954275769e-06	0	0	0	0	0	0.0046720517586382	0.920951441298115	0	6.93540663796816e-05	5.42770954275769e-06	1.86954439806098e-05	0	2.41231535233675e-06	0	4.22155186658931e-05	0	0	0.00022615456428157	0.0464521475034345	1.80923651425256e-06	0.00338085996629995	0	0	0	0	0.000572321817341894	0	0	1.20615767616837e-06	0	0	7.84002489509444e-06	5.18647800752401e-05	6.03078838084187e-07	2.59323900376201e-05	0	0
SRR20002360	0	1.35831219145561e-05	0.000280717852900827	0	0.000175071349120946	0.000104137268011597	0.000754617884142007	3.01847153656803e-06	0	1.81108292194082e-05	0.00114400071235928	0.00285547407359335	0.000313921039803075	0.000324485690181063	0	0.000111683446853017	7.54617884142007e-05	4.22586015119524e-05	0.00794763555578362	0	0	0	0.00020676530025491	9.05541460970408e-06	4.52770730485204e-06	1.50923576828401e-06	0	0	0.00127530422419999	0.000105646503779881	0.00163450233705159	0	4.52770730485204e-06	0	0.000102628032243313	8.14987314873368e-05	3.32031869022483e-05	4.22586015119524e-05	0.00045880767355834	7.09340811093487e-05	4.98047803533725e-05	0	0	0	2.41477722925442e-05	6.03694307313606e-06	4.52770730485204e-06	0.000162997462974674	0	0.000546343348118813	0.000120738861462721	0	4.67863088168044e-05	0.000110174211084733	0.000105646503779881	0.000274680909827691	1.50923576828401e-06	0	3.32031869022483e-05	0.000241477722925442	0	5.73509591947925e-05	0.00341690977939501	3.47124226705323e-05	6.03694307313606e-06	0.0818111432913716	4.22586015119524e-05	0.000808950371800232	0	0	7.39525526459167e-05	0.000274680909827691	0	0	1.50923576828401e-06	3.16939511339643e-05	0.00039089206398556	0.000774237949129699	1.35831219145561e-05	0	2.26385365242602e-05	1.50923576828401e-05	0	0	4.37678372802364e-05	4.52770730485204e-06	0.000105646503779881	0.0379482241577332	0.466802095422941	1.66015934511242e-05	0.000502575510838577	0.000185635999498934	0.000135831219145561	0	0.000102628032243313	1.50923576828401e-05	0	3.62216584388163e-05	6.03694307313606e-06	0.00269549508215525	0.382434306740096	0	0.000309393332498223	1.50923576828401e-05	3.01847153656803e-06	0	1.66015934511242e-05	0.000114701918389585	0	0	1.50923576828401e-05	0	3.32031869022483e-05	0	4.98047803533725e-05	3.01847153656803e-06	0.000600675835777038	8.90449103287568e-05	1.66015934511242e-05
SRR20002363	1.33159186481071e-06	0	2.18761520647473e-06	3.04363854813876e-06	0	0	5.6021972026679e-05	0	0	0	1.38866008758831e-05	8.56023341664026e-07	1.99738779721606e-06	4.56545782220814e-06	0	7.6090963703469e-07	1.42670556944004e-06	3.80454818517345e-07	0.000579432688601916	0	1.61693297869872e-06	5.70682227776017e-07	1.0177166395339e-05	0	0	0	0	0	6.51528876710953e-05	1.61693297869872e-06	2.19712657693767e-05	0	0	9.51137046293362e-08	9.9869389860803e-06	1.14136445555203e-06	6.65795932405353e-07	6.65795932405353e-07	2.76780880471368e-05	1.52181927406938e-05	2.85341113888009e-07	0	2.85341113888009e-07	0	0	0	0	3.99477559443212e-06	0	2.3778426157334e-05	1.90227409258672e-07	0	6.65795932405353e-07	8.56023341664026e-07	9.51137046293362e-07	2.35881987480754e-05	0	0	6.37261821016552e-06	1.1889213078667e-05	0	1.52181927406938e-06	2.22566068832647e-05	0	0	0.00145619081787514	2.28272891110407e-06	0.000146760446243066	0	0	0	1.99738779721606e-06	9.51137046293362e-07	0	0	1.90227409258672e-07	2.85341113888009e-07	7.56153951803223e-05	3.80454818517345e-07	9.51137046293362e-07	7.6090963703469e-07	3.80454818517345e-07	0	3.23386595739743e-06	5.70682227776017e-07	0	4.75568523146681e-07	0.000567828816637137	0.0246072469794741	1.90227409258672e-07	3.08168402999049e-05	4.37523041294946e-06	1.14136445555203e-05	1.71204668332805e-06	4.75568523146681e-07	0	0	7.51398266571756e-06	4.75568523146681e-07	0.000152752609634714	0.97109751323317	0	0.000882274724141722	0	0	0	7.6090963703469e-07	3.80454818517345e-07	0	2.85341113888009e-07	0	0	2.85341113888009e-07	0	1.43621693990298e-05	0	9.13091564441627e-06	9.51137046293362e-08	0
