feature	Acetobacteraceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Akkermansiaceae	Alcaligenaceae	Alicyclobacillaceae	Atopobiaceae	Aurantimonadaceae	Azospirillaceae	Bacillaceae	Bacteroidaceae	Bifidobacteriaceae	Boseaceae	Bradyrhizobiaceae	Brevibacteriaceae	Brucellaceae	Burkholderiaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Caulobacteraceae	Chromatiaceae	Chromobacteriaceae	Chroococcidiopsidaceae	Clostridiaceae	Clostridiales.Family.XVII..Incertae.Sedis	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Cytophagaceae	Deinococcaceae	Dermabacteraceae	Dermacoccaceae	Dietziaceae	Ectothiorhodospiraceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erwiniaceae	Erysipelotrichaceae	Erythrobacteraceae	Eubacteriales.Family.XIII..Incertae.Sedis	Flavobacteriaceae	Fusobacteriaceae	Geodermatophilaceae	Gordoniaceae	Halieaceae	Halomonadaceae	Hydrogenophilaceae	Hymenobacteraceae	Intrasporangiaceae	Kytococcaceae	Lachnospiraceae	Lactobacillaceae	Lawsonellaceae	Leptotrichiaceae	Listeriaceae	Methylobacteriaceae	Methylococcaceae	Microbacteriaceae	Micrococcaceae	Micromonosporaceae	Miltoncostaeaceae	Moraxellaceae	Morganellaceae	Mycobacteriaceae	Mycoplasmataceae	Nakamurellaceae	Neisseriaceae	Nocardiaceae	Nocardioidaceae	Nocardiopsaceae	Odoribacteraceae	Ornithinimicrobiaceae	Oscillospiraceae	Oxalobacteraceae	Paenibacillaceae	Parachlamydiaceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Pseudonocardiaceae	Rhizobiaceae	Rhodanobacteraceae	Rhodobacteraceae	Rhodocyclaceae	Rikenellaceae	Selenomonadaceae	Shewanellaceae	Sinobacteraceae	Sphingobacteriaceae	Sphingomonadaceae	Staphylococcaceae	Stappiaceae	Streptococcaceae	Streptomycetaceae	Sutterellaceae	Synergistaceae	Tannerellaceae	Thermaceae	Thermoactinomycetaceae	Thioalkalispiraceae	Treponemataceae	Tsukamurellaceae	Veillonellaceae	Vibrionaceae	Weeksellaceae	Xanthobacteraceae	Xanthomonadaceae	Yersiniaceae	Zoogloeaceae
SRR20002403	0	0	14	0	0	0	220	2	0	0	14	10	2	3	0	5	4	0	1943	0	0	1	19	1	2	0	0	0	143	0	52	0	1	0	45	1	0	1	35	0	0	0	0	0	0	0	0	0	0	23	8	0	3	0	3	30	0	0	3	35	0	8	97	0	0	3013	5	293	0	0	1	10	4	3	0	5	1	204	0	2	18	0	0	0	7	1	6	645	32991	0	127	11	9	0	0	0	16	0	0	197	4112	0	17	0	0	0	0	21	0	0	0	0	0	0	4	0	60	2	0
SRR20002406	0	6	223	16	0	37	113	2	0	42	2128	129	377	325	0	16	446	0	4886	0	0	7	163	0	5	6	0	0	1804	210	2836	0	146	27	277	15	0	49	1677	210	2651	0	0	0	1	0	0	57	0	251	495	0	31	147	147	164	2	0	65	82	0	339	2658	0	0	58197	7	431	0	0	230	178	5	0	3	13	545	425	5	1	113	35	16	2	11	0	108	84195	379193	5	315	59	153	2	113	0	45	16	1	1379	274247	0	196	90	0	0	74	1238	0	15	0	0	13	0	26	40	881	0	0
SRR20002410	0	1	337	0	0	0	1453	1	3	0	62	348	72	90	0	14	21	11	4132	2	0	18	546	5	1	0	0	0	3594	0	693774	0	2	44	1849	0	0	6	356	1069	8	0	0	5	1	0	0	74	2	166	157	0	7	0	39	232	7	5	110	64	0	31	673	4	0	27899	260	310	0	14	34	0	4	0	0	11	87	511	32	2	71	78	0	1	23	11	176	6121	235896	0	425	0	24	0	9	0	0	49	6	1072	42650	0	988	0	0	16	10	26	8	0	0	7	20	0	106	0	85	3	0
SRR20002412	0	1	13174	389	0	7	273	1	9	0	77	1386	92	73697	0	7	318	55	7663	65	16	173	157	3	0	0	30	0	1037	295	47513	0	3	193	847	16	9	15	4532	1199	24	0	0	14	8	16	4	259	0	343	323	0	15	6	652	7221	43	41	373	143	0	41	11764	0	2	39461	385	440	21	0	1511	38	7	0	8	182	966	845	5	3	726	165	0	17	17	9	672	44913	307378	0	406	20	108	5	22	0	0	8	2	1314	1176720	7	24771	0	4	2	67	46	0	0	6	6	272	0	105	0	353	8	0
SRR20002416	7	0	22	0	0	1	2148	0	1	0	18	6	14	17	1	12	10	0	3463	0	0	0	32	2	0	0	0	0	413	0	236	0	7	0	79	17	0	0	74	57	9	0	3	0	5	0	0	9	0	150	62	0	0	18	0	47	0	2	39	51	0	18	257	0	0	16074	133	256	0	0	11	11	0	0	0	3	18	501	0	1	11	4	0	1	11	0	0	3495	139328	0	161	0	62	0	0	0	0	25	0	374	15123	4	53	0	0	0	0	5	0	0	0	5	0	3	9	0	1047	6	0
SRR20002417	0	0	31	0	0	0	116	0	0	24	48	4	13	5	0	3	36	0	3313	0	0	0	52	0	0	0	0	0	418	13	40	0	0	0	63	0	0	0	123	9	49	0	0	0	0	0	1	10	0	73	5	0	7	1	18	21	0	0	118	70	0	41	230	0	0	6318	7	147	0	0	53	0	3	0	0	25	22	329	0	0	44	0	0	0	85	0	8	2252	91562	2	339	0	77	0	1	0	0	0	0	341	2315	0	94	0	0	0	0	4	0	0	0	11	8	0	36	1	261	0	0
SRR20002419	0	0	356	153	0	11	1706	1	17	0	44	182	67	179	0	33	81	123	18069	3	4	90	252	0	9	0	21	0	2101	32	2707	0	11	22	1431	0	34	0	10924	2681	21	0	13	0	133	0	48	63	0	514	128	0	46	0	45	2825	0	0	1270	163	0	131	1380	0	0	54104	5347	464	7	0	51	226	6	0	9	160	224	1184	0	4	112	3	17	5	33	1	21	128523	708712	4	835	0	144	0	10	0	0	64	25	3101	224823	27	413	0	0	0	5	11	0	0	0	0	8	6	261	8	165	44	0
SRR20002420	2	0	33	0	0	0	62	1	0	0	57	50	9	12	0	10	82	0	5791	0	0	0	96	0	2	0	2	0	910	0	509	0	0	0	79	59	0	0	32	100	0	0	0	0	1	0	0	16	0	89	12	3	1	0	48	1020	0	0	44	52	0	0	615	0	0	14802	85	383	3	0	0	2	3	0	0	12	95	616	0	0	18	6	0	0	63	0	0	10710	527234	9	290	50	137	0	9	0	0	43	0	717	3321	15	128	14	0	0	0	26	0	0	0	0	0	0	177	3	266	7	0
SRR20002421	25	0	29	2	0	0	1705	0	0	0	25	29	4	8	0	10	10	0	3114	0	10	48	159	0	3	6	0	0	411	13	161	0	0	0	127	3	7	0	166	90	9	62	0	0	2	0	0	7	0	104	24	0	0	3	6	109	0	0	88	128	5	7	429	0	0	34551	4566	242	0	0	0	23	14	0	0	7	11	428	0	0	19	0	0	0	0	0	8	8774	137320	0	143	0	0	0	3	0	8	0	0	722	410425	0	575	0	0	0	5	1	0	0	0	1	1	0	35	0	205	83	0
SRR20002422	17	0	862	10	54	27	258	3	1	0	59	679	1025	245	0	24	36	118	12357	3	1	87	402	0	1	0	0	0	2718	35	1913	0	18	2	651	11	0	13	2055	11846	0	219	9	14	4	0	0	203	2	504	24	0	5	5	1370	1857	6	0	630	281	0	294	3283	0	0	125734	241	1056	0	7	57	77	27	0	6	13	136	1474	0	19	2254	32	0	10	131	0	31	1449257	624545	7	1146	33	114	0	56	3	179	8	8	4829	4423424	19	8251	52	0	0	85	191	0	4	0	0	81	5	526	0	641	84	4
SRR20002425	21	29	458	40	197	99	1476	15	19	27	8009	2271	1925	881	8	65	919	218	24067	16	0	31	507	3	31	0	15	0	6890	255	4390	2	40	119	937	71	8	60	4777	1039	1334	12	6	0	56	0	0	344	0	1463	156	0	85	153	860	1237	0	34	302	581	0	742	4383	0	0	325181	512	903	8	0	308	385	120	18	21	8	1737	2541	16	38	133	320	22	42	35	71	344	38150	1160903	62	2105	147	346	22	363	0	277	122	5	9147	1007038	58	1939	103	0	0	252	586	0	0	7	9	44	83	397	6	1042	1230	3
SRR20002427	0	0	204	253	1082	126	276	2	51	0	1307	868	75435	23814	0	7	110	20	10318	21	0	188	178	4	3	0	0	0	3318	129	56786	0	10	0	2309	0	0	83	0	3671	54	0	0	15	36	122	0	35	0	475	53	1	12	4	213	20709	0	51	942	81	0	58	6078	10	0	121037	372	309	449	0	85	0	7	0	0	0	1330	898	0	2	83	623	1535	4	61	3323	170430	16255	566162	0	697	0	114	0	1425	9	31	72	0	4631	135870	13	27480	0	0	3	747	9	0	0	222	2	170	357	0	2	224	8	0
SRR20002430	8	30	738	2366	0	73	1527	0	0	73	341	419	2889	646	0	106	426	79	27164	13	22	1996	171	108	0	0	78	0	9751	331	10404	0	47	6	8238	29	2201	57	8201	474	274	104	0	0	172	142	14	1347	0	926	54	4	270	22	2380	1619	0	27	550	386	0	232	23566	0	5	186573	448	1588	0	0	22224	314	16	2	0	38	1136	1488	27	29	25055	202	0	0	81	29	92	103177	1689627	45	1059	31	84	0	179	5	171	0	11	4919	567827	20	11092	0	10	0	86	54	0	0	0	47	135	596	1101	10	1126	1130	0
SRR20002432	0	0	7	0	0	0	8	0	0	0	0	4	0	3	0	0	0	0	269	0	0	0	0	0	0	0	0	1	9	0	48	0	0	0	5	0	0	0	62	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	6	114	461	0	4	0	2	0	0	0	0	0	0	0	569	0	0	0	0	35	0	34	0	0	0	0	0	0	0	0	0	0	0
SRR20002433	48	0	410	10	121	41	389	9	29	0	381	2184	1196	834	0	40	251	746	24173	11	0	62	486	0	12	0	0	0	6774	540	4679	0	18	121	325	16	54	27	10044	14267	279	22	71	4	33	9	4	334	0	678	129	0	36	0	606	5881	0	1	3797	380	6	125	1568	0	0	301846	189	1433	0	0	128	152	7	0	0	34	1344	2207	0	21	266	468	0	0	9	2	55	350449	1492722	0	2032	118	12107	0	141	0	232	11	0	8735	313431	453	1065	70	19	0	50	135	0	0	1	0	49	103	527	25	1126	27	7
SRR20002435	0	0	30	0	0	5	0	0	0	22	260	69	82	536	0	0	3	29	525	84	0	7	0	0	0	0	73	0	151	55	2165322	0	2	251	2	0	0	42	89415	0	8	0	0	0	0	0	0	41	0	0	78	0	0	4	189	16122	28	0	0	0	0	11	102	0	0	12713	39	50	0	0	0	73	6	0	1	0	430	49	0	0	15	43	0	1	0	0	19	4704	23875	0	12	0	106	0	12	0	0	10	0	104	26045	0	60	0	7	346	11	310	0	0	0	0	11	0	0	0	28	0	0
SRR20002439	0	0	12	0	4	0	22	0	0	0	23	3	2	810	1	0	15	0	1280	0	0	3	0	3	0	0	0	0	158	1	115	0	2	0	44	1	3	0	79	18	4	0	0	0	1	0	1	4	0	34	19	0	3	6	0	579	1	0	10	17	0	16	1775	0	0	2567	19	58	0	0	0	24	0	0	0	15	3	246	0	0	1	0	0	0	2	0	10	3097	24559	2	66	5	14	0	0	0	0	2	2	210	2479	0	42	0	0	0	2	8	0	0	0	0	0	0	15	0	39	34	0
SRR20002441	0	0	17	0	6	0	0	0	0	0	12	4	14	107	0	0	0	4	97	0	0	0	10	0	0	0	0	1	7	0	122	0	0	0	1	0	0	0	10742235	0	11	0	0	0	0	0	0	0	0	0	10	0	0	0	7	407	0	1	0	2	0	0	13	0	0	585	0	0	2	0	0	10	0	0	0	0	3	13	0	1	1	4	0	0	0	1	17	166	3300	0	4	0	4	0	2	0	14	1	0	32	8722	0	0	0	0	0	0	112	0	0	0	0	1	0	1	0	4	0	0
SRR20002442	0	0	34	0	41	7	575	5	24	64	423	22	37	61	0	22	38	0	17844	0	0	22	234	0	13	1	0	0	2680	0	807	0	0	3	192	3	66	51	252	143	0	0	31	0	0	0	4	29	0	476	25	0	29	23	51	173	0	10	38	303	0	16	1130	0	0	60296	92	356	0	0	28	13	3	0	0	15	61	1776	0	13	12	2	0	0	16	1	33	10135	1539454	4	995	0	127	0	24	1	0	108	0	2929	19973	0	101	0	0	0	29	5	0	0	0	0	8	0	238	0	165	0	79
SRR20002443	0	1	1450	0	0	2	1652	4	0	0	12	1086	77	1670	0	12	3313	38	16227	1179	2	46	113	2	2	0	0	0	3591	30	507336	0	18	1007	567	0	12	0	8836	5379	18	0	69	0	1	48860	0	61	0	487	2629	0	3	0	328	4855	138	211	1270	226	0	67	1397	0	4	81514	413	340	9	0	44	0	60	8	1	31	114	1150	0	4	78	12	0	13	15	31	217	223498	655298	3	437	51	112	0	7	0	36	21	5	3756	769159	13	305	0	0	56	26	19	0	11	8	0	24	7	237	1	330	871	0
SRR20002446	5	0	437	111	13	4	46944	0	8	58	73	155	55	251	0	5	84	13	9310	7	12	165	624	0	27	0	0	0	1904	78	5966	0	25	190	319	0	0	7	3002	82397	183	0	11	0	0	29	0	37	0	307	243	0	13	5	96	1398	0	11	86	152	0	15	5291	0	0	51027	34	572	0	0	169	41	22	0	0	9	285	1089	0	5	232	235	0	0	7	8	34	196977	378537	0	429	3020	230	6	11	0	119	26	10	1122	740345	43	310688	0	0	0	4	89	0	0	0	0	88	0	69	1	629	0	0
SRR20002448	8	3	235	62	0	10	2490	3	0	1	48	773	643	446	0	27	39	40	21462	12	0	426	181	0	0	0	0	0	2898	0	5820	0	42	44	523	6	0	0	5035	11427	47	11	0	0	24	12	0	68	0	946	7	0	60	3	141	3827	5	13	1192	193	0	258	10579	0	0	93371	14952	970	0	42	525	28	23	0	0	2	115	2165	0	16	189941	1126	37	2	342	14	230	108713	1484960	15	792	0	80	0	8	0	0	20	22	3343	158010	109	33560	0	0	7	10	13	171	0	0	21	76	79	360	1	516	14	0
SRR20002450	0	0	11	1	0	0	735	0	0	0	4	1	0	2	0	0	2	0	308	0	0	0	14	0	0	0	0	0	29	0	58	0	0	0	2	0	0	0	19	15	0	0	0	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	7	0	7	19	0	0	2736	8	22	0	0	9	0	0	0	0	0	1	24	0	0	3	0	0	6	0	0	0	4467	8588	0	19	0	63	0	0	0	0	0	0	18	2230568	0	13	0	0	0	0	4	2	0	0	0	0	0	0	0	5	0	0
SRR20002455	296	0	266	14	69	3	886	5	0	0	173	472	771	69	0	12	85	186	25360	0	2	20	55	0	2	0	0	0	3314	52	1509	0	0	0	1186	0	84	46	3541	8345	43	0	37	0	11	0	10	62	0	601	30	0	46	32	301	2216	1	8	1220	312	0	57	863	15	0	115826	426	649	0	0	86	15	23	1	0	179	119	2884	11	24	77	139	0	13	28	2	43	66915	1424837	2	767	0	119	0	13	2	0	62	2	5492	129282	130	1260	3	0	0	0	16	0	0	0	0	20	0	361	4	417	0	0
SRR20002456	26	0	13	0	0	3	155	2	0	0	100	51	35	15	0	1	17	0	8749	0	0	51	82	0	0	0	0	0	1239	26	1771	0	0	0	224	0	0	0	555	694	39	0	0	0	2	0	0	13	0	212	0	4	0	18	10	6375	0	12	282	173	0	55	490	0	0	36668	76	356	0	0	0	62	14	1	0	0	26	979	0	0	7	100	0	0	17	0	0	6514	643449	0	276	0	26	0	1	0	0	38	4	1214	37382	0	479	46	0	0	0	3	0	0	0	0	0	0	108	0	454	7	0
SRR20002459	0	1	388	16	330	1	180	1	0	193	63	0	0	51	0	9	52	21	10200	0	6	3	342	0	2	0	0	0	2600	47	386	0	34	2	212	0	0	5	1245	1080	0	0	0	0	25	0	6	80	0	278	62	0	12	22	24	425	0	0	246	121	0	86	1552	0	0	72566	42	580	0	0	157	53	9	0	0	19	83	939	0	0	224	0	0	3	42	0	11	12674	647003	1	840	0	375	0	13	0	0	12	0	1422	655428	8	529	0	0	0	2	4	12	0	0	9	28	0	407	0	253	83	0
SRR20002464	0	75	269	148	0	415	240	4	5	0	11867	469	4703	2642	0	92	228	57	6163	7	0	100	129	0	2	0	182	0	1510	929	3493	9	17	0	258	0	42	477	1935	511	38	50	5	3	6	0	0	173	0	392	478	12	46	194	2395	937	2	0	444	249	0	75	1135	0	0	29446	25	656	0	2	68	19	23	0	80	9	6614	808	13	3	33	0	20	2	12	0	403	13153	276596	17	461	0	517	0	1012	3	0	27	14	3350	87471	0	378	0	21	16	638	1957	0	0	0	7	2	4	112	11	401	0	0
SRR20002465	64	0	2794	0	0	9	662	0	0	11	31	0	290	10854	0	2	56	9	3621	5	0	0	116	0	5	0	0	0	19635	16	462911	0	0	19	795	17	0	22	3842	517	0	5	0	0	0	0	3	78	0	111	113	1	8	21	23	590	11	0	517	70	0	7	349	0	0	21055	1623	533	0	0	2	26	3	0	0	2	20	364	0	1	18	3	0	0	30	3	287	7259	142468	0	127	0	396	0	14	0	0	22	0	959	17940	0	1816	0	0	0	0	15	3	0	1	14	1	0	91	0	112	0	0
SRR20002466	41	0	110	4	1574	15	2411	0	0	64	1128	233	554	213	0	26	93	44	14789	0	0	39	239	0	17	5	103	0	1865	104	862	0	34	1	458	66	0	50	970	1672	0	0	1	0	0	0	0	131	31	391	209	0	39	37	458	1216	0	0	38	229	0	169	4227	0	0	69784	260	551	0	0	176	56	39	0	0	124	236	1913	0	0	42	0	0	6	72	0	35	38149	1069971	7	734	96	172	0	39	2	0	18	25	4139	910708	21	465	4	0	0	47	175	2	0	0	19	9	0	316	4	141	12	0
SRR20002468	0	0	0	0	0	0	530	0	0	0	0	5	0	0	0	0	0	0	18	718	0	0	3	0	0	0	0	0	11	0	1413460	0	0	158	0	0	0	0	1015240	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	3	0	0	10	1672171	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	201	66	793	0	0	0	0	0	0	0	0	0	0	0	13385	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR20002473	0	0	220	0	0	9	128	1	3	0	58	0	188	120	0	27	15	10	5986	0	0	6	317	0	8	2	0	0	811	15	622	0	0	0	201	0	26	0	917	411	35	5	0	0	0	0	0	17	0	345	67	0	1	0	2	533	0	0	108	116	0	23	681	0	0	11749	37	288	0	0	110	44	3	0	0	0	137	723	6	3	106	2	0	2	10	4	17	8239	258136	0	372	0	42	0	4	0	0	62	0	1475	7680051	0	6303	0	0	0	23	28	0	0	0	0	10	2	19	1	234	0	6
SRR20002474	29	7	155	467	57	0	9478	0	0	26	858	888	1845	360	0	119	698	0	24694	0	0	67	436	17	0	0	22	0	3257	14	1192	0	0	55	661	25	13	266	2886	5180	66	0	67	0	1	0	11	44	0	563	424	4	79	531	629	1710	0	8	2074	647	0	205	18878	0	1	82148	1704	1235	0	0	0	36	40	0	27	0	1755	1892	0	0	123	60	0	16	0	7	27	29523	1059474	4	619	30	231	0	197	2	0	78	3	6797	225192	10	2078	0	0	0	143	78	0	0	0	16	27	0	325	0	943	69	21
SRR20002475	71	1	708	109	0	2	12033	0	0	15	498	364	200	281	0	101	146	158	24103	0	0	186	308	5	17	0	0	0	31939	127	1785	29	127	44	901	6	167	26	31401	2044	82	39	44	2	2	16	0	88	0	900	430	0	260	141	311	1363	205	0	296	454	5	233	2867	0	0	114229	475	2839	0	0	154	32	335	0	1	2387	360	2154	0	7	295	34	0	0	114	2	79	117503	1731048	8	1866	0	316	0	44	0	0	43	6	5563	225755	41	28054	38	0	0	10	152	0	0	0	38	56	0	1492	7	4681	109	0
SRR20002477	46	36	1288	85	256	186	279	2	0	0	1224	832	507	230	0	49	488	194	18740	11	0	29	344	0	0	6	0	0	2443	181	2796	0	14	15	1770	13	65	20	5015	336	96	42	24	0	38	0	0	67	3	704	866	0	62	99	649	958	7	0	83	353	0	170	9845	0	0	88547	416	2328	0	0	3091	250	58	0	12	21	1315	1859	8	18	763	269	125	3	94	1	208	39047	1022112	9	1270	0	134	0	101	0	0	30	41	5406	74065	0	5951	0	16	0	120	2265	2	12	0	159	28	0	549	0	447	239	88
SRR20002478	25	4	33	0	32	0	253	0	0	0	405	374	52	68	0	7	41	46	2698	0	0	2	165	0	0	0	1	0	678	7	395	0	0	2	27	4	0	0	473	216	55	0	0	0	1	0	0	18	0	153	67	0	7	64	16	128	1	0	49	67	0	58	683	0	0	37839	0	94	0	0	5	23	0	0	0	9	79	258	0	3	25	0	0	3	61	0	5	4553	250537	10	203	0	28	0	12	0	16	0	3	1239	134349	22	129	23	0	0	7	871	0	0	0	0	0	0	54	0	411	0	0
SRR20002479	1	0	21	0	0	0	0	0	0	0	17	0	0	8	0	0	9	44	1647	0	2	0	42	0	1	1	1	0	167	0	45	0	0	2	87	0	4	13	435	0	148	0	0	0	0	0	2	12	0	106	0	0	16	0	5	22	1	0	0	31	0	24	209	0	0	12826	4	138	0	0	15	21	10	0	0	6	0	218	0	3	5	0	0	0	3	4	9	2583	39347	32	87	17	16	1	0	0	0	0	3	233	165309	18	23	36	0	0	4	18	0	0	0	1	0	0	22	1	42	12	0
SRR20002481	1	0	0	0	0	2	15	0	0	0	9	127	1725	7	0	0	6	0	603	0	0	0	12	4	1	0	6	1	133	48	91	0	0	0	7	4	0	33	37	34	0	15	0	0	0	0	0	16	0	29	84	0	3	8	614	10	0	0	4	23	0	8	183	0	0	1996	0	58	0	0	12	20	0	0	11	0	914	42	0	1	1	3	0	0	42	14	0	977	9443	0	29	9	4	0	53	0	9	0	0	80	3736	0	52	0	0	0	249	1648	0	0	0	0	1	4	7	0	22	0	0
SRR20002482	0	0	67	0	0	7	129	4	0	0	468	619	94	76	0	12	142	26	8976	0	0	79	704	1	0	7	0	0	2073	19	1141	0	11	3	14	14	0	0	264	0	73	0	0	0	0	0	0	119	0	354	475	0	14	50	121	108	6	0	16	148	0	25	907	0	0	28673	20	366	0	0	20	86	20	0	0	13	369	733	0	1	6	8	0	14	0	16	17	17831	290725	11	450	0	77	0	8	0	18	7	0	2362	22535	0	444	6	0	2	10	2382	0	0	1	0	0	0	9	1	194	60	0
SRR20002486	7	1	107	26	566	18	115	1	0	20	2168	23	211	222	0	29	115	22	8625	3	0	18	141	0	11	0	0	0	1684	54	894	0	36	18	157	45	0	17	362	66	12	0	0	0	2	0	2	64	0	365	29	0	29	104	136	378	0	0	252	199	0	24	886	10	0	27245	37	344	0	0	9	62	0	0	0	46	466	994	3	3	5	42	0	3	4	3	40	13904	428425	10	471	0	416	5	91	0	14	15	11	1332	24042	0	222	4	0	24	21	50	0	0	0	2	2	0	28	0	410	0	16
SRR20002487	275	0	62	5	244	27	262	11	0	103	2847	832	596	156	0	218	48	37	11802	0	5	14	1335	0	5	7	0	0	3682	93	2049	4	45	116	163	0	20	31	3003	457	379	18	0	0	14	0	0	107	4	679	543	9	12	43	386	1213	0	0	235	540	0	43	956	0	0	229883	219	398	0	0	0	101	24	0	0	25	633	1078	12	10	118	132	0	1	83	0	40	39869	1275929	9	753	31	182	0	216	0	60	40	4	8539	855934	14	315	493	6	0	32	2027	0	0	3	0	72	0	652	11	2462	0	0
