#Classification	SRR20002427_bracken_P.kreport
k__Bacteria	116136
k__Bacteria|p__Proteobacteria	78990
k__Bacteria|p__Actinobacteria	11631
k__Bacteria|p__Firmicutes	10505
k__Bacteria|p__Tenericutes	85
k__Bacteria|p__Bacteroidetes	14878
k__Bacteria|p__Verrucomicrobia	25
k__Bacteria|p__Fusobacteria	19
k__Eukaryota	384
k__Eukaryota|k__Fungi	329
k__Eukaryota|k__Fungi|p__Basidiomycota	329
k__Eukaryota|k__Metazoa	40
k__Eukaryota|k__Metazoa|p__Chordata	40
k__Eukaryota|k__Viridiplantae	14
k__Eukaryota|k__Viridiplantae|p__Streptophyta	14
