#Classification	S-3-POLCOM-G_bracken_O.kreport
k__Eukaryota|k__Metazoa|p__Chordata	1557
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	1557
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	1557
k__Eukaryota|k__Fungi	117
k__Eukaryota|k__Fungi|p__Ascomycota	103
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	77
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	77
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	9
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	9
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	14
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales	14
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	2
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	2
k__Eukaryota|k__Fungi|p__Basidiomycota	13
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	13
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales	8
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Cantharellales	4
