#Classification	S-9-POLJUN-B_bracken_C.kreport
k__Bacteria	444480
k__Bacteria|p__Proteobacteria	310874
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	215188
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	87019
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	8274
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	390
k__Bacteria|p__Proteobacteria|c__Oligoflexia	1
k__Bacteria|p__Actinobacteria	112312
k__Bacteria|p__Actinobacteria|c__Actinomycetia	74905
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	3994
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	1218
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	32194
k__Bacteria|p__Firmicutes	7688
k__Bacteria|p__Firmicutes|c__Bacilli	7688
k__Bacteria|p__Armatimonadetes	12
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	12
k__Bacteria|p__Acidobacteria	6841
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	6840
k__Bacteria|p__Acidobacteria|c__Blastocatellia	1
k__Bacteria|p__Bacteroidetes	5624
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	4199
k__Bacteria|p__Bacteroidetes|c__Cytophagia	1208
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	101
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	114
k__Bacteria|p__Gemmatimonadetes	39
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	39
k__Bacteria|p__Planctomycetes	1026
k__Bacteria|p__Planctomycetes|c__Planctomycetia	1011
k__Bacteria|p__Planctomycetes|c__Phycisphaerae	14
k__Bacteria|p__Verrucomicrobia	43
k__Bacteria|p__Verrucomicrobia|c__Opitutae	39
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	4
k__Bacteria|p__Chlamydiae	11
k__Bacteria|p__Chlamydiae|c__Chlamydiia	11
k__Bacteria|c__Candidatus_Babeliae	6
k__Eukaryota	8028
k__Eukaryota|k__Viridiplantae	5123
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5102
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	4406
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	695
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	21
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Chlorophyceae	20
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Mamiellophyceae	1
k__Eukaryota|k__Fungi	2043
k__Eukaryota|k__Fungi|p__Ascomycota	1642
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	1340
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	90
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	70
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	112
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	28
k__Eukaryota|k__Fungi|p__Basidiomycota	401
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	399
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	1
k__Eukaryota|k__Metazoa	850
k__Eukaryota|k__Metazoa|p__Chordata	850
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	850
k__Eukaryota|p__Euglenozoa	9
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	9
k__Eukaryota|p__Cercozoa	1
k__Eukaryota|p__Cercozoa|c__Chlorarachniophyceae	1
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	1
