#Classification	S-9-POLJUN-B_bracken_O.kreport
k__Bacteria	444476
k__Bacteria|p__Proteobacteria	310874
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	215188
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	190817
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	22144
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	1575
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	623
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	17
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	9
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	87019
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	86858
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	155
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	8274
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	3838
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2545
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	1873
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	10
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	390
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	390
k__Bacteria|p__Proteobacteria|c__Oligoflexia	1
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	1
k__Bacteria|p__Actinobacteria	80275
k__Bacteria|p__Actinobacteria|c__Actinomycetia	74905
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	31922
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	5129
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	5742
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	11466
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	10698
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	2703
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	1277
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	1236
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	1235
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	153
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	556
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales	511
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	150
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales	2122
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	3994
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	3994
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	1218
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	1217
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales	1
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	156
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	156
k__Bacteria|p__Cyanobacteria	32038
k__Bacteria|p__Cyanobacteria|o__Nostocales	31256
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	19
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	20
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	740
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	1
k__Bacteria|p__Firmicutes	7688
k__Bacteria|p__Firmicutes|c__Bacilli	7688
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	7688
k__Bacteria|p__Armatimonadetes	12
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	12
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales	12
k__Bacteria|p__Acidobacteria	6840
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	6840
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	6835
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	5
k__Bacteria|p__Bacteroidetes	5624
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	4199
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	4199
k__Bacteria|p__Bacteroidetes|c__Cytophagia	1208
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	1208
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	114
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	114
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	101
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	101
k__Bacteria|p__Gemmatimonadetes	39
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	39
