#Classification	SRR20002378_bracken_P.kreport
k__Bacteria	334638
k__Bacteria|p__Proteobacteria	278392
k__Bacteria|p__Actinobacteria	12339
k__Bacteria|p__Firmicutes	43359
k__Bacteria|p__Deinococcus-Thermus	39
k__Bacteria|p__Cyanobacteria	5
k__Bacteria|p__Bacteroidetes	479
k__Bacteria|p__Verrucomicrobia	15
k__Bacteria|p__Chlamydiae	4
k__Bacteria|p__Fusobacteria	3
k__Eukaryota	4878
k__Eukaryota|k__Metazoa	2342
k__Eukaryota|k__Metazoa|p__Chordata	2342
k__Eukaryota|k__Fungi	942
k__Eukaryota|k__Fungi|p__Basidiomycota	731
k__Eukaryota|k__Fungi|p__Ascomycota	210
k__Eukaryota|k__Viridiplantae	1591
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1591
k__Eukaryota|p__Apicomplexa	2
k__Archaea	29
k__Archaea|p__Euryarchaeota	29
k__Viruses	12
k__Viruses|k__Heunggongvirae	12
k__Viruses|k__Heunggongvirae|p__Uroviricota	12
