#Classification	SRR20002443_bracken_P.kreport
k__Bacteria	729320
k__Bacteria|p__Actinobacteria	158553
k__Bacteria|p__Firmicutes	327316
k__Bacteria|p__Deinococcus-Thermus	3
k__Bacteria|p__Proteobacteria	240442
k__Bacteria|p__Fusobacteria	2801
k__Bacteria|p__Bacteroidetes	184
k__Bacteria|p__Synergistetes	18
k__Eukaryota	1663
k__Eukaryota|k__Fungi	1506
k__Eukaryota|k__Fungi|p__Ascomycota	448
k__Eukaryota|k__Fungi|p__Basidiomycota	1058
k__Eukaryota|k__Metazoa	130
k__Eukaryota|k__Metazoa|p__Chordata	130
k__Eukaryota|k__Viridiplantae	27
k__Eukaryota|k__Viridiplantae|p__Streptophyta	27
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
