#Classification	S-1-POLJUN-G_bracken_P.kreport
k__Bacteria	44563
k__Bacteria|p__Proteobacteria	43531
k__Bacteria|p__Actinobacteria	489
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Bacteroidetes	287
k__Bacteria|p__Acidobacteria	248
k__Bacteria|p__Planctomycetes	4
k__Eukaryota	863
k__Eukaryota|k__Viridiplantae	757
k__Eukaryota|k__Viridiplantae|p__Streptophyta	757
k__Eukaryota|k__Metazoa	105
k__Eukaryota|k__Metazoa|p__Chordata	105
k__Eukaryota|p__Euglenozoa	1
