#Classification	SRR5091512_bracken_P.kreport
k__Bacteria	1042921
k__Bacteria|p__Bacteroidetes	809677
k__Bacteria|p__Firmicutes	210682
k__Bacteria|p__Actinobacteria	193
k__Bacteria|p__Proteobacteria	22358
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Bacteria|p__Verrucomicrobia	2
k__Eukaryota	5
k__Eukaryota|k__Viridiplantae	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5
k__Viruses	61
k__Viruses|k__Heunggongvirae	61
k__Viruses|k__Heunggongvirae|p__Uroviricota	61
