name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bartonella_A apis	119303	S	10760	3489	14249	0.22755
Bartonella_A sp946481695	119314	S	840	3055	3895	0.06220
Bartonella_A sp016100455	119305	S	796	517	1313	0.02097
Bartonella_A sp946479275	119312	S	522	730	1252	0.01999
Bartonella_A apihabitans	119302	S	408	275	683	0.01091
Bartonella_A sp946478665	119311	S	270	186	456	0.00728
Bartonella_A sp945285915	119309	S	243	193	436	0.00696
Bartonella_A sp946480935	119313	S	63	30	93	0.00149
Bartonella_A sp016102285	119306	S	52	19	71	0.00113
Bartonella_A sp946478235	119310	S	48	25	73	0.00117
Bartonella_A choladocola	119304	S	38	25	63	0.00101
Bartonella_A sp945285465	119308	S	1	0	1	0.00002
Commensalibacter melissae	113763	S	1172	119	1291	0.02062
Commensalibacter intestini	113762	S	2	0	2	0.00003
Commensalibacter communis	113761	S	1	0	1	0.00002
Gilliamella sp946481345	133105	S	1140	2642	3782	0.06040
Gilliamella apicola_N	133081	S	953	581	1534	0.02450
Gilliamella apicola	133069	S	887	333	1220	0.01948
Gilliamella sp946482005	133106	S	685	1397	2082	0.03325
Gilliamella apis_A	133086	S	387	538	925	0.01477
Gilliamella apis	133085	S	152	109	261	0.00417
Gilliamella sp002142215	133091	S	109	83	192	0.00307
Gilliamella apicola_R	133084	S	105	130	235	0.00375
Gilliamella sp945271295	133099	S	88	3	91	0.00145
Gilliamella apicola_Q	133083	S	56	40	96	0.00153
Gilliamella sp946480175	133104	S	24	9	33	0.00053
Gilliamella apicola_L	133079	S	12	0	12	0.00019
Gilliamella apicola_M	133080	S	2	4	6	0.00010
Gilliamella apicola_J	133077	S	2	0	2	0.00003
Gilliamella sp019469205	133096	S	2	1	3	0.00005
Gilliamella mensalis	133090	S	2	557	559	0.00893
Gilliamella apicola_K	133078	S	1	0	1	0.00002
Gilliamella sp945273075	133100	S	1	30	31	0.00050
Gilliamella sp009795805	133092	S	1	0	1	0.00002
Frischella perrara	133059	S	1499	152	1651	0.02637
CALYPF01 sp945271245	132863	S	26	3	29	0.00046
Klebsiella quasivariicola	133147	S	1	1	2	0.00003
Snodgrassella alvi	130431	S	3438	638	4076	0.06509
Snodgrassella sp946481965	130443	S	120	95	215	0.00343
Snodgrassella alvi_G	130436	S	67	37	104	0.00166
Snodgrassella communis	130437	S	3	0	3	0.00005
Limnobacter parvus	127534	S	165	9	174	0.00278
Vogesella mureinivorans	129842	S	122	109	231	0.00369
Zoogloea oryzae	131124	S	2	21	23	0.00037
M0108 sp018435665	131730	S	1	0	1	0.00002
Lactobacillus apis	55371	S	794	364	1158	0.01849
Lactobacillus melliventris	55401	S	296	209	505	0.00806
Lactobacillus apis_A	55372	S	252	490	742	0.01185
Lactobacillus helsingborgensis	55384	S	241	182	423	0.00676
Lactobacillus sp016100975	55419	S	205	226	431	0.00688
Lactobacillus sp946482465	55445	S	146	273	419	0.00669
Lactobacillus laiwuensis	55400	S	136	139	275	0.00439
Lactobacillus sp946479925	55443	S	109	247	356	0.00569
Lactobacillus sp945290125	55440	S	73	17	90	0.00144
Lactobacillus kullabergensis	55399	S	71	123	194	0.00310
Lactobacillus huangpiensis	55387	S	69	76	145	0.00232
Lactobacillus kimbladii_B	55397	S	57	112	169	0.00270
Lactobacillus kimbladii	55396	S	56	111	167	0.00267
Lactobacillus sp946482425	55444	S	48	143	191	0.00305
Lactobacillus sp946477855	55442	S	36	74	110	0.00176
Lactobacillus panisapium	55405	S	4	27	31	0.00050
Bombilactobacillus mellis	55231	S	1270	3635	4905	0.07833
Bombilactobacillus mellifer	55230	S	644	1463	2107	0.03365
Bombilactobacillus mellis_A	55232	S	324	2708	3032	0.04842
Apilactobacillus kunkeei_E	55212	S	14	15	29	0.00046
Apilactobacillus kunkeei	55210	S	13	30	43	0.00069
Apilactobacillus waqarii	55221	S	8	15	23	0.00037
Apilactobacillus kunkeei_C	55211	S	3	7	10	0.00016
CALYQJ01 sp945273735	55234	S	71	6	77	0.00123
CALYQJ01 sp945285405	55235	S	1	0	1	0.00002
Streptococcus parauberis	56140	S	4	3	7	0.00011
Savagea sp030146155	53856	S	2	0	2	0.00003
Bifidobacterium polysaccharolyticum	42812	S	548	532	1080	0.01725
Bifidobacterium indicum	42787	S	306	33	339	0.00541
Bifidobacterium asteroides	42750	S	231	240	471	0.00752
Bifidobacterium apousia	42747	S	211	403	614	0.00981
Bifidobacterium choladohabitans	42770	S	161	421	582	0.00929
Bifidobacterium asteroides_F	42751	S	107	152	259	0.00414
Bifidobacterium asteroides_J	42755	S	68	138	206	0.00329
