#Classification	S-19-POLPIL-B_bracken_C.kreport
k__Bacteria	372102
k__Bacteria|p__Proteobacteria	271910
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	134730
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	134396
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	528
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2250
k__Bacteria|p__Proteobacteria|c__Oligoflexia	4
k__Bacteria|p__Actinobacteria	77583
k__Bacteria|p__Actinobacteria|c__Actinomycetia	73273
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2842
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	70
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	1396
k__Bacteria|p__Firmicutes	269
k__Bacteria|p__Firmicutes|c__Bacilli	269
k__Bacteria|p__Chloroflexi	31
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	31
k__Bacteria|p__Armatimonadetes	11
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	11
k__Bacteria|p__Deinococcus-Thermus	11
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	11
k__Bacteria|p__Acidobacteria	16113
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	16113
k__Bacteria|p__Bacteroidetes	3952
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	3657
k__Bacteria|p__Bacteroidetes|c__Cytophagia	256
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	35
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	3
k__Bacteria|p__Gemmatimonadetes	4
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	4
k__Bacteria|p__Planctomycetes	2094
k__Bacteria|p__Planctomycetes|c__Planctomycetia	2051
k__Bacteria|p__Planctomycetes|c__Phycisphaerae	43
k__Bacteria|p__Verrucomicrobia	85
k__Bacteria|p__Verrucomicrobia|c__Opitutae	15
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	56
k__Bacteria|p__Verrucomicrobia|c__Spartobacteria	14
k__Bacteria|p__Chlamydiae	11
k__Bacteria|p__Chlamydiae|c__Chlamydiia	11
k__Bacteria|c__Candidatus_Babeliae	23
k__Eukaryota	8565
k__Eukaryota|k__Viridiplantae	4667
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4667
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	4292
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	375
k__Eukaryota|k__Metazoa	2512
k__Eukaryota|k__Metazoa|p__Chordata	2512
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	2512
k__Eukaryota|k__Fungi	1384
k__Eukaryota|k__Fungi|p__Ascomycota	1234
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	274
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	346
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	574
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	38
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	1
k__Eukaryota|k__Fungi|p__Basidiomycota	150
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	145
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	4
