#Classification	SRR5091520_bracken_P.kreport
k__Bacteria	8303346
k__Bacteria|p__Bacteroidetes	6103240
k__Bacteria|p__Firmicutes	1468177
k__Bacteria|p__Actinobacteria	254030
k__Bacteria|p__Deinococcus-Thermus	37
k__Bacteria|p__Cyanobacteria	16
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	477638
k__Bacteria|p__Fusobacteria	101
k__Bacteria|p__Verrucomicrobia	66
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Acidobacteria	15
k__Bacteria|p__Candidatus_Saccharibacteria	14
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Synergistetes	2
k__Bacteria|p__Thermotogae	1
k__Eukaryota	1417
k__Eukaryota|k__Viridiplantae	1359
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1359
k__Eukaryota|k__Fungi	58
k__Eukaryota|k__Fungi|p__Ascomycota	58
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	1252
k__Viruses|k__Heunggongvirae	1252
k__Viruses|k__Heunggongvirae|p__Uroviricota	1252
