#Classification	SRR20002389_bracken_P.kreport
k__Bacteria	64271
k__Bacteria|p__Proteobacteria	50152
k__Bacteria|p__Actinobacteria	9993
k__Bacteria|p__Firmicutes	3831
k__Bacteria|p__Tenericutes	16
k__Bacteria|p__Deinococcus-Thermus	2
k__Bacteria|p__Bacteroidetes	255
k__Bacteria|p__Verrucomicrobia	19
k__Eukaryota	1154
k__Eukaryota|k__Metazoa	759
k__Eukaryota|k__Metazoa|p__Chordata	759
k__Eukaryota|k__Fungi	353
k__Eukaryota|k__Fungi|p__Basidiomycota	351
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Eukaryota|k__Viridiplantae	42
k__Eukaryota|k__Viridiplantae|p__Streptophyta	42
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
