name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829365	118326	S	8	228	236	0.09154
Methylobacterium sp022829585	118333	S	2	51	53	0.02056
Methylobacterium sp008039875	118308	S	2	59	61	0.02366
Lichenihabitans flavocetrariae	118233	S	1	4	5	0.00194
Lichenihabitans minor	118234	S	1	19	20	0.00776
Rhizobium rhododendri	119997	S	2	98	100	0.03879
Lichenicoccus roseus	113922	S	35	439	474	0.18386
Acidisoma sp009765865	113615	S	14	107	121	0.04694
LMUY01 sp009765685	113921	S	1	12	13	0.00504
Sphingomonas_N sp937859915	125357	S	12	113	125	0.04849
Sphingomonas_N sp903871605	125356	S	1	29	30	0.01164
Novosphingobium sp903970225	124574	S	3	58	61	0.02366
Brevundimonas nasdae	114370	S	1	54	55	0.02133
Caballeronia sp001557535	126764	S	7	282	289	0.11210
Pararobbsia sp026225235	128132	S	11	27	38	0.01474
Duganella levis	127002	S	2	208	210	0.08146
Janthinobacterium agaricidamnosum	127440	S	1	115	116	0.04500
Paraburkholderia metrosideri	128013	S	1	22	23	0.00892
Paraburkholderia sp900996245	128090	S	1	32	33	0.01280
Rhodanobacter sp903827735	140625	S	4	102	106	0.04112
Rhodanobacter sp014200755	140600	S	1	79	80	0.03103
Rouxiella silvae	133429	S	1	18	19	0.00737
Granulicella_C sibirica	40198	S	1	15	16	0.00621
Granulicella_C tundricola	40204	S	1	8	9	0.00349
Granulicella_D sp903642265	40207	S	1	0	1	0.00039
Granulicella_B arctica	40194	S	1	6	7	0.00272
Granulicella sp903970395	40191	S	1	115	116	0.04500
Puia sp013288945	83678	S	3	31	34	0.01319
Chryseobacterium sp029892445	89188	S	1	113	114	0.04422
