#Classification	S-26-POLPIL-G_bracken_O.kreport
k__Bacteria	589092
k__Bacteria|p__Proteobacteria	444932
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	277395
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	131295
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	109167
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	27728
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	5220
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	3193
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	486
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	119
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	35
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	18
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Emcibacterales	107
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	14
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	126956
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	123909
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	2066
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	491
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	488
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	38965
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	16005
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	7946
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	10712
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	1018
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	816
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	1328
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	133
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	103
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	268
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	77
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	68
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	111
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	22
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	22
