#Classification	GQ19_bracken_P.kreport
k__Bacteria	2062348
k__Bacteria|p__Firmicutes	713651
k__Bacteria|p__Actinobacteria	532061
k__Bacteria|p__Tenericutes	177
k__Bacteria|p__Proteobacteria	591792
k__Bacteria|p__Bacteroidetes	183898
k__Bacteria|p__Fusobacteria	37519
k__Bacteria|p__Spirochaetes	2152
k__Bacteria|p__Candidatus_Saccharibacteria	974
k__Bacteria|p__Synergistetes	119
k__Eukaryota	9381
k__Eukaryota|k__Metazoa	8900
k__Eukaryota|k__Metazoa|p__Chordata	8900
k__Eukaryota|k__Fungi	29
k__Eukaryota|k__Fungi|p__Basidiomycota	29
k__Eukaryota|k__Viridiplantae	452
k__Eukaryota|k__Viridiplantae|p__Streptophyta	452
k__Viruses	55
k__Viruses|k__Heunggongvirae	55
k__Viruses|k__Heunggongvirae|p__Uroviricota	29
k__Viruses|k__Heunggongvirae|p__Peploviricota	26
