#Classification	SRR20002367_bracken_P.kreport
k__Bacteria	61147
k__Bacteria|p__Proteobacteria	45331
k__Bacteria|p__Actinobacteria	1336
k__Bacteria|p__Firmicutes	14309
k__Bacteria|p__Deinococcus-Thermus	32
k__Bacteria|p__Bacteroidetes	117
k__Bacteria|p__Verrucomicrobia	20
k__Eukaryota	208
k__Eukaryota|k__Metazoa	120
k__Eukaryota|k__Metazoa|p__Chordata	120
k__Eukaryota|k__Fungi	82
k__Eukaryota|k__Fungi|p__Basidiomycota	82
k__Eukaryota|k__Viridiplantae	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6
k__Viruses	4
k__Viruses|k__Heunggongvirae	4
k__Viruses|k__Heunggongvirae|p__Uroviricota	4
