#Classification	SRR20002472_bracken_P.kreport
k__Bacteria	329712
k__Bacteria|p__Proteobacteria	299549
k__Bacteria|p__Actinobacteria	2935
k__Bacteria|p__Firmicutes	26870
k__Bacteria|p__Deinococcus-Thermus	2
k__Bacteria|p__Bacteroidetes	349
k__Bacteria|p__Verrucomicrobia	3
k__Bacteria|p__Nitrospirae	1
k__Bacteria|p__Fusobacteria	1
k__Eukaryota	274
k__Eukaryota|k__Fungi	154
k__Eukaryota|k__Fungi|p__Basidiomycota	91
k__Eukaryota|k__Fungi|p__Ascomycota	62
k__Eukaryota|k__Metazoa	103
k__Eukaryota|k__Metazoa|p__Chordata	103
k__Eukaryota|k__Viridiplantae	17
k__Eukaryota|k__Viridiplantae|p__Streptophyta	17
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
