#Classification	NS58_bracken_F.kreport
k__Bacteria	5610808
k__Bacteria|p__Firmicutes	5400407
k__Bacteria|p__Firmicutes|c__Clostridia	5144644
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	5144644
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	4894388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	144419
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	17344
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	88004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	132
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	73
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	209596
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	209596
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	102603
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	106993
k__Bacteria|p__Firmicutes|c__Bacilli	45478
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	45020
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	42585
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	147
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	359
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	436
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	1491
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	458
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	261
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	196
k__Bacteria|p__Firmicutes|c__Negativicutes	466
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	340
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	340
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	124
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	124
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	1
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	1
k__Bacteria|p__Firmicutes|c__Tissierellia	220
