#Classification	SRR20002396_bracken_P.kreport
k__Bacteria	1992597
k__Bacteria|p__Proteobacteria	1883697
k__Bacteria|p__Actinobacteria	39997
k__Bacteria|p__Firmicutes	64916
k__Bacteria|p__Deinococcus-Thermus	2938
k__Bacteria|p__Bacteroidetes	904
k__Bacteria|p__Verrucomicrobia	105
k__Bacteria|p__Chlamydiae	26
k__Bacteria|p__Fusobacteria	7
k__Bacteria|p__Spirochaetes	3
k__Eukaryota	7351
k__Eukaryota|k__Viridiplantae	4824
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4824
k__Eukaryota|k__Fungi	1627
k__Eukaryota|k__Fungi|p__Basidiomycota	1535
k__Eukaryota|k__Fungi|p__Ascomycota	92
k__Eukaryota|k__Metazoa	899
k__Eukaryota|k__Metazoa|p__Chordata	899
k__Archaea	940
k__Archaea|p__Euryarchaeota	940
k__Viruses	101
k__Viruses|k__Heunggongvirae	101
k__Viruses|k__Heunggongvirae|p__Uroviricota	101
