feature	Acidovorax	Acinetobacter	Actinomyces	Alcaligenes	Azospirillum	Burkholderia	Burkholderiales.gen..incertae.sedis	Chlorobi.gen..incertae.sedis	Corynebacterium	Cutibacterium	Dermacoccus	Effusibacillus	Escherichia	Haemophilus	Halomonas	Herbaspirillum	Kocuria	Lactobacillus	Lawsonella	Meiothermus	Micrococcus	Moraxellaceae.gen...Enhydrobacter.Moraxella.	Paraburkholderia	Prevotella	Pseudomonas	Rothia	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus
SRR20002340	0	0.0824742268041237	0	0	0	0.0103092783505155	0.0309278350515464	0	0.0206185567010309	0.123711340206186	0	0	0	0	0	0	0	0	0	0	0	0.0515463917525773	0	0	0.618556701030928	0	0	0.0206185567010309	0	0.0412371134020619
SRR20002343	0	0.0313138189244384	0	0	0	0.010211027910143	0.0108917631041525	0.033356024506467	0.0136147038801906	0.0932607215793056	0.0108917631041525	0.0068073519400953	0	0	0	0.0156569094622192	0.010211027910143	0	0.00748808713410483	0.0959836623553438	0.011572498298162	0.0108917631041525	0.0183798502382573	0	0.321987746766508	0	0.00476514635806671	0.269571136827774	0.0136147038801906	0.00953029271613342
SRR20002345	0.0085127691537306	0.0180270405608413	0	0.101151727591387	0.0130195292939409	0.0135202804206309	0.00250375563345018	0.00901352028042063	0.0115172759138708	0.368052078117176	0	0.00701051577366049	0	0	0	0.0170255383074612	0	0	0.0595893840761142	0.0515773660490736	0.00500751126690035	0.0160240360540811	0.0170255383074612	0	0.245868803204807	0.00350525788683025	0.0120180270405608	0.0115172759138708	0	0.0085127691537306
SRR20002351	0.00547945205479452	0.0155251141552511	0.0210045662100457	0.010958904109589	0	0.0127853881278539	0.00639269406392694	0	0.0447488584474886	0.332420091324201	0	0	0.0127853881278539	0.0091324200913242	0	0.0118721461187215	0	0.00821917808219178	0.0146118721461187	0	0.00273972602739726	0.00365296803652968	0.0091324200913242	0	0.317808219178082	0.0228310502283105	0	0.0091324200913242	0	0.128767123287671
SRR20002352	0	0.00137709433096167	0	0	0	0.00321322010557723	0.00298370438375029	0	0	0.0165251319715401	0.000918062887307781	0	0	0	0	0.00160661005278862	0	0	0.00160661005278862	0	0.00298370438375029	0	0.00045903144365389	0	0.0316731696121184	0	0	0.932292862061051	0	0.00436079871471196
SRR20002353	0	0.0717488789237668	0	0.00448430493273543	0	0	0.015695067264574	0	0	0.0605381165919283	0	0	0	0	0	0.0403587443946188	0	0	0.0134529147982063	0	0.00224215246636771	0.00896860986547085	0.0134529147982063	0	0.724215246636771	0.0448430493273543	0	0	0	0
SRR20002355	0	0.0173410404624277	0	0.0173410404624277	0	0.0115606936416185	0	0	0	0.15028901734104	0	0	0	0	0	0.023121387283237	0	0	0.0289017341040462	0	0.0173410404624277	0	0.0751445086705202	0	0.658959537572254	0	0	0	0	0
SRR20002356	0	0.00211864406779661	0.00847457627118644	0	0	0	0	0.010593220338983	0.00423728813559322	0.0211864406779661	0	0.00211864406779661	0.00635593220338983	0	0	0	0	0	0	0.0211864406779661	0.010593220338983	0	0.00423728813559322	0	0.853813559322034	0	0	0.00211864406779661	0	0.0529661016949153
SRR20002360	0	0.028436018957346	0	0	0	0.00947867298578199	0.004739336492891	0	0	0.170616113744076	0	0	0	0	0	0.004739336492891	0	0	0.014218009478673	0	0.014218009478673	0.018957345971564	0.037914691943128	0	0.672985781990521	0	0.004739336492891	0.018957345971564	0	0
SRR20002363	0	0.000953808420765772	0	0	0	0.00258890857064995	0.0014988418040605	0	0	0.00313394195394468	0	0	0	0	0	0.002997683608121	0	0	0	0	0	0	0.0044965254121815	0	0.0356996866058046	0	0	0.927374301675978	0	0.0212563019484943
SRR20002365	0	0.0467289719626168	0	0	0	0.0173564753004005	0.0186915887850467	0	0.00934579439252336	0.343124165554072	0	0	0	0	0	0	0	0	0.0373831775700935	0.00267022696929239	0	0	0.0280373831775701	0	0.471295060080107	0.0253671562082777	0	0	0	0
SRR20002368	0	0.00424088210347752	0	0.000678541136556404	0	0.00152671755725191	0.000508905852417303	0	0.000508905852417303	0.00576759966072943	0.000678541136556404	0	0	0	0.000339270568278202	0	0	0	0.000678541136556404	0	0	0	0.00186598812553011	0	0.0262934690415606	0	0.00118744698897371	0.955725190839695	0	0
SRR20002369	0	0	0	0	0	0	0	0	0	0.00148698884758364	0	0	0.0758364312267658	0.876579925650558	0	0	0	0.0171003717472119	0	0	0	0	0	0.00148698884758364	0.000743494423791822	0	0	0.0260223048327138	0	0.000743494423791822
SRR20002371	0	0.0194174757281553	0	0	0	0	0	0.029126213592233	0	0.12621359223301	0	0	0	0	0	0	0	0	0.0194174757281553	0.0485436893203883	0	0	0.0194174757281553	0	0.145631067961165	0	0	0.213592233009709	0	0.378640776699029
SRR20002373	0.0086767895878525	0.0672451193058568	0	0.0195227765726681	0	0.0151843817787419	0.017353579175705	0.0216919739696312	0	0.0607375271149675	0	0.0130151843817787	0	0	0.017353579175705	0	0.0130151843817787	0	0.017353579175705	0.132321041214751	0	0	0.0260303687635575	0	0.570498915401301	0	0	0	0	0
SRR20002375	0.0105820105820106	0.037037037037037	0	0	0	0.00529100529100529	0.0317460317460317	0.0264550264550265	0	0.0846560846560847	0	0.00529100529100529	0	0	0	0.0105820105820106	0	0	0	0.0634920634920635	0.0105820105820106	0	0.0211640211640212	0	0.645502645502645	0	0.00529100529100529	0.0105820105820106	0	0.0317460317460317
