feature	Acidovorax	Acinetobacter	Actinomyces	Alcaligenes	Azospirillum	Burkholderia	Burkholderiales.gen..incertae.sedis	Chlorobi.gen..incertae.sedis	Corynebacterium	Cutibacterium	Dermacoccus	Effusibacillus	Escherichia	Haemophilus	Halomonas	Herbaspirillum	Kocuria	Lactobacillus	Lawsonella	Meiothermus	Micrococcus	Moraxellaceae.gen...Enhydrobacter.Moraxella.	Paraburkholderia	Prevotella	Pseudomonas	Rothia	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus
SRR20002340	0	0.291284928369403	0	0	0	0.101709888960673	0.176782479079793	0	0.144089709075323	0.359414525341019	0	0	0	0	0	0	0	0	0	0	0	0.229035487872961	0	0	0.905094880354573	0	0	0.144089709075323	0	0.204491450906637
SRR20002343	0	0.177893905801422	0	0	0	0.101222396058206	0.104553995294725	0.183667204573028	0.116948463906431	0.310343961347667	0.104553995294725	0.0826005747400037	0	0	0	0.125456413455505	0.101222396058206	0	0.0866420949741034	0.31499561482287	0.107784121252513	0.104553995294725	0.13599107906357	0	0.603393072819717	0	0.0690849804666959	0.545917445018091	0.116948463906431	0.0977789498993243
SRR20002345	0.0923960776999532	0.134671522592235	0	0.323665217156297	0.114352208826187	0.116540363444173	0.0500584460974244	0.0950827660893528	0.10752565006089	0.651868659903409	0	0.0838269631318224	0	0	0	0.130855066303584	0	0	0.246601171142484	0.229105520850659	0.0708229627397427	0.12692661285504	0.130855066303584	0	0.518815196268636	0.0592398613410185	0.109847541421876	0.10752565006089	0	0.0923960776999532
SRR20002351	0.0740910894597788	0.124924493878382	0.145441741606502	0.104876938730234	0	0.113314833441792	0.0800397581127989	0	0.213149592696126	0.614510736684041	0	0	0.113314833441792	0.095709752179016	0	0.109176135264936	0	0.0907843357263548	0.121175909181116	0	0.0523663224094368	0.0604766465782738	0.095709752179016	0	0.598912778742635	0.151680419908929	0	0.095709752179016	0	0.367026285992049
SRR20002352	0	0.0371177440753024	0	0	0	0.0567156734085979	0.0546504950784121	0	0	0.128906824925998	0.0303041906580294	0	0	0	0	0.0400932811005976	0	0	0.0400932811005976	0	0.0546504950784121	0	0.0214266585700187	0	0.178922700030424	0	0	1.30756082955586	0	0.0660844335223089
SRR20002353	0	0.271170982146536	0	0.0670151028283244	0	0	0.125610004867216	0	0	0.248597635784398	0	0	0	0	0	0.202271317765357	0	0	0.116248347898635	0	0.047369085091161	0.0948448778055573	0.116248347898635	0	1.01790246618271	0.213377265651586	0	0	0	0
SRR20002355	0	0.13206897896082	0	0.13206897896082	0	0.107728920260256	0	0	0	0.39810395994732	0	0	0	0	0	0.152649328395265	0	0	0.170834844696124	0	0.13206897896082	0	0.277679718305149	0	0.947165104268166	0	0	0	0	0
SRR20002356	0	0.0460449994929529	0.0921879848259569	0	0	0	0	0.103105957918391	0.0651405140287146	0.146074557861195	0	0.0460449994929529	0.079808796483366	0	0	0	0	0	0	0.146074557861195	0.103105957918391	0	0.0651405140287146	0	1.1784653147494	0	0	0.0460449994929529	0	0.232225297293743
SRR20002360	0	0.169439424860885	0	0	0	0.0975129413279105	0.0688973336128237	0	0	0.425808294418039	0	0	0	0	0	0.0688973336128237	0	0	0.119523675881014	0	0.119523675881014	0.138124457549306	0.195968871917073	0	0.962035213240689	0	0.0688973336128237	0.138124457549306	0	0
SRR20002363	0	0.0308887006086524	0	0	0	0.0509032986140727	0.0387245561046261	0	0	0.0560109034126742	0	0	0	0	0	0.0547784973804868	0	0	0	0	0	0	0.0671064915027997	0	0.190086265078493	0	0	1.297931312916	0	0.146316927194257
SRR20002365	0	0.21788882766386	0	0	0	0.132128085862273	0.137146718434314	0	0.0968248677465541	0.625827338251285	0	0	0	0	0	0	0	0	0.194572681850131	0.051697263601184	0	0	0.16823615867819	0	0.756677431970454	0.159951879982143	0	0	0	0
SRR20002368	0	0.0651681726545756	0	0.0260517689382505	0	0.0390831823935678	0.0225608555743082	0	0.0225608555743082	0.0760179077466525	0.0260517689382505	0	0	0	0.0184203404798894	0	0	0	0.0260517689382505	0	0	0	0.043210530188885	0	0.162871744547958	0	0.0344661761293317	1.35879606371372	0	0
SRR20002369	0	0	0	0	0	0	0	0	0	0.0385710575165144	0	0	0.278989282577037	1.21182433988455	0	0	0	0.131143985232423	0	0	0	0	0	0.0385710575165144	0.0272704741104986	0	0	0.1620222546883	0	0.0272704741104986
SRR20002371	0	0.139801549318367	0	0	0	0	0	0.171503554002413	0	0.363198105627427	0	0	0	0	0	0	0	0	0.139801549318367	0.222149003535163	0	0	0.139801549318367	0	0.391544397604613	0	0	0.480429838561219	0	0.662814605535604
SRR20002373	0.0932845213933178	0.262314570577188	0	0.140182604132561	0	0.123538922892692	0.132116997273096	0.147819692495221	0	0.24901539870109	0	0.114333042677888	0	0	0.132116997273096	0	0.114333042677888	0	0.132116997273096	0.372300822455669	0	0	0.162047578942878	0	0.856132784581776	0	0	0	0	0
SRR20002375	0.10305119602369	0.193658300444327	0	0	0	0.0728035939525274	0.179130609256308	0.163375838317066	0	0.295227157058991	0	0.0728035939525274	0	0	0	0.10305119602369	0	0	0	0.254721924405946	0.10305119602369	0	0.145996695125354	0	0.933036881771186	0	0.0728035939525274	0.10305119602369	0	0.179130609256308
SRR20002377	0	0.12247540791372	0	0	0	0	0	0	0	0.194388769270923	0	0	0	0	0	0	0.17364501158219	0	0	0	0	0	0.0864946513179321	0	0.303909472826214	0	0	1.13381390670034	0	0
SRR20002378	0	0	0	0	0	0.208527647142888	0.169846288083674	0	0	0.241382961662867	0	0	0	0	0	0.169846288083674	0	0	0	0	0	0	0.208527647142888	0	1.07231588965746	0	0	0.119809284314544	0	0.119809284314544
SRR20002379	0	0.196473677333697	0	0.140860896805438	0	0.199877500846992	0.178534813839661	0	0	0.216136603039132	0	0	0	0	0.0628281188965876	0.145512858013309	0	0	0	0	0	0	0.242834689677499	0	1.02509158219022	0	0	0.108965419868499	0	0
SRR20002380	0	0	0	0	0	0	0	0	0	0.0280671238459633	0.0313810288429108	0	0	0	0	0	0	0	0	0	0.0280671238459633	0	0	0	0.0769307540531853	0	0	1.47865385909947	0	0
SRR20002382	0	0.209134871614019	0	0	0	0.121867567685755	0.121867567685755	0.277639211133998	0	0.345243475940708	0	0.0994220460294533	0	0	0	0.116655114730456	0.111203241598357	0	0	0.444272582074988	0.0785513587703812	0	0.183375185306446	0	0.734819335578317	0	0	0.0929815910901982	0	0.140837610860459
SRR20002384	0	0.0698999375364619	0	0	0	0	0.0441869881344082	0.088460546981149	1.16462850564795	0.136573300288954	0	0.0541266032294882	0	0	0	0	0	0	0	0.143628934669769	0	0.0698999375364619	0.0827337383914345	0	0.297371356604214	0	0	0.0441869881344082	0	0
SRR20002386	0	0.210055739071239	0	0	0	0	0	0	0	0.485049786929483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03473483692839	0	0	0	0	0
SRR20002388	0.145148342131199	0.244455136578864	0	0	0.159114870073194	0.0916059377977853	0.112272774107635	0.0916059377977853	0	0.336121536544318	0	0.0916059377977853	0	0	0	0.244455136578864	0	0	0	0.269968971184322	0.159114870073194	0.0916059377977853	0.183992102727994	0	0.837795268635594	0	0	0	0	0
SRR20002391	0.0371390699911588	0.230935179649029	0	0.0885038431440155	0.11768854251476	0.123461455101235	0.113680346164127	0	0.113680346164127	0.636612817891788	0	0	0	0	0.0525346648081213	0.0831220814189608	0	0	0.0983968579253705	0	0.0960180950065705	0.100720165448862	0.144306260243271	0	0.749521798448595	0	0.0479536883904172	0.0479536883904172	0	0.0479536883904172
SRR20002394	0	0	0	0	0	0	0	0	1.40867777671285	0	0	0	0	0	0	0	0	0	0	0.0416877854761273	0	0	0	0	0.0885231062999542	0	0	0.114382894722388	0	0.0589725330350517
SRR20002396	0.107650863838878	0.179130609256308	0	0	0	0.0931832158836305	0.107650863838878	0.08504367352715	0.065842733473721	0.19492783217632	0	0.0537474046335558	0.526509809972069	0	0	0.0760469949198269	0	0	0	0.239511250695406	0.08504367352715	0.126323863142282	0.14765845362554	0	0.74567384635488	0.065842733473721	0.08504367352715	0.100673753550577	0.08504367352715	0.191095221964034
SRR20002397	0.0444261716023753	0.199944085523344	0	0.154459598484184	0	0	0.209845382890551	0	0.140907503368307	0.309382287493596	0.088940330638785	0	0	0	0	0	0.125947574624856	0	0	0	0.228437001766331	0	0.232868178258082	0	0.899806119552996	0	0	0.194815469390767	0	0
