#Classification	SRR20002386_bracken_P.kreport
k__Bacteria	100465
k__Bacteria|p__Proteobacteria	88248
k__Bacteria|p__Actinobacteria	9922
k__Bacteria|p__Firmicutes	2118
k__Bacteria|p__Deinococcus-Thermus	98
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Bacteroidetes	58
k__Bacteria|p__Chlamydiae	6
k__Bacteria|p__Planctomycetes	3
k__Bacteria|p__Verrucomicrobia	2
k__Bacteria|p__Fusobacteria	4
k__Bacteria|p__Synergistetes	1
k__Eukaryota	5151
k__Eukaryota|k__Metazoa	4314
k__Eukaryota|k__Metazoa|p__Chordata	4314
k__Eukaryota|k__Fungi	359
k__Eukaryota|k__Fungi|p__Basidiomycota	351
k__Eukaryota|k__Fungi|p__Ascomycota	7
k__Eukaryota|p__Apicomplexa	322
k__Eukaryota|k__Viridiplantae	154
k__Eukaryota|k__Viridiplantae|p__Streptophyta	154
k__Viruses	39
k__Viruses|k__Heunggongvirae	39
k__Viruses|k__Heunggongvirae|p__Uroviricota	39
