name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lactobacillus helsingborgensis	1218494	S	3349	3066	6415	0.20375
Lactobacillus apis	303541	S	2558	124	2682	0.08518
Lactobacillus sp. IBH004	2879107	S	1314	173	1487	0.04723
Lactobacillus sp. wkB8	1545702	S	121	230	351	0.01115
Lactobacillus kullabergensis	1218493	S	742	110	852	0.02706
Lactobacillus kimbladii	1218506	S	2	4	6	0.00019
Lactobacillus delbrueckii	1584	S	1	0	1	0.00003
Lactobacillus kefiranofaciens	267818	S	1	0	1	0.00003
Lactobacillus crispatus	47770	S	1	0	1	0.00003
Bombilactobacillus mellifer	1218492	S	19	5	24	0.00076
Bombilactobacillus bombi	1303590	S	12	18	30	0.00095
Apilactobacillus kunkeei	148814	S	18	1	19	0.00060
Limosilactobacillus fermentum	1613	S	4	3	7	0.00022
Limosilactobacillus mucosae	97478	S	3	1	4	0.00013
Limosilactobacillus reuteri	1598	S	1	0	1	0.00003
Lactiplantibacillus pentosus	1589	S	1	0	1	0.00003
Streptococcus parauberis	1348	S	40	39	79	0.00251
Streptococcus pyogenes	1314	S	1	4	5	0.00016
Paenibacillus larvae	1464	S	518	2454	2972	0.09439
Bifidobacterium asteroides	1684	S	1544	79	1623	0.05155
Bifidobacterium coryneforme	1687	S	221	36	257	0.00816
Streptomyces sp. T12	477697	S	9	4	13	0.00041
Cutibacterium acnes	1747	S	2	3	5	0.00016
Flaviflexus salsibiostraticola	1282737	S	2	3	5	0.00016
Actinomyces oris	544580	S	1	1	2	0.00006
Gilliamella sp. wkB7	3120264	S	3027	1701	4728	0.15017
Gilliamella sp. B3022	2817969	S	12	5	17	0.00054
Gilliamella sp. ESL0443	2704655	S	3	1	4	0.00013
Gilliamella sp. ESL0405	2704653	S	2	0	2	0.00006
Gilliamella apis	1970738	S	1894	219	2113	0.06711
Gilliamella apicola	1196095	S	1219	455	1674	0.05317
Frischella perrara	1267021	S	2732	291	3023	0.09601
Orbus mooreae	3074107	S	2	0	2	0.00006
Serratia symbiotica	138074	S	8	0	8	0.00025
Snodgrassella alvi	1196083	S	1613	105	1718	0.05457
Delftia lacustris	558537	S	2	42	44	0.00140
Commensalibacter melissae	2070537	S	520	10	530	0.01683
Bartonella apihabitans	2750929	S	266	132	398	0.01264
Bartonella choladocola	2750995	S	13	12	25	0.00079
Sphingomonas aerolata	185951	S	2	0	2	0.00006
Bacteroides graminisolvens	477666	S	2	0	2	0.00006
Brassica napus	3708	S	24	0	24	0.00076
Homo sapiens	9606	S	21	41	62	0.00197
Methanothrix harundinacea	301375	S	2	0	2	0.00006
Methanosphaera sp. ISO3-F5	1452353	S	1	0	1	0.00003
Apis mellifera filamentous virus	1100043	S	244	0	244	0.00775
