name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	107	877	984	0.03945
Gilliamella sp946481345	133105	S	41	1544	1585	0.06354
Gilliamella sp946480175	133104	S	33	226	259	0.01038
Gilliamella apis_A	133086	S	33	684	717	0.02874
Gilliamella apicola_N	133081	S	25	268	293	0.01175
Gilliamella apicola_R	133084	S	20	428	448	0.01796
Gilliamella sp946482005	133106	S	17	571	588	0.02357
Gilliamella apis	133085	S	17	207	224	0.00898
Gilliamella sp002142215	133091	S	12	155	167	0.00669
Gilliamella apicola_Q	133083	S	11	126	137	0.00549
Frischella perrara	133059	S	810	2126	2936	0.11770
Klebsiella oxytoca	133142	S	2	12	14	0.00056
Hafnia paralvei	133110	S	3	14	17	0.00068
Snodgrassella alvi	130431	S	312	1433	1745	0.06996
Snodgrassella sp946481965	130443	S	31	136	167	0.00669
Snodgrassella alvi_G	130436	S	8	41	49	0.00196
Snodgrassella alvi_B	130432	S	2	14	16	0.00064
Vogesella mureinivorans	129842	S	6	50	56	0.00225
Limnobacter parvus	127534	S	1	2	3	0.00012
UBA1934 sp002068855	131089	S	1	31	32	0.00128
Entomomonas sp945283395	138084	S	520	195	715	0.02866
M0108 sp018435665	131730	S	3	32	35	0.00140
M0108 sp009928645	131728	S	1	3	4	0.00016
Bartonella_A choladocola	119304	S	88	666	754	0.03023
Bartonella_A apis	119303	S	42	238	280	0.01123
Bartonella_A sp946479275	119312	S	40	552	592	0.02373
Bartonella_A sp946478665	119311	S	14	95	109	0.00437
Bartonella_A apihabitans	119302	S	10	66	76	0.00305
Bartonella_A sp016102285	119306	S	8	46	54	0.00216
Bartonella_A sp946480935	119313	S	5	29	34	0.00136
Bartonella_A sp946481695	119314	S	5	179	184	0.00738
Bartonella_A sp016100455	119305	S	4	30	34	0.00136
Bartonella_A sp946478235	119310	S	3	15	18	0.00072
Bartonella_A sp945285915	119309	S	1	11	12	0.00048
Commensalibacter melissae	113763	S	165	488	653	0.02618
Bombella pollinis	113699	S	1	0	1	0.00004
Lactobacillus apis	55371	S	247	1297	1544	0.06190
Lactobacillus melliventris	55401	S	56	516	572	0.02293
Lactobacillus helsingborgensis	55384	S	31	331	362	0.01451
Lactobacillus apis_A	55372	S	13	288	301	0.01207
Lactobacillus sp016100975	55419	S	9	118	127	0.00509
Lactobacillus kullabergensis	55399	S	9	187	196	0.00786
Lactobacillus sp945290125	55440	S	9	38	47	0.00188
Lactobacillus sp946482465	55445	S	8	174	182	0.00730
Lactobacillus kimbladii_B	55397	S	7	166	173	0.00694
Lactobacillus sp946479925	55443	S	7	181	188	0.00754
Lactobacillus kimbladii	55396	S	5	117	122	0.00489
Lactobacillus panisapium	55405	S	4	61	65	0.00261
Lactobacillus laiwuensis	55400	S	2	27	29	0.00116
Lactobacillus sp946482425	55444	S	2	105	107	0.00429
Lactobacillus amylovorus	55370	S	2	79	81	0.00325
Lactobacillus huangpiensis	55387	S	2	25	27	0.00108
Lactobacillus sp946477855	55442	S	1	22	23	0.00092
Bombilactobacillus mellifer	55230	S	191	1013	1204	0.04827
Bombilactobacillus mellis	55231	S	106	1731	1837	0.07364
Bombilactobacillus mellis_A	55232	S	10	285	295	0.01183
Limosilactobacillus fermentum	55598	S	15	480	495	0.01984
Limosilactobacillus mucosae	55611	S	2	15	17	0.00068
CALYQJ01 sp945273735	55234	S	2	20	22	0.00088
Granulicatella sp900551535	54991	S	1	23	24	0.00096
Bifidobacterium indicum	42787	S	48	114	162	0.00649
Bifidobacterium polysaccharolyticum	42812	S	23	288	311	0.01247
Bifidobacterium asteroides_F	42751	S	9	173	182	0.00730
Bifidobacterium asteroides_G	42752	S	6	40	46	0.00184
Bifidobacterium asteroides_J	42755	S	2	52	54	0.00216
Bifidobacterium asteroides_H	42753	S	2	93	95	0.00381
Bifidobacterium asteroides	42750	S	2	28	30	0.00120
Bifidobacterium apousia	42747	S	1	23	24	0.00096
Protofrankia sp917627385	45450	S	1	1	2	0.00008
Streptomyces narbonensis	49287	S	1	531	532	0.02133
JADKAV01 sp937952095	48715	S	1	24	25	0.00100
Apibacter sp945280365	89010	S	13	82	95	0.00381
JAAYPI01 sp012519885	80396	S	1	120	121	0.00485
Spiroplasma_A apis	74603	S	8	3	11	0.00044
Methanobacterium_A sp002494495	35237	S	2	1183	1185	0.04751
