#Classification	SRR20002448_bracken_P.kreport
k__Bacteria	2166740
k__Bacteria|p__Proteobacteria	1825796
k__Bacteria|p__Actinobacteria	128067
k__Bacteria|p__Firmicutes	211442
k__Bacteria|p__Deinococcus-Thermus	56
k__Bacteria|p__Bacteroidetes	1318
k__Bacteria|p__Chlamydiae	16
k__Bacteria|p__Verrucomicrobia	10
k__Bacteria|p__Fusobacteria	26
k__Bacteria|p__Synergistetes	7
k__Eukaryota	2356
k__Eukaryota|k__Fungi	1439
k__Eukaryota|k__Fungi|p__Basidiomycota	1376
k__Eukaryota|k__Fungi|p__Ascomycota	62
k__Eukaryota|k__Metazoa	514
k__Eukaryota|k__Metazoa|p__Chordata	514
k__Eukaryota|k__Viridiplantae	402
k__Eukaryota|k__Viridiplantae|p__Streptophyta	402
k__Viruses	66
k__Viruses|k__Heunggongvirae	66
k__Viruses|k__Heunggongvirae|p__Uroviricota	66
