#Classification	GQ50_bracken_P.kreport
k__Bacteria	32056526
k__Bacteria|p__Bacteroidetes	29422045
k__Bacteria|p__Firmicutes	1349611
k__Bacteria|p__Actinobacteria	44371
k__Bacteria|p__Proteobacteria	788706
k__Bacteria|p__Fusobacteria	451757
k__Bacteria|p__Spirochaetes	20
k__Bacteria|p__Candidatus_Saccharibacteria	12
k__Bacteria|p__Verrucomicrobia	1
k__Eukaryota	2815
k__Eukaryota|k__Fungi	2190
k__Eukaryota|k__Fungi|p__Ascomycota	2190
k__Eukaryota|k__Metazoa	13
k__Eukaryota|k__Metazoa|p__Chordata	13
k__Eukaryota|k__Viridiplantae	611
k__Eukaryota|k__Viridiplantae|p__Streptophyta	611
k__Viruses	11716
k__Viruses|k__Heunggongvirae	11716
k__Viruses|k__Heunggongvirae|p__Uroviricota	11716
