#Classification	NS40_bracken_F.kreport
k__Bacteria	8770016
k__Bacteria|p__Firmicutes	5745566
k__Bacteria|p__Firmicutes|c__Clostridia	5502474
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	5502474
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	3874815
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	1570260
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	39159
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	13531
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	3916
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	347
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	443
k__Bacteria|p__Firmicutes|c__Bacilli	120644
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	120555
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	97530
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	17148
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	5602
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	31
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	240
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	89
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	44
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	44
k__Bacteria|p__Firmicutes|c__Negativicutes	82951
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	68879
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	68879
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	7367
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	7367
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	6704
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	6704
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	38766
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	38766
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	38597
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	169
k__Bacteria|p__Firmicutes|c__Tissierellia	729
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	729
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	729
k__Bacteria|p__Actinobacteria	1452684
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1235554
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	1234966
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	1234966
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	431
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	431
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	113
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	113
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	33
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	33
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	9
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	6
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Lawsonellaceae	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	2
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	217129
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	206373
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	175554
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	30818
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	10756
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	10756
k__Bacteria|p__Bacteroidetes	1531134
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1531033
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	1531033
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	889792
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	326306
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	233604
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	71243
