#Classification	GQ6_bracken_P.kreport
k__Bacteria	5851383
k__Bacteria|p__Firmicutes	2911164
k__Bacteria|p__Actinobacteria	548634
k__Bacteria|p__Tenericutes	112
k__Bacteria|p__Bacteroidetes	1215098
k__Bacteria|p__Proteobacteria	1080867
k__Bacteria|p__Fusobacteria	76773
k__Bacteria|p__Candidatus_Saccharibacteria	18032
k__Bacteria|p__Spirochaetes	699
k__Eukaryota	3323
k__Eukaryota|k__Metazoa	2985
k__Eukaryota|k__Metazoa|p__Chordata	2985
k__Eukaryota|k__Fungi	267
k__Eukaryota|k__Fungi|p__Basidiomycota	267
k__Eukaryota|k__Viridiplantae	58
k__Eukaryota|k__Viridiplantae|p__Streptophyta	58
k__Eukaryota|p__Apicomplexa	11
k__Viruses	34
k__Viruses|k__Heunggongvirae	34
k__Viruses|k__Heunggongvirae|p__Uroviricota	24
k__Viruses|k__Heunggongvirae|p__Peploviricota	10
