#Classification	S-18-POLJUN-G_bracken_C.kreport
k__Bacteria	38252
k__Bacteria|p__Proteobacteria	37219
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	26555
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3452
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	5447
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1765
k__Bacteria|p__Actinobacteria	576
k__Bacteria|p__Actinobacteria|c__Actinomycetia	576
k__Bacteria|p__Firmicutes	124
k__Bacteria|p__Firmicutes|c__Bacilli	124
k__Bacteria|p__Acidobacteria	274
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	274
k__Bacteria|p__Bacteroidetes	54
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	51
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	3
k__Bacteria|p__Planctomycetes	4
k__Bacteria|p__Planctomycetes|c__Planctomycetia	4
k__Eukaryota	3656
k__Eukaryota|k__Viridiplantae	2789
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2789
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	2783
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	6
k__Eukaryota|k__Metazoa	858
k__Eukaryota|k__Metazoa|p__Chordata	858
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	858
k__Eukaryota|k__Fungi	8
k__Eukaryota|k__Fungi|p__Ascomycota	8
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	8
