#Classification	S-16-POLPIL-G_bracken_C.kreport
k__Bacteria	12820
k__Bacteria|p__Proteobacteria	11168
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3726
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	6818
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	624
k__Bacteria|p__Actinobacteria	1116
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1116
k__Bacteria|p__Firmicutes	247
k__Bacteria|p__Firmicutes|c__Bacilli	148
k__Bacteria|p__Firmicutes|c__Tissierellia	99
k__Bacteria|p__Bacteroidetes	199
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	127
k__Bacteria|p__Bacteroidetes|c__Cytophagia	5
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	65
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	1
k__Bacteria|p__Acidobacteria	86
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	86
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Planctomycetes|c__Planctomycetia	2
k__Eukaryota	2013
k__Eukaryota|k__Viridiplantae	1609
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1609
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1595
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	14
k__Eukaryota|k__Metazoa	314
k__Eukaryota|k__Metazoa|p__Chordata	314
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	314
k__Eukaryota|k__Fungi	89
k__Eukaryota|k__Fungi|p__Ascomycota	89
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	89
