#Classification	SRR20002404_bracken_P.kreport
k__Bacteria	7923
k__Bacteria|p__Proteobacteria	5278
k__Bacteria|p__Actinobacteria	809
k__Bacteria|p__Firmicutes	1791
k__Bacteria|p__Deinococcus-Thermus	6
k__Bacteria|p__Bacteroidetes	38
k__Eukaryota	2015
k__Eukaryota|k__Metazoa	1795
k__Eukaryota|k__Metazoa|p__Chordata	1795
k__Eukaryota|k__Fungi	83
k__Eukaryota|k__Fungi|p__Basidiomycota	71
k__Eukaryota|k__Fungi|p__Ascomycota	12
k__Eukaryota|k__Viridiplantae	134
k__Eukaryota|k__Viridiplantae|p__Streptophyta	134
k__Eukaryota|p__Apicomplexa	1
k__Viruses	26
k__Viruses|k__Heunggongvirae	26
k__Viruses|k__Heunggongvirae|p__Uroviricota	26
